"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","ARI @ NYM",".45","6.84","27.40","4.73","3.13",".93",".09",".58","2.66","9.12","29.31","47.59","27.37","10954"
"Felix Hernandez","Mariners","DET @ SEA",".44","6.04","24.27","4.94","3.21","1.02",".08",".63","1.68","6.09","21.36","34.86","19.50","4772"
"Zack Godley","Diamondbacks","ARI @ NYM",".30","6.39","26.91","5.33","3.47","1.10",".10",".66","3.01","6.29","19.52","34.46","18.30","14862"
"Charlie Morton","Astros","CLE @ HOU",".40","6.17","25.95","5.35","3.12","1.28",".10",".85","2.65","6.49","19.68","34.31","18.39","4676"
"Drew Pomeranz","Red Sox","BAL @ BOS",".42","6.17","26.79","6.14","3.80","1.48",".05",".81","2.64","6.79","19.06","34.45","18.10","11426"
"Michael Wacha","Cardinals","PHI @ STL",".34","6.04","25.58","5.70","3.81","1.15",".14",".61","2.34","6.31","18.92","33.38","17.69","14078"
"Nick Tropeano","Angels","TB @ LAA",".41","6.15","25.94","5.63","3.67","1.08",".11",".77","2.48","6.02","18.69","33.04","17.45","12385"
"Jon Lester","Cubs","CHC @ CIN",".53","6.14","25.96","5.78","3.82","1.14",".10",".71","2.35","5.66","18.45","32.70","17.21","4930"
"Tyson Ross","Padres","SD @ PIT",".40","6.39","27.11","6.11","4.12","1.31",".17",".51","2.51","5.55","17.96","32.56","16.81","7872"
"Marco Estrada","Blue Jays","OAK @ TOR",".39","6.12","25.58","5.30","2.68","1.37",".11","1.14","2.37","6.07","18.59","32.17","17.17","1118"
"Derek Holland","Giants","COL @ SF",".33","5.92","25.00","5.47","3.55","1.16",".14",".63","2.32","5.47","17.30","30.58","16.03","4141"
"Matt Moore","Rangers","TEX @ CWS",".38","5.70","24.59","5.56","3.39","1.06",".13",".98","2.46","6.08","16.98","30.50","15.96","1890"
"Ivan Nova","Pirates","SD @ PIT",".33","6.12","25.51","6.37","4.31","1.17",".18",".70","1.40","5.03","16.61","29.41","15.25","1994"
"Mike Clevinger","Indians","CLE @ HOU",".31","5.91","25.84","6.03","3.78","1.32",".14",".78","2.71","5.49","15.04","28.55","14.22","12808"
"Jakob Junis","Royals","NYY @ KC",".29","5.88","25.08","5.96","3.63","1.13",".13","1.06","2.04","5.35","15.52","28.16","14.38","13619"
"Michael Fulmer","Tigers","DET @ SEA",".27","5.82","24.60","5.70","3.77","1.05",".13",".75","2.03","5.08","15.64","28.06","14.42","13218"
"Dan Straily","Marlins","MIA @ ATL",".35","6.22","27.14","6.66","4.03","1.53",".18",".92","2.53","5.10","14.33","27.80","13.57","9460"
"Kyle Gibson","Twins","MIL @ MIN",".31","5.56","24.37","5.87","3.82","1.24",".08",".73","2.44","5.43","14.65","27.55","13.83","10123"
"Kyle Freeland","Rockies","COL @ SF",".35","5.62","24.15","5.65","3.91","1.28",".10",".36","2.25","4.59","14.77","27.09","13.74","16256"
"Matt Wisler","Braves","MIA @ ATL",".39","6.21","26.37","6.76","4.40","1.46",".12",".79","1.52","4.34","14.61","27.04","13.43","12804"
"Jake Arrieta","Phillies","PHI @ STL",".33","5.22","22.07","4.52","2.94",".92",".11",".55","2.44","4.50","14.66","25.55","13.54","4153"
"Blake Snell","Rays","TB @ LAA",".30","5.62","24.66","5.67","3.64","1.03",".09",".91","2.75","5.01","13.62","26.18","12.83","13543"
"CC Sabathia","Yankees","NYY @ KC",".40","5.57","23.73","5.91","4.01","1.14",".11",".65","1.69","4.00","13.51","24.76","12.40","404"
"Brent Suter","Brewers","MIL @ MIN",".37","5.59","23.88","6.28","4.18","1.28",".17",".66","1.42","3.82","12.67","23.66","11.59","13942"
"Carson Fulmer","White Sox","TEX @ CWS",".28","5.22","23.65","4.85","3.00",".95",".09",".81","3.84","4.78","11.62","23.75","11.20","18311"
"Alex Cobb","Orioles","BAL @ BOS",".30","5.98","26.22","7.45","4.56","1.93",".16",".81","1.47","3.68","10.59","21.97","9.84","6562"
"Brett Anderson","Athletics","OAK @ TOR",".28","4.96","22.05","5.47","3.33","1.34",".07",".73","2.16","3.37","9.47","18.99","8.79","8223"
"Homer Bailey","Reds","CHC @ CIN",".19","5.53","24.59","6.51","3.55","1.37",".11","1.49","2.04","3.80","8.86","19.15","8.20","8362"
