"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","MIA @ NYM",".53","7.09","27.86","5.35","3.65",".88",".08",".73","1.70","8.53","29.29","46.84","27.26","10954"
"Justin Verlander","Astros","SF @ HOU",".58","7.29","29.04","5.70","3.48","1.23",".10",".89","1.97","8.55","28.76","46.51","27.04","8700"
"Zack Godley","Diamondbacks","ARI @ MIL",".34","6.38","26.70","5.52","3.48","1.13",".09",".81","2.65","7.10","21.31","36.89","20.00","14862"
"Kenta Maeda","Dodgers","COL @ LAD",".42","5.70","22.72","4.64","2.87",".92",".06",".79","1.39","6.31","21.43","34.13","19.57","18498"
"David Price","Red Sox","BOS @ TB",".41","5.94","24.89","5.48","3.61","1.07",".10",".69","2.13","6.19","19.30","33.32","17.95","3184"
"Kyle Gibson","Twins","DET @ MIN",".37","6.22","25.70","5.78","3.81","1.27",".10",".59","1.84","5.75","19.19","33.06","17.68","10123"
"Jakob Junis","Royals","KC @ STL",".33","6.10","25.31","5.74","3.48","1.07",".10","1.09","1.76","6.20","18.94","32.52","17.48","13619"
"Brent Suter","Brewers","ARI @ MIL",".39","6.04","24.48","5.51","3.72","1.09",".17",".54","1.37","5.45","19.40","32.30","17.66","13942"
"Michael Wacha","Cardinals","KC @ STL",".40","6.39","26.38","6.00","3.95","1.24",".09",".72","1.75","5.34","18.68","32.37","17.14","14078"
"Chris Archer","Rays","BOS @ TB",".30","5.89","24.46","5.57","3.43","1.07",".07","1.00","1.74","6.17","18.62","31.86","17.16","6345"
"Alex Cobb","Orioles","BAL @ CWS",".44","6.30","26.53","6.67","4.15","1.35",".19",".99","1.58","5.48","17.19","30.75","15.99","6562"
"Dan Straily","Marlins","MIA @ NYM",".25","6.45","27.39","5.70","3.35","1.10",".12","1.12","2.92","5.70","16.93","30.75","15.87","9460"
"Erick Fedde","Nationals","SD @ WSH",".36","6.03","25.79","6.28","4.14","1.18",".17",".79","2.07","5.70","16.75","30.50","15.67","17425"
"Tyson Ross","Padres","SD @ WSH",".37","5.91","25.89","5.53","3.59","1.14",".11",".69","3.33","5.86","16.21","30.53","15.44","7872"
"Luiz Gohara","Braves","ATL @ PHI",".31","5.56","24.16","5.26","3.02","1.05",".13","1.06","2.75","6.26","16.48","29.83","15.56","15166"
"Michael Fulmer","Tigers","DET @ MIN",".34","5.98","24.90","5.49","3.43","1.19",".18",".69","2.01","5.15","17.04","29.74","15.62","13218"
"Jon Lester","Cubs","CLE @ CHC",".44","6.27","26.27","5.85","3.66","1.33",".08",".78","2.16","4.82","16.77","29.87","15.39","4930"
"CC Sabathia","Yankees","NYY @ TEX",".46","5.59","23.77","5.61","3.97","1.03",".13",".48","2.06","4.50","15.16","27.31","14.05","404"
"Daniel Gossett","Athletics","SEA @ OAK",".36","5.72","24.06","5.43","3.53","1.16",".08",".66","2.01","4.46","15.14","26.88","13.84","16164"
"Tyler Skaggs","Angels","LAA @ TOR",".35","5.69","24.92","5.53","3.24","1.30",".09",".90","2.91","5.12","14.20","27.02","13.37","10190"
"Jake Arrieta","Phillies","ATL @ PHI",".33","5.25","22.07","4.97","3.13","1.00",".11",".74","1.88","4.72","14.99","25.88","13.79","4153"
"Adam Plutko","Indians","CLE @ CHC",".29","5.81","25.03","5.96","3.27","1.26",".14","1.29","2.15","4.94","13.85","25.88","12.82","15846"
"Aaron Sanchez","Blue Jays","LAA @ TOR",".36","5.98","26.13","5.48","3.42","1.22",".10",".73","3.38","4.24","13.09","25.82","12.25","11490"
"Marco Gonzales","Mariners","SEA @ OAK",".29","5.11","21.95","5.24","3.19","1.30",".10",".65","1.85","4.35","13.19","23.64","12.19","15467"
"Jeff Samardzija","Giants","SF @ HOU",".21","6.01","26.32","6.84","4.08","1.41",".17","1.17","2.05","4.52","11.96","23.89","11.21","3254"
"Kyle Freeland","Rockies","COL @ LAD",".25","5.46","23.54","5.24","3.22","1.19",".07",".75","2.49","4.08","12.42","23.36","11.44","16256"
"Chad Kuhl","Pirates","PIT @ CIN",".37","5.42","24.48","6.03","3.74","1.16",".12","1.02","2.81","4.42","10.87","22.76","10.39","14975"
"Doug Fister","Rangers","NYY @ TEX",".22","5.45","24.41","6.23","4.03","1.30",".13",".78","2.47","4.00","10.08","21.33","9.50","9425"
"Dylan Covey","White Sox","BAL @ CWS",".24","5.00","22.32","5.31","3.19","1.08",".05","1.00","2.48","4.14","10.55","20.86","9.92","14825"
"Homer Bailey","Reds","PIT @ CIN",".29","5.56","24.95","6.92","4.07","1.48",".11","1.25","1.96","3.16","7.80","18.03","7.26","8362"
