"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jeff Samardzija","Giants","COL @ SF",".42","6.89","28.12","6.30","4.02","1.30",".16",".82","1.68","6.42","21.88","37.02","20.30","3254"
"Luke Weaver","Cardinals","PHI @ STL",".43","6.52","27.05","5.81","3.96","1.11",".11",".63","2.36","6.57","21.26","36.76","19.86","16918"
"Tyler Skaggs","Angels","TB @ LAA",".41","6.43","26.50","5.50","3.72","1.06",".09",".63","2.28","6.24","20.90","35.73","19.36","10190"
"Chad Kuhl","Pirates","SD @ PIT",".40","6.13","25.97","5.90","3.89","1.09",".19",".72","2.37","6.09","18.43","32.89","17.25","14975"
"David Price","Red Sox","BAL @ BOS",".40","5.80","24.56","5.82","3.54","1.32",".06",".90","1.75","6.38","18.77","32.50","17.48","3184"
"Matt Boyd","Tigers","DET @ SEA",".32","6.58","27.90","6.44","4.11","1.26",".12",".96","2.32","5.94","18.00","32.41","16.97","15440"
"Vince Velasquez","Phillies","PHI @ STL",".29","5.75","24.69","5.35","3.28",".97",".10","1.00","2.63","6.35","17.47","31.18","16.41","11189"
"Doug Fister","Rangers","TEX @ CWS",".41","5.96","25.18","5.60","3.59",".99",".15",".87","2.29","5.65","17.50","31.01","16.28","9425"
"Chris Archer","Rays","TB @ LAA",".31","5.87","24.57","5.42","3.39","1.04",".09",".90","2.02","5.68","17.61","30.58","16.23","6345"
"Jon Lester","Cubs","CHC @ ATL",".46","6.11","25.95","6.17","4.05","1.32",".12",".68","2.12","5.34","17.03","30.78","15.88","4930"
"Kenta Maeda","Dodgers","LAD @ MIA",".40","5.56","22.99","5.02","3.51",".95",".10",".46","1.72","5.22","18.01","30.12","16.53","18498"
"Caleb Smith","Marlins","LAD @ MIA",".28","5.84","25.30","5.05","3.24","1.14",".12",".56","3.32","5.63","16.40","30.13","15.43","14875"
"Andrew Triggs","Athletics","OAK @ TOR",".36","5.85","25.12","5.40","3.02","1.22",".09","1.07","2.66","5.72","16.42","29.68","15.33","13533"
"Marco Gonzales","Mariners","DET @ SEA",".38","5.54","22.71","5.14","3.34","1.14",".09",".57","1.40","5.01","17.45","29.01","15.91","15467"
"James Shields","White Sox","TEX @ CWS",".32","6.16","26.61","5.69","3.45","1.02",".11","1.10","3.08","5.49","15.65","29.29","14.72","7059"
"Aaron Sanchez","Blue Jays","OAK @ TOR",".35","5.97","25.92","5.31","3.08","1.31",".11",".82","3.24","5.29","15.51","29.00","14.55","11490"
"Chad Bettis","Rockies","COL @ SF",".34","6.00","25.61","6.13","4.12","1.39",".17",".45","2.08","4.33","14.56","27.09","13.45","10587"
"Eric Lauer","Padres","SD @ PIT",".31","5.75","25.29","5.80","3.63","1.22",".12",".83","2.82","5.10","13.98","26.92","13.21","19316"
"Kevin Gausman","Orioles","BAL @ BOS",".30","5.82","25.45","6.60","3.99","1.56",".10",".95","1.97","5.10","13.73","26.35","12.88","14107"
"Max Fried","Braves","CHC @ ATL",".19","4.57","20.70","5.05","3.06","1.18",".10",".72","2.44","3.90","9.18","18.58","8.75","13743"
