"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nick Tropeano","Angels","CWS @ LAA",".42","5.91","24.99","5.79","3.73","1.07",".13",".86","2.04","6.06","18.26","32.07","17.02","12385"
"Sonny Gray","Yankees","KC @ NYY",".46","5.76","24.01","5.29","3.26","1.04",".06",".92","1.97","5.90","18.59","31.77","17.21","12768"
"Rich Hill","Dodgers","LAD @ ATL",".43","5.90","25.20","5.85","3.90","1.17",".10",".68","2.26","5.93","17.80","31.83","16.68","4806"
"Dereck Rodriguez","Giants","MIL @ SF",".36","6.09","25.49","5.80","3.79","1.22",".15",".65","1.99","5.14","17.08","30.21","15.70","14509"
"Zack Godley","Diamondbacks","ARI @ CHC",".38","5.85","25.52","5.42","3.45","1.08",".14",".75","3.13","5.64","16.14","30.01","15.25","14862"
"Tommy Milone","Nationals","WSH @ MIA",".42","6.00","25.41","6.31","4.26","1.24",".15",".66","1.68","4.83","16.01","28.92","14.79","7608"
"Anibal Sanchez","Braves","LAD @ ATL",".27","5.85","24.97","6.03","3.42","1.24",".09","1.28","1.85","5.77","16.00","28.74","14.85","3284"
"Wade Miley","Brewers","MIL @ SF",".36","5.73","24.95","5.71","3.91","1.25",".13",".42","2.69","5.11","15.26","28.52","14.38","8779"
"Dan Straily","Marlins","WSH @ MIA",".30","5.72","24.58","5.43","3.41","1.05",".13",".84","2.57","5.18","15.22","27.88","14.18","9460"
"Nick Kingham","Pirates","NYM @ PIT",".36","6.04","25.43","5.86","3.73","1.24",".14",".75","1.97","4.47","15.35","27.65","14.04","11694"
"Tyler Chatwood","Cubs","ARI @ CHC",".29","5.40","24.60","4.56","2.87",".92",".13",".64","4.51","5.63","13.89","27.64","13.50","4338"
"Steven Matz","Mets","NYM @ PIT",".33","5.81","25.14","5.83","3.82","1.14",".14",".72","2.51","4.76","14.29","26.93","13.33","13361"
"Hunter Wood","Rays","TB @ BAL",".34","5.56","24.10","6.07","3.68","1.07",".06","1.25","1.80","5.25","14.35","26.42","13.36","15091"
"Trevor Cahill","Athletics","OAK @ TEX",".38","5.20","23.34","5.19","3.11",".96",".13",".99","3.16","5.42","13.37","25.87","12.83","6249"
"Tyler Mahle","Reds","PHI @ CIN",".31","5.46","23.79","5.81","3.49","1.08",".10","1.14","2.11","5.16","13.82","25.75","12.91","16358"
"Brian Johnson","Red Sox","MIN @ BOS",".39","5.73","24.60","6.11","3.96","1.36",".11",".68","1.87","4.25","13.63","25.44","12.57","14272"
"Jakob Junis","Royals","KC @ NYY",".21","5.33","23.63","5.83","3.35",".94",".07","1.46","2.32","5.31","12.43","24.05","11.72","13619"
"Kyle Gibson","Twins","MIN @ BOS",".29","5.51","24.55","6.09","3.74","1.37",".12",".86","2.52","4.59","11.86","23.82","11.22","10123"
"Ranger Suarez","Phillies","PHI @ CIN",".37","5.65","24.69","6.52","4.36","1.20",".12",".84","1.87","3.75","11.29","22.59","10.47","sa659551"
"Alex Cobb","Orioles","TB @ BAL",".33","5.63","24.46","6.77","4.45","1.36",".12",".83","1.45","3.65","10.99","21.87","10.09","6562"
"Bartolo Colon","Rangers","OAK @ TEX",".28","5.54","24.38","6.88","3.95","1.42",".17","1.34","1.40","3.40","8.93","18.87","8.15","375"
"Dylan Covey","White Sox","CWS @ LAA",".26","5.34","23.97","5.99","3.85","1.06",".08","1.00","2.61","3.23","8.38","18.71","7.85","14825"
