"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","BOS @ TOR",".51","6.95","27.85","5.36","3.01","1.12",".06","1.18","2.15","8.75","27.83","46.56","26.28","10603"
"Mike Fiers","Astros","TEX @ HOU",".37","6.19","25.44","5.15","3.12",".89",".08","1.07","2.34","6.16","19.76","34.85","18.34","7754"
"Jake Arrieta","Cubs","PIT @ CHN",".46","6.29","26.31","5.66","3.85","1.15",".15",".51","2.54","5.67","19.05","34.94","17.94","4153"
"Ervin Santana","Twins","CHA @ MIN",".43","6.46","26.75","6.52","4.29","1.18",".18",".87","1.66","5.89","19.19","34.83","17.98","3200"
"Matt Moore","Giants","SFN @ SDN",".43","6.10","25.47","5.51","3.62",".96",".15",".78","2.37","5.71","18.48","33.61","17.29","1890"
"Rich Hill","Dodgers","LAN @ ARI",".36","5.46","23.88","5.03","3.02","1.11",".13",".77","3.03","6.74","17.90","33.03","17.10","4806"
"Luke Weaver","Cardinals","SLN @ MIL",".42","5.61","23.63","5.19","3.05",".94",".10","1.10","2.19","6.13","18.06","32.20","16.89","16918"
"Zack Godley","Diamondbacks","LAN @ ARI",".34","5.83","25.48","5.58","3.47","1.23",".15",".73","3.05","5.89","16.26","31.44","15.54","14862"
"German Marquez","Rockies","DET @ COL",".39","5.91","25.31","6.51","4.25","1.21",".15",".90","1.77","5.49","16.18","30.74","15.24","15038"
"Jakob Junis","Royals","TBA @ KCA",".35","5.65","23.90","5.45","3.24","1.08",".14",".99","2.14","4.72","14.79","27.61","13.67","13619"
"Martin Perez","Rangers","TEX @ HOU",".37","6.09","25.62","5.94","3.95","1.21",".08",".70","2.20","3.77","13.94","27.19","12.88","6902"
"Dylan Bundy","Orioles","SEA @ BAL",".34","5.82","25.02","6.03","3.70","1.06",".05","1.22","2.19","4.71","13.81","27.04","12.90","12917"
"Sal Romano","Reds","NYN @ CIN",".41","5.84","24.86","6.00","4.03","1.09",".13",".75","2.09","4.08","13.88","27.04","12.87","13690"
"Troy Scribner","Angels","OAK @ ANA",".31","4.80","20.51","3.99","2.44",".74",".05",".77","2.61","4.76","14.25","25.10","13.29","15570"
"Michael Fulmer","Tigers","DET @ COL",".30","5.49","24.33","6.69","4.32","1.28",".18",".91","1.92","4.72","12.17","25.32","11.62","13218"
"James Shields","White Sox","CHA @ MIN",".29","5.54","24.35","5.87","3.67","1.08",".15",".97","2.54","4.26","11.84","24.48","11.17","7059"
"Alex Cobb","Rays","TBA @ KCA",".37","6.02","25.90","6.82","4.52","1.38",".14",".78","1.77","3.46","11.84","24.62","11.04","6562"
"Chad Kuhl","Pirates","PIT @ CHN",".26","5.27","23.85","5.28","3.45","1.07",".09",".68","3.37","4.52","11.38","24.28","10.98","14975"
"Edwin Jackson","Nationals","MIA @ WAS",".34","5.72","25.20","6.36","4.28","1.15",".08",".86","2.45","3.75","10.99","23.81","10.37","1841"
"Luis Perdomo","Padres","SFN @ SDN",".27","5.28","22.97","5.69","3.88","1.14",".11",".56","2.06","3.49","11.13","22.31","10.31","14682"
"Chris Smith","Athletics","OAK @ ANA",".29","5.47","24.10","6.00","3.87","1.05",".08","1.00","2.36","3.58","10.23","22.04","9.57","4544"
"Matt Garza","Brewers","SLN @ MIL",".25","5.09","22.51","5.67","3.44","1.08",".12","1.03","2.18","3.79","10.00","20.93","9.36","3340"
"Chris Flexen","Mets","NYN @ CIN",".25","4.88","22.19","5.33","3.41",".96",".12",".85","2.86","3.54","8.63","19.36","8.27","13896"
"Brett Anderson","Cubs","BOS @ TOR",".19","4.61","19.82","4.96","3.19","1.21",".10",".46","1.72","2.71","8.97","17.33","8.19","8223"
"Vance Worley","Marlins","MIA @ WAS",".30","4.85","21.43","5.72","3.90","1.15",".08",".58","1.87","2.38","7.78","16.98","7.18","6435"
"Erasmo Ramirez","Mariners","TBA @ KCA",".00",".48","2.07",".53",".34",".11",".01",".07",".16",".28",".75","1.44",".67","10314"
