"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Yu Darvish","Dodgers","SDN @ LAN",".54","6.73","26.25","5.02","3.33",".95",".07",".67","1.74","7.89","27.58","45.53","25.64","13074"
"Aaron Nola","Phillies","WAS @ PHI",".43","6.55","26.79","5.88","3.77","1.18",".11",".81","2.00","6.96","22.44","39.38","21.08","16149"
"Luke Weaver","Cardinals","CHN @ SLN",".36","6.04","25.35","5.35","3.41","1.01",".09",".84","2.50","6.36","19.36","34.87","18.17","16918"
"Jon Lester","Cubs","CHN @ SLN",".37","6.19","26.52","6.23","4.12","1.26",".12",".73","2.42","6.12","17.99","33.92","17.17","4930"
"Drew Pomeranz","Red Sox","TOR @ BOS",".41","5.98","25.44","5.57","3.33","1.18",".04","1.01","2.56","6.21","18.23","33.58","17.20","11426"
"Zack Godley","Diamondbacks","SFN @ ARI",".41","6.13","26.41","6.05","3.92","1.31",".15",".67","2.66","5.34","16.42","31.67","15.58","14862"
"Ricky Nolasco","Angels","ANA @ CHA",".45","5.89","25.18","6.13","3.98","1.03",".16",".96","2.15","5.32","15.95","30.39","15.03","3830"
"Luke Sims","Braves","ATL @ NYN",".40","5.41","22.64","4.20","2.87",".75",".09",".49","2.83","4.76","16.36","28.91","15.13","13470"
"A.J. Cole","Nationals","WAS @ PHI",".30","5.63","24.05","5.39","3.22",".99",".12","1.06","2.44","5.12","14.87","28.13","13.92","11467"
"Collin McHugh","Astros","HOU @ TEX",".38","5.41","23.22","5.46","3.36","1.02",".12",".96","2.19","4.82","14.22","26.81","13.29","7531"
"Johnny Cueto","Giants","SFN @ ARI",".32","5.69","25.09","6.28","3.85","1.34",".20",".90","2.44","4.64","12.60","26.04","12.01","6893"
"Daniel Gossett","Athletics","SEA @ OAK",".31","5.61","24.36","5.92","3.83","1.17",".09",".83","2.28","3.88","11.95","24.33","11.14","16164"
"Felix Hernandez","Mariners","SEA @ OAK",".28","4.63","19.80","4.39","2.65",".98",".06",".69","1.99","4.30","12.97","22.82","12.05","4772"
"Chris Flexen","Mets","ATL @ NYN",".26","5.41","23.69","5.30","3.59","1.03",".09",".59","2.83","3.47","11.01","22.74","10.27","13896"
"Travis Wood","Padres","SDN @ LAN",".22","5.44","23.74","5.51","3.55","1.10",".07",".80","2.64","3.68","10.82","22.58","10.10","9884"
"James Shields","White Sox","ANA @ CHA",".24","5.34","23.91","5.96","3.54","1.01",".05","1.36","2.56","4.22","9.97","21.81","9.48","7059"
"Andrew Cashner","Rangers","HOU @ TEX",".29","5.56","24.56","6.43","4.19","1.26",".13",".85","2.28","2.83","8.44","19.84","7.88","8782"
"Tyler Chatwood","Rockies","MIA @ COL",".30","4.76","22.09","5.95","4.00","1.07",".14",".74","2.53","3.79","8.38","19.49","8.22","4338"
"Brett Anderson","Blue Jays","TOR @ BOS",".24","4.69","21.36","5.98","4.03","1.38",".08",".49","2.03","2.50","6.40","15.70","6.10","8223"
"Odrisamer Despaigne","Marlins","MIA @ COL",".26","4.51","21.41","6.28","4.02","1.24",".17",".84","2.31","2.62","4.39","13.82","4.46","16017"
