"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","",".54","7.21","28.65","5.83","3.54","1.23",".07",".99","1.70","9.18","29.72","47.86","27.88","3137"
"Carlos Carrasco","Indians","MIN @ CLE",".49","6.38","26.00","5.62","3.43","1.25",".10",".84","1.71","7.93","24.77","40.88","23.06","6632"
"Tyler Glasnow","Rays","BAL @ TB",".43","5.92","24.71","4.87","3.15",".96",".07",".68","2.55","8.16","23.85","39.83","22.42","14374"
"Zack Greinke","Diamondbacks","PHI @ ARI",".43","6.44","25.64","5.27","3.31","1.08",".21",".67","1.49","6.97","23.97","38.86","21.95","1943"
"Chase Anderson","Brewers","SD @ MIL",".43","6.18","25.30","5.50","3.19","1.09",".11","1.12","1.77","6.43","20.60","34.61","18.97","6895"
"Madison Bumgarner","Giants","HOU @ SF",".36","6.28","25.77","5.47","3.52","1.28",".09",".58","1.99","5.86","19.93","33.89","18.31","5524"
"Nick Pivetta","Phillies","PHI @ ARI",".29","5.89","24.96","5.52","3.38","1.14",".33",".67","2.29","6.27","18.27","32.09","17.05","15454"
"Dallas Keuchel","Astros","HOU @ SF",".39","6.59","27.70","6.56","4.58","1.37",".13",".48","2.05","5.08","17.60","31.80","16.46","9434"
"Andrew Heaney","Angels","DET @ LAA",".46","5.87","24.69","6.07","3.88","1.25",".10",".84","1.54","5.76","17.98","31.33","16.67","15423"
"Pablo Lopez","Marlins","STL @ MIA",".31","6.09","25.39","5.86","3.81","1.19",".12",".74","1.78","5.59","17.96","31.25","16.54","17085"
"Miles Mikolas","Cardinals","STL @ MIA",".44","6.50","26.86","6.54","4.76","1.14",".22",".43","1.45","4.71","17.82","31.39","16.38","9803"
"Jason Vargas","Mets","CIN @ NYM",".38","5.97","25.14","6.10","4.19","1.05",".12",".74","1.81","5.62","17.48","31.04","16.22","8044"
"Rich Hill","Dodgers","LAD @ OAK",".36","5.70","24.64","5.15","3.08","1.16",".10",".82","2.85","6.04","17.23","30.91","16.19","4806"
"CC Sabathia","Yankees","NYY @ CWS",".40","5.62","24.21","5.71","3.69","1.07",".16",".79","2.22","5.57","16.23","29.31","15.23","404"
"Jameson Taillon","Pirates","PIT @ COL",".37","5.93","25.84","6.76","4.01","1.51",".32",".92","1.82","5.46","15.03","28.20","14.13","11674"
"Sean Manaea","Athletics","LAD @ OAK",".34","5.92","25.26","5.90","3.65","1.32",".11",".82","2.13","4.66","14.75","27.08","13.59","15873"
"Mike Montgomery","Cubs","CHC @ KC",".45","6.12","25.79","6.38","4.39","1.31",".18",".50","1.74","3.98","14.73","27.11","13.51","4869"
"Marcus Stroman","Blue Jays","BOS @ TOR",".37","5.90","25.34","6.32","4.04","1.43",".11",".75","1.92","4.55","14.08","26.43","13.04","13431"
"Sal Romano","Reds","CIN @ NYM",".33","5.81","25.20","5.96","3.77","1.22",".15",".83","2.41","4.60","13.63","25.95","12.70","13690"
"Reynaldo Lopez","White Sox","NYY @ CWS",".31","5.80","25.14","5.56","3.36","1.09",".12",".99","2.77","4.51","13.36","25.50","12.41","16400"
"Max Fried","Braves","ATL @ WSH",".32","5.32","23.79","5.54","3.43","1.17",".07",".86","2.91","5.12","13.01","25.42","12.42","13743"
"Sean Newcomb","Braves","",".24","5.69","25.37","5.86","3.83","1.09",".07",".87","3.15","5.01","12.63","25.51","12.06","16943"
"Alex Cobb","Orioles","BAL @ TB",".28","5.70","24.59","6.58","4.36","1.32",".24",".66","1.61","4.24","12.58","24.19","11.65","6562"
"Drew Pomeranz","Red Sox","BOS @ TOR",".32","5.45","23.98","5.69","3.19","1.36",".10","1.05","2.45","4.59","12.42","23.99","11.61","11426"
"Felix Hernandez","Mariners","SEA @ TEX",".37","5.38","23.82","5.67","3.36","1.13",".20",".97","2.58","4.63","12.28","23.98","11.58","4772"
"Brad Keller","Royals","CHC @ KC",".26","5.65","24.82","6.27","4.23","1.26",".17",".61","2.21","4.29","12.18","24.08","11.37","15734"
"Jefry Rodriguez","Nationals","ATL @ WSH",".33","5.50","24.37","5.99","3.87","1.20",".09",".83","2.53","4.20","11.65","23.40","10.96","17018"
"Clayton Richard","Padres","SD @ MIL",".28","5.61","24.52","6.24","4.01","1.21",".12",".90","2.05","4.02","11.46","22.70","10.62","3551"
"Chad Bettis","Rockies","PIT @ COL",".32","5.62","24.66","6.60","4.08","1.42",".28",".81","1.78","3.87","11.17","22.41","10.36","10587"
"Adalberto Mejia","Twins","MIN @ CLE",".23","5.42","24.16","6.03","3.75","1.36",".08",".84","2.47","3.91","10.12","21.10","9.49","13188"
"Bartolo Colon","Rangers","SEA @ TEX",".32","5.78","25.06","7.10","4.49","1.32",".26","1.04","1.24","3.29","9.98","20.42","9.08","375"
"Jacob Turner","Tigers","DET @ LAA",".23","5.15","23.63","6.64","4.23","1.28",".13","1.00","2.22","2.85","6.03","15.69","5.74","10185"
