"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","COL @ LAN",".53","7.33","27.95","5.37","3.52","1.10",".06",".68","1.25","8.98","31.81","51.43","29.78","2036"
"Corey Kluber","Indians","CLE @ CHA",".56","7.00","27.94","5.73","3.80",".99",".11",".83","1.90","9.37","29.79","49.79","28.29","2429"
"Sean Newcomb","Braves","MIA @ ATL",".36","5.89","25.68","5.19","3.47",".95",".08",".70","3.51","6.76","18.54","35.00","17.83","16943"
"Jon Gray","Rockies","COL @ LAN",".26","6.04","25.20","5.06","3.11","1.01",".05",".89","2.63","6.15","18.82","33.85","17.58","14916"
"Jon Lester","Cubs","CHN @ PIT",".39","6.13","25.81","5.96","4.09","1.12",".10",".65","2.19","5.71","18.25","33.71","17.18","4930"
"Sonny Gray","Yankees","NYA @ BAL",".41","6.20","26.20","6.24","3.91","1.17",".07","1.10","1.96","5.93","18.04","33.18","16.98","12768"
"Aaron Nola","Phillies","PHI @ WAS",".38","6.24","26.34","6.45","4.34","1.30",".10",".72","1.88","5.69","17.87","33.31","16.83","16149"
"Lance Lynn","Cardinals","SLN @ SDN",".38","6.24","26.32","5.77","3.89","1.00",".15",".73","2.58","5.56","17.73","33.08","16.74","2520"
"Jameson Taillon","Pirates","CHN @ PIT",".34","6.12","25.58","5.70","3.80","1.12",".08",".69","2.20","5.54","17.93","32.84","16.72","11674"
"Tanner Roark","Nationals","PHI @ WAS",".37","6.41","27.21","6.40","4.50","1.15",".12",".63","2.44","5.18","16.69","32.14","15.79","8753"
"Tyler Mahle","Reds","CIN @ NYN",".43","6.42","26.66","6.00","4.06","1.10",".12",".72","2.18","4.50","16.65","31.18","15.53","16358"
"Kevin Gausman","Orioles","NYA @ BAL",".34","6.07","25.89","5.99","3.73","1.06",".06","1.13","2.36","5.60","16.38","30.99","15.40","14107"
"Clayton Richard","Padres","SLN @ SDN",".37","6.37","26.90","6.62","4.82","1.16",".10",".54","2.01","4.53","15.83","30.69","14.85","3551"
"Matt Harvey","Mets","CIN @ NYN",".31","5.94","24.88","5.59","3.47","1.08",".10",".94","2.16","4.79","15.62","29.09","14.41","11713"
"Carlos Rodon","White Sox","CLE @ CHA",".22","5.62","24.80","5.40","3.50","1.02",".10",".78","3.24","5.35","14.02","28.14","13.40","16137"
"Dan Straily","Marlins","MIA @ ATL",".34","5.52","23.96","5.72","3.73","1.06",".11",".82","2.34","4.70","13.77","26.85","12.95","9460"
"Kyle Gibson","Twins","MIN @ KCA",".36","5.83","25.37","6.41","4.26","1.30",".14",".71","2.20","3.49","11.46","24.16","10.72","10123"
"Sam Gaviglio","Mariners","MIN @ KCA",".33","5.42","23.32","5.64","3.52","1.23",".19",".70","2.09","3.46","11.51","22.89","10.58","12778"
