"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ NYM",".55","7.34","28.49","4.76","2.73","1.03",".09",".91","2.08","10.15","33.50","52.57","31.44","3137"
"Charlie Morton","Astros","OAK @ HOU",".47","6.29","25.96","4.57","2.62","1.02",".10",".83","2.96","8.41","25.43","42.22","23.84","4676"
"Corey Kluber","Indians","NYY @ CLE",".38","6.84","27.63","5.99","3.52","1.35",".06","1.06","1.56","8.06","25.26","41.45","23.49","2429"
"Ross Stripling","Dodgers","LAD @ SD",".54","6.61","26.84","6.11","4.09","1.16",".18",".68","1.50","6.77","23.05","38.60","21.41","13273"
"Luis Severino","Yankees","NYY @ CLE",".38","6.10","25.59","5.76","3.57","1.42",".07",".70","2.02","6.58","20.11","34.72","18.73","15890"
"Kevin Gausman","Orioles","PHI @ BAL",".36","6.16","25.94","6.09","3.82","1.19",".11",".98","1.89","6.18","18.50","32.48","17.21","14107"
"Nick Pivetta","Phillies","PHI @ BAL",".36","5.99","25.67","5.99","3.78","1.04",".07","1.10","2.19","6.51","18.29","32.52","17.16","15454"
"Robbie Ray","Diamondbacks","ARI @ COL",".34","5.52","24.93","5.83","3.42","1.16",".15","1.11","3.06","7.51","17.30","32.40","16.76","11486"
"Steven Matz","Mets","WSH @ NYM",".23","6.14","25.71","5.54","3.59","1.01",".06",".87","2.35","5.69","17.62","31.04","16.25","13361"
"Jameson Taillon","Pirates","MIL @ PIT",".38","6.29","26.60","6.25","4.04","1.31",".09",".81","2.05","5.38","17.20","30.95","15.97","11674"
"James Paxton","Mariners","SEA @ LAA",".38","5.96","24.98","5.53","3.56","1.08",".06",".82","2.14","5.35","17.30","30.41","15.96","11828"
"Tyler Skaggs","Angels","SEA @ LAA",".34","6.23","26.25","6.07","4.21","1.07",".07",".73","2.13","5.20","16.93","30.45","15.68","10190"
"David Price","Red Sox","TOR @ BOS",".39","5.87","24.72","5.95","3.49","1.45",".10",".91","1.63","5.57","17.15","30.04","15.82","3184"
"Blake Snell","Rays","TB @ MIN",".41","6.07","25.71","5.90","3.81","1.29",".09",".70","2.17","5.15","16.67","29.97","15.48","13543"
"J.A. Happ","Blue Jays","TOR @ BOS",".31","6.10","26.93","7.05","4.45","1.54",".14",".92","2.22","5.18","13.74","27.09","13.06","7410"
"Tyson Ross","Padres","LAD @ SD",".22","5.67","25.20","5.44","3.13","1.12",".11","1.09","3.30","5.52","13.82","26.87","13.12","7872"
"Wade Miley","Brewers","MIL @ PIT",".35","6.12","26.86","6.75","4.53","1.40",".14",".69","2.46","4.63","13.50","26.78","12.79","8779"
"Trevor Cahill","Athletics","OAK @ HOU",".26","5.69","25.07","5.78","3.58","1.15",".11",".94","2.82","5.18","13.68","26.45","12.93","6249"
"Kyle Gibson","Twins","TB @ MIN",".28","5.62","24.59","6.03","4.00","1.15",".13",".75","2.32","4.84","13.46","25.80","12.63","10123"
"Kyle Freeland","Rockies","ARI @ COL",".30","5.16","22.98","6.05","3.82","1.27",".17",".80","2.03","3.93","10.25","20.79","9.63","16256"
