"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","NYM @ SD",".54","7.15","28.29","5.37","3.55",".99",".11",".72","2.01","8.91","29.78","47.95","27.93","10954"
"Stephen Strasburg","Nationals","ARI @ WSH",".46","6.92","27.47","5.26","3.55","1.01",".11",".59","2.01","8.46","28.16","45.63","26.19","10131"
"Corey Kluber","Indians","SEA @ CLE",".50","7.13","28.71","6.23","3.99","1.42",".09",".73","1.62","8.01","26.61","43.70","24.94","2429"
"Yu Darvish","Cubs","MIL @ CHC",".43","6.59","26.89","5.26","3.33","1.17",".09",".66","2.39","7.86","24.98","41.57","23.30","13074"
"Luis Severino","Yankees","NYY @ LAA",".51","6.68","27.55","5.70","3.71","1.03",".09",".87","2.37","6.71","22.25","37.93","20.80","15890"
"Marcus Stroman","Blue Jays","TEX @ TOR",".46","6.58","27.24","5.63","3.63","1.25",".10",".64","2.49","6.57","21.66","37.22","20.23","13431"
"Aaron Nola","Phillies","ATL @ PHI",".43","6.87","28.51","6.31","4.25","1.21",".12",".73","2.29","6.40","21.19","36.88","19.88","16149"
"Drew Pomeranz","Red Sox","TB @ BOS",".42","6.54","27.99","6.06","3.96","1.36",".11",".63","2.95","7.03","20.70","37.01","19.68","11426"
"Danny Duffy","Royals","CWS @ KC",".41","6.33","26.17","5.73","3.68","1.11",".17",".76","2.00","6.78","21.36","36.41","19.86","3542"
"Zack Godley","Diamondbacks","ARI @ WSH",".30","6.54","27.17","5.62","3.74",".99",".09",".79","2.57","6.76","21.02","36.39","19.69","14862"
"Dallas Keuchel","Astros","OAK @ HOU",".39","6.20","26.18","5.89","3.44","1.33",".10","1.02","2.14","6.45","19.20","33.56","17.91","9434"
"Julio Teheran","Braves","ATL @ PHI",".33","6.21","26.55","5.59","3.40","1.07",".13",".98","2.94","6.56","18.63","33.44","17.58","6797"
"Mike Fiers","Tigers","DET @ BAL",".35","6.14","25.92","5.72","3.45","1.11",".06","1.09","2.28","5.55","17.08","30.38","15.82","7754"
"Clayton Richard","Padres","NYM @ SD",".25","6.53","27.46","6.24","4.09","1.18",".10",".88","2.23","5.16","16.72","30.24","15.45","3551"
"Hyun-Jin Ryu","Dodgers","LAD @ SF",".39","5.86","25.07","5.76","3.87","1.21",".13",".55","2.30","5.31","16.58","29.90","15.47","14444"
"Jose Urena","Marlins","COL @ MIA",".32","6.24","26.66","5.99","3.91","1.11",".16",".81","2.59","5.26","16.20","29.88","15.11","11589"
"Derek Holland","Giants","LAD @ SF",".32","5.77","24.89","5.39","3.39","1.23",".13",".65","2.78","5.52","16.21","29.59","15.20","4141"
"Tyler Anderson","Rockies","COL @ MIA",".38","5.75","24.60","5.73","3.91","1.13",".12",".58","2.16","5.24","16.36","29.38","15.24","12880"
"Brent Suter","Brewers","MIL @ CHC",".30","5.90","24.67","5.85","3.74","1.23",".18",".70","1.63","5.02","16.41","28.77","15.03","13942"
"Blake Snell","Rays","TB @ BOS",".31","5.84","25.70","5.95","3.78","1.43",".09",".66","2.88","5.65","15.22","29.06","14.47","13543"
"Mike Minor","Rangers","TEX @ TOR",".27","5.92","25.21","5.77","3.08","1.54",".08","1.06","2.16","5.25","15.36","27.82","14.19","10021"
"Andrew Heaney","Angels","NYY @ LAA",".23","5.52","23.75","5.39","3.16",".92",".07","1.23","2.32","5.66","15.08","27.28","14.04","15423"
"Reynaldo Lopez","White Sox","CWS @ KC",".32","6.13","26.41","5.97","3.81","1.24",".12",".80","2.64","4.70","14.60","27.58","13.63","16400"
"Luis Castillo","Reds","CIN @ MIN",".38","5.88","25.92","6.10","3.67","1.28",".11","1.03","2.76","5.21","14.16","27.34","13.41","15689"
"Sean Manaea","Athletics","OAK @ HOU",".32","5.88","25.73","6.22","3.83","1.29",".11","1.00","2.48","5.24","14.22","27.26","13.39","15873"
"Chris Tillman","Orioles","DET @ BAL",".35","5.84","24.60","5.51","3.45","1.23",".07",".76","2.11","4.01","14.17","25.67","12.88","5279"
"Miles Mikolas","Cardinals","STL @ PIT",".43","6.35","26.65","6.92","4.66","1.36",".17",".73","1.32","3.47","13.64","25.41","12.39","9803"
"Erasmo Ramirez","Mariners","SEA @ CLE",".27","5.97","25.30","6.21","3.69","1.51",".10",".92","1.74","4.21","13.51","25.05","12.33","10314"
"Steven Brault","Pirates","STL @ PIT",".28","5.41","23.59","5.56","3.65","1.17",".09",".65","2.39","4.00","11.91","22.94","11.05","15291"
"Phil Hughes","Twins","CIN @ MIN",".31","5.83","25.43","7.16","4.54","1.39",".12","1.10","1.41","3.74","10.68","21.72","9.84","7450"
