"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","TB @ CLE",".45","6.26","25.67","5.72","3.47","1.25",".07",".93","1.68","8.09","24.29","40.30","22.66","6632"
"Noah Syndergaard","Mets","NYM @ SF",".45","6.77","27.21","6.03","4.23","1.20",".25",".36","1.42","6.87","24.12","39.91","22.33","11762"
"Gerrit Cole","Astros","LAA @ HOU",".52","6.49","26.94","5.74","3.70","1.20",".18",".66","2.31","7.48","23.44","39.88","21.99","13125"
"Walker Buehler","Dodgers","ARI @ LAD",".45","6.19","25.31","5.17","3.35","1.03",".10",".69","2.09","7.53","23.80","39.42","22.13","19374"
"Aaron Nola","Phillies","CHC @ PHI",".40","6.24","25.63","5.56","3.44","1.17",".12",".83","1.81","7.36","22.75","37.99","21.10","16149"
"Lance Lynn","Yankees","DET @ NYY",".50","6.43","26.56","5.62","3.75","1.05",".09",".74","2.25","6.92","22.38","38.10","20.89","2520"
"Sean Reid-Foley","Blue Jays","TOR @ MIA",".42","6.16","25.52","5.55","3.75","1.02",".21",".57","2.06","5.84","19.52","33.55","18.05","17034"
"Chris Stratton","Giants","NYM @ SF",".30","6.39","26.54","6.10","4.14","1.18",".24",".55","1.85","5.59","18.62","32.62","17.18","13761"
"Kyle Freeland","Rockies","COL @ SD",".42","6.12","26.02","5.75","3.75","1.17",".15",".68","2.53","5.78","18.04","32.32","16.89","16256"
"Luke Weaver","Cardinals","CIN @ STL",".39","6.39","27.00","6.50","4.65","1.10",".14",".62","2.00","5.56","17.85","32.16","16.68","16918"
"Jeff Brigham","Marlins","TOR @ MIA",".31","6.15","25.43","5.92","3.70","1.21",".14",".87","1.59","5.21","17.27","30.01","15.76","sa828882"
"Julio Teheran","Braves","PIT @ ATL",".43","5.98","25.22","5.74","3.75","1.24",".14",".62","2.15","4.85","16.33","29.27","15.06","6797"
"Brian Johnson","Red Sox","BOS @ CWS",".45","5.63","24.15","5.94","3.82","1.15",".14",".84","1.91","5.51","16.18","29.12","15.13","14272"
"Jon Lester","Cubs","CHC @ PHI",".30","5.50","23.54","5.36","3.22","1.10",".13",".91","2.23","5.68","15.97","28.44","14.91","4930"
"Anthony DeSclafani","Reds","CIN @ STL",".33","5.93","25.09","6.39","4.08","1.28",".08",".95","1.43","5.06","15.65","28.13","14.41","13050"
"Clay Buchholz","Diamondbacks","ARI @ LAD",".27","5.86","24.65","5.61","3.20","1.18",".07","1.17","1.94","5.10","15.53","27.56","14.23","3543"
"Felix Hernandez","Mariners","SEA @ OAK",".37","5.66","24.42","5.64","3.25","1.35",".08",".95","2.30","4.97","14.60","26.86","13.57","4772"
"David Hess","Orioles","BAL @ KC",".37","5.72","24.82","5.96","3.83","1.30",".20",".63","2.31","4.59","13.89","26.30","12.97","16130"
"Gabriel Moya","Twins","MIN @ TEX",".33","5.45","24.11","5.97","3.82","1.24",".13",".78","2.39","5.21","13.67","26.22","12.95","16348"
"Jorge Lopez","Royals","BAL @ KC",".32","5.71","24.86","6.03","4.10","1.17",".20",".56","2.38","4.58","13.55","25.96","12.68","14527"
"Jacob Nix","Padres","COL @ SD",".30","5.89","25.07","6.27","4.00","1.25",".16",".87","1.74","4.38","13.83","25.71","12.67","17775"
"Matt Boyd","Tigers","DET @ NYY",".23","5.61","24.52","5.91","3.55","1.14",".07","1.15","2.35","5.13","13.31","25.49","12.48","15440"
"Junior Guerra","Brewers","MIL @ WSH",".36","5.36","23.85","5.60","3.53","1.09",".11",".87","2.78","4.70","12.42","24.41","11.78","5702"
"Edwin Jackson","Athletics","SEA @ OAK",".33","5.80","24.84","6.22","3.80","1.35",".09",".98","1.80","3.92","12.45","23.70","11.37","1841"
"Jefry Rodriguez","Nationals","MIL @ WSH",".28","5.22","23.46","5.53","3.29","1.12",".07","1.05","2.85","4.76","11.55","23.22","11.01","17018"
"Yohander Mendez","Rangers","MIN @ TEX",".32","5.55","24.38","6.04","3.77","1.28",".13",".87","2.32","3.99","11.33","22.69","10.56","14391"
"Diego Castillo","Rays","TB @ CLE",".26","5.43","24.19","6.00","3.71","1.39",".08",".83","2.49","4.10","10.75","22.05","10.11","17496"
"Shohei Ohtani","Angels","LAA @ HOU",".20","5.05","23.29","5.65","3.43","1.22",".11",".89","3.06","4.65","9.87","21.31","9.58","19755"
"James Shields","White Sox","BOS @ CWS",".24","5.58","24.93","6.29","3.68","1.30",".11","1.20","2.51","3.92","9.66","20.70","9.07","7059"
"Nick Kingham","Pirates","PIT @ ATL",".25","5.44","24.30","6.73","4.34","1.46",".16",".77","1.92","3.53","9.15","19.88","8.58","11694"
