"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","MIN @ CLE",".47","6.28","25.67","5.52","3.55","1.21",".08",".69","1.97","6.81","22.29","38.76","20.83","6632"
"Danny Duffy","Royals","DET @ KCA",".43","6.34","25.80","5.73","3.85","1.13",".14",".62","1.74","5.74","20.29","35.71","18.79","3542"
"Sonny Gray","Yankees","TBA @ NYA",".43","6.18","26.03","5.86","3.79","1.07",".12",".88","2.36","5.84","18.29","33.78","17.19","12768"
"Kyle Hendricks","Cubs","CHN @ SLN",".41","5.92","25.40","6.08","3.99","1.24",".12",".73","2.25","5.08","15.65","30.11","14.76","12049"
"Brad Peacock","Astros","HOU @ BOS",".39","5.56","24.01","5.20","3.31","1.19",".08",".62","2.75","5.26","15.83","29.68","14.92","5401"
"Eduardo Rodriguez","Red Sox","HOU @ BOS",".32","6.16","26.46","6.28","3.78","1.35",".09","1.07","2.45","5.33","15.36","29.84","14.54","13164"
"Dillon Peters","Marlins","ATL @ MIA",".41","5.82","24.46","5.52","3.89","1.14",".17",".33","2.18","4.14","15.35","28.58","14.19","18790"
"Sean Manaea","Athletics","OAK @ TEX",".37","5.54","24.22","5.89","3.80","1.11",".11",".87","2.46","5.08","14.01","27.63","13.31","15873"
"Jake Faria","Rays","TBA @ NYA",".28","5.60","24.69","5.43","3.26",".91",".06","1.19","3.09","5.41","13.88","27.65","13.27","13699"
"Daniel Norris","Tigers","DET @ KCA",".30","5.82","25.05","6.07","4.08","1.18",".12",".69","2.26","4.32","13.54","26.94","12.67","13475"
"Lance Lynn","Cardinals","CHN @ SLN",".30","5.65","24.84","5.51","3.53","1.05",".10",".83","3.05","4.68","13.20","26.82","12.53","2520"
"Julio Teheran","Braves","ATL @ MIA",".30","5.89","25.43","6.08","3.96","1.08",".15",".88","2.42","4.38","13.25","26.69","12.45","6797"
"Ervin Santana","Twins","MIN @ CLE",".25","5.60","24.48","5.88","3.58","1.26",".07",".98","2.48","4.13","11.63","24.10","10.92","3200"
"Miguel Gonzalez","Rangers","OAK @ TEX",".31","5.49","23.82","5.96","3.51","1.16",".10","1.20","1.99","4.04","11.69","23.58","10.84","7024"
"Sal Romano","Reds","CIN @ MIL",".30","5.32","23.69","5.78","3.54","1.08",".11","1.05","2.62","4.39","11.26","23.69","10.71","13690"
"Brent Suter","Brewers","CIN @ MIL",".33","5.09","21.75","5.10","3.17",".99",".11",".83","2.00","3.76","12.12","22.70","11.15","13942"
"Edwin Jackson","Nationals","PIT @ WAS",".33","5.29","23.51","5.74","3.87","1.06",".08",".72","2.69","3.77","10.63","22.71","10.09","1841"
"Ivan Nova","Pirates","PIT @ WAS",".32","5.11","22.52","6.22","4.07","1.24",".09",".82","1.70","3.64","10.22","21.28","9.59","1994"
"Trevor Williams","Pirates","PIT @ WAS",".00",".43","1.94",".49",".32",".11",".01",".06",".21",".33",".64","1.37",".60","16977"
