"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"David Price","Red Sox","TB @ BOS",".53","6.95","28.64","6.34","4.09","1.46",".16",".65","2.05","7.69","24.99","42.29","23.62","3184"
"Masahiro Tanaka","Yankees","BAL @ NYY",".50","6.66","26.97","5.78","3.30","1.09",".07","1.32","1.57","8.16","25.57","41.79","23.80","15764"
"Stephen Strasburg","Nationals","NYM @ WSH",".40","6.65","27.04","5.31","3.35","1.08",".07",".81","2.26","7.69","24.96","41.41","23.25","10131"
"Jacob deGrom","Mets","NYM @ WSH",".36","6.64","27.64","5.85","3.77","1.14",".11",".83","2.48","7.22","22.46","38.72","21.14","10954"
"Jon Lester","Cubs","CHC @ MIL",".42","6.45","26.75","5.73","3.54","1.15",".11",".93","2.24","6.76","21.46","36.80","20.06","4930"
"James Paxton","Mariners","SEA @ MIN",".41","6.08","26.08","5.84","3.73","1.22",".14",".75","2.59","6.39","18.99","34.02","17.91","11828"
"Nick Pivetta","Phillies","MIA @ PHI",".39","6.02","25.55","5.51","3.45","1.04",".10",".91","2.53","6.43","19.24","33.86","18.02","15454"
"Robbie Ray","Diamondbacks","ARI @ STL",".29","5.93","26.22","5.52","3.39","1.10",".10",".93","3.53","6.99","18.00","33.51","17.30","11486"
"Tyler Anderson","Rockies","COL @ SD",".39","6.04","25.03","5.54","3.60","1.04",".12",".77","1.93","5.67","18.88","32.43","17.40","12880"
"Daniel Mengden","Athletics","TEX @ OAK",".40","6.47","27.18","6.09","3.81","1.21",".10",".97","2.29","5.50","18.10","32.28","16.83","16980"
"Adam Wainwright","Cardinals","ARI @ STL",".44","6.36","26.76","6.04","4.19","1.25",".13",".47","2.31","4.96","17.74","31.91","16.48","2233"
"Joey Lucchesi","Padres","COL @ SD",".33","6.22","26.21","5.81","3.70","1.21",".10",".80","2.34","5.52","17.79","31.72","16.50","19320"
"James Shields","White Sox","DET @ CWS",".36","6.22","26.52","5.72","3.47","1.10",".11","1.04","2.72","5.26","16.46","30.10","15.35","7059"
"Jordan Zimmermann","Tigers","DET @ CWS",".36","5.90","25.06","6.12","3.89","1.07",".19",".97","1.85","5.24","16.14","29.17","14.97","4505"
"Brent Suter","Brewers","CHC @ MIL",".29","5.64","23.71","5.36","3.30","1.09",".11",".87","1.91","5.24","16.47","28.68","15.18","13942"
"Caleb Smith","Marlins","MIA @ PHI",".30","5.46","23.87","5.24","3.08","1.04",".11","1.00","2.77","5.71","15.42","28.35","14.55","14875"
"Steven Brault","Pirates","CIN @ PIT",".38","5.61","24.03","5.47","3.95","1.03",".12",".36","2.41","3.88","13.86","25.67","12.82","15291"
"Martin Perez","Rangers","TEX @ OAK",".34","6.11","26.63","6.42","4.00","1.46",".11",".85","2.50","4.10","12.95","25.56","12.13","6902"
"Kyle Gibson","Twins","SEA @ MIN",".30","5.99","26.16","6.45","4.40","1.22",".11",".72","2.42","4.08","12.71","25.28","11.87","10123"
"Andrew Cashner","Orioles","BAL @ NYY",".23","5.53","24.86","5.71","3.30","1.08",".11","1.23","3.18","4.45","10.93","22.88","10.41","8782"
"Yonny Chirinos","Rays","TB @ BOS",".24","5.75","25.31","6.85","4.14","1.66",".15",".89","1.87","3.73","10.45","21.75","9.74","16401"
"Homer Bailey","Reds","CIN @ PIT",".31","5.89","25.94","6.64","4.51","1.32",".16",".65","2.36","3.05","10.12","21.63","9.43","8362"
