"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","LAD @ SD",".59","6.74","26.56","5.40","3.44","1.05",".13",".78","1.41","7.47","26.40","42.40","24.33","2036"
"Aaron Nola","Phillies","",".49","6.90","28.09","5.40","3.56","1.09",".11",".64","2.50","7.71","25.61","42.63","23.99","16149"
"Gerrit Cole","Astros","OAK @ HOU",".51","6.72","27.41","5.59","3.23","1.20",".14","1.03","2.14","8.15","25.42","42.08","23.82","13125"
"Eduardo Rodriguez","Red Sox","TEX @ BOS",".52","6.75","28.45","6.47","4.18","1.47",".13",".71","2.40","6.75","21.20","37.30","20.06","13164"
"Kyle Hendricks","Cubs","CHC @ SF",".45","6.87","28.44","6.47","4.31","1.35",".22",".58","2.03","5.95","20.53","35.77","19.25","12049"
"Chris Archer","Rays","DET @ TB",".45","5.68","22.51","4.76","3.24",".91",".09",".51","1.17","6.23","21.86","34.59","19.98","6345"
"Chase Anderson","Brewers","MIL @ MIA",".45","6.42","26.47","5.69","3.81","1.12",".12",".65","2.06","5.58","19.61","33.77","18.10","6895"
"Zack Wheeler","Mets","PHI @ NYM",".35","6.01","25.25","5.39","3.45",".95",".08",".90","2.43","6.18","18.74","32.77","17.43","10310"
"Jose Berrios","Twins","KC @ MIN",".41","6.31","26.15","5.95","3.65","1.21",".11",".99","1.81","5.79","18.78","32.48","17.30","14168"
"Jose Urena","Marlins","MIL @ MIA",".31","6.56","27.75","6.23","4.03","1.23",".14",".83","2.50","5.83","18.02","32.56","16.87","11589"
"Mike Clevinger","Indians","CIN @ CLE",".43","6.14","26.40","5.85","3.83","1.23",".09",".69","2.75","5.95","17.90","32.54","16.87","12808"
"Andrew Suarez","Giants","CHC @ SF",".30","6.13","25.83","6.31","4.11","1.30",".23",".67","1.65","5.58","17.43","30.91","16.10","18300"
"Corey Oswalt","Mets","",".26","6.16","25.89","5.57","3.44","1.02",".10","1.01","2.42","5.60","17.12","30.43","15.81","13677"
"Zach Eflin","Phillies","PHI @ NYM",".38","6.28","26.27","5.90","3.63","1.20",".12",".94","2.10","5.07","16.92","30.08","15.60","13774"
"Francisco Liriano","Tigers","DET @ TB",".24","5.71","25.36","5.40","3.62",".94",".13",".71","3.48","5.68","14.78","28.53","14.12","3201"
"Luis Cessa","Yankees","",".38","5.74","25.04","6.28","3.82","1.11",".06","1.28","2.06","4.76","13.35","25.46","12.47","13345"
"Yefry Ramirez","Orioles","",".32","5.68","24.86","5.71","3.30","1.10",".06","1.25","2.63","4.81","13.11","25.17","12.26","15655"
"Jefry Rodriguez","Nationals","WSH @ PIT",".36","5.61","25.08","5.98","3.86","1.17",".13",".83","2.92","4.62","12.30","24.87","11.72","17018"
"Luis Perdomo","Padres","LAD @ SD",".19","5.90","26.11","6.04","3.51","1.17",".12","1.23","2.95","4.85","12.34","24.82","11.62","14682"
"Danny Duffy","Royals","KC @ MIN",".30","5.57","24.21","5.81","3.60","1.24",".13",".85","2.23","4.40","12.77","24.31","11.85","3542"
"Anthony DeSclafani","Reds","CIN @ CLE",".29","5.77","25.13","6.47","3.77","1.43",".10","1.18","1.90","4.49","12.31","23.97","11.44","13050"
"Ivan Nova","Pirates","WSH @ PIT",".34","5.79","24.81","6.47","3.97","1.37",".11","1.03","1.53","3.66","11.79","22.68","10.73","1994"
"CC Sabathia","Yankees","NYY @ BAL",".39","5.32","23.09","5.98","3.81","1.01",".06","1.10","1.60","3.92","11.91","22.41","10.97","404"
"Mike Minor","Rangers","TEX @ BOS",".24","5.58","24.56","6.65","3.68","1.67",".12","1.18","1.68","4.44","11.26","22.42","10.48","10021"
"Frankie Montas","Athletics","OAK @ HOU",".24","5.51","24.66","6.29","3.76","1.33",".13","1.07","2.45","4.41","10.68","22.21","10.10","14309"
"Jimmy Yacabonis","Orioles","NYY @ BAL",".26","5.47","24.49","5.71","3.32","1.12",".06","1.21","2.98","4.18","10.33","21.66","9.75","15157"
