"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Blake Snell","Rays","KC @ TB",".56","6.63","26.86","5.28","3.52","1.13",".11",".52","2.26","7.92","26.13","43.15","24.38","13543"
"Junior Guerra","Brewers","CIN @ MIL",".48","6.12","25.14","5.16","3.32",".97",".16",".70","2.19","6.69","21.65","36.40","20.07","5702"
"Jose Berrios","Twins","MIN @ CWS",".39","6.07","25.61","5.47","3.46","1.01",".19",".81","2.48","7.29","21.06","36.35","19.79","14168"
"Patrick Corbin","Diamondbacks","LAA @ ARI",".45","6.47","26.48","5.87","3.78","1.25",".12",".71","1.75","6.30","21.23","35.92","19.60","9323"
"Masahiro Tanaka","Yankees","NYY @ MIA",".47","6.19","25.16","5.70","3.84","1.18",".20",".47","1.44","5.86","20.68","34.55","18.95","15764"
"Steven Matz","Mets","SF @ NYM",".35","6.23","25.79","5.61","3.70","1.13",".10",".68","2.11","5.93","19.37","33.47","17.90","13361"
"Michael Kopech","White Sox","MIN @ CWS",".32","5.60","24.25","4.94","3.12","1.04",".11",".67","3.05","6.71","18.40","32.65","17.41","sa828680"
"Kyle Hendricks","Cubs","CHC @ DET",".52","6.59","27.07","6.49","4.25","1.34",".26",".63","1.39","5.06","18.82","32.57","17.32","12049"
"Dylan Bundy","Orioles","BAL @ TOR",".37","6.25","26.25","5.93","3.41","1.39",".15",".99","2.05","6.09","18.59","32.53","17.28","12917"
"Sam Gaviglio","Blue Jays","BAL @ TOR",".36","6.01","25.02","5.94","3.62","1.31",".14",".87","1.58","6.00","18.55","32.00","17.13","12778"
"Brad Peacock","Astros","HOU @ SEA",".37","5.74","24.46","5.69","3.52","1.12",".12",".93","2.08","6.17","17.67","31.15","16.52","5401"
"Tyler Anderson","Rockies","SD @ COL",".38","5.92","24.66","5.67","3.38","1.14",".12","1.03","1.73","5.67","17.73","30.60","16.33","12880"
"Hyun-Jin Ryu","Dodgers","STL @ LAD",".38","5.74","24.11","5.72","3.56","1.18",".05",".94","1.66","5.63","17.30","30.00","15.99","14444"
"Tanner Roark","Nationals","PHI @ WSH",".40","6.37","26.85","6.16","4.11","1.14",".09",".82","2.20","5.02","16.75","30.28","15.56","8753"
"Brett Anderson","Athletics","TEX @ OAK",".48","6.38","26.22","6.22","4.16","1.35",".11",".61","1.42","4.40","17.29","30.10","15.71","8223"
"Chris Stratton","Giants","SF @ NYM",".38","6.26","26.34","5.84","3.99","1.13",".14",".58","2.33","4.79","16.62","29.98","15.38","13761"
"Kevin Gausman","Braves","ATL @ PIT",".41","6.08","25.87","6.56","4.43","1.34",".26",".53","1.70","4.94","15.99","29.24","14.85","14107"
"Pablo Lopez","Marlins","NYY @ MIA",".27","6.05","25.31","5.80","3.66","1.18",".13",".84","1.87","5.07","16.41","29.01","15.01","17085"
"Felix Pena","Angels","LAA @ ARI",".26","5.53","24.09","5.51","3.19","1.19",".27",".87","2.49","5.59","14.89","27.45","13.97","13403"
"Vince Velasquez","Phillies","PHI @ WSH",".32","5.59","24.44","5.57","3.58","1.08",".10",".81","2.69","5.15","14.29","26.95","13.45","11189"
"Nathan Eovaldi","Red Sox","CLE @ BOS",".36","5.96","25.27","6.58","4.13","1.47",".16",".81","1.36","4.37","14.18","26.06","12.96","9132"
"Daniel Poncedeleon","Cardinals","STL @ LAD",".29","5.34","23.68","5.04","2.88","1.08",".06","1.02","3.15","5.13","13.27","25.39","12.56","16110"
"Shane Bieber","Indians","CLE @ BOS",".33","5.70","24.66","6.51","4.02","1.53",".17",".80","1.62","4.56","13.24","25.12","12.28","19427"
"Robbie Erlin","Padres","SD @ COL",".32","5.87","24.91","6.85","4.22","1.34",".22","1.07",".98","4.34","13.50","24.90","12.32","10354"
"Sal Romano","Reds","CIN @ MIL",".24","5.68","24.74","6.07","3.71","1.24",".12","1.01","2.20","4.67","12.78","24.60","11.92","13690"
"Mike Leake","Mariners","HOU @ SEA",".34","6.24","26.64","7.12","4.62","1.52",".08",".90","1.41","3.83","12.81","24.59","11.73","10130"
"Ivan Nova","Pirates","ATL @ PIT",".30","6.11","26.22","7.18","4.69","1.60",".20",".69","1.35","3.37","11.44","22.69","10.40","1994"
"Jordan Zimmermann","Tigers","CHC @ DET",".23","5.47","23.58","6.38","3.91","1.32",".23",".93","1.31","3.75","11.04","21.22","10.03","4505"
"Glenn Sparkman","Royals","KC @ TB",".20","5.53","24.41","6.63","4.27","1.36",".25",".74","1.90","3.83","10.01","20.93","9.31","15200"
"Ariel Jurado","Rangers","TEX @ OAK",".25","5.70","24.79","6.57","3.96","1.49",".11","1.00","1.66","2.92","9.20","19.20","8.29","17030"
