"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","CLE @ BAL",".45","6.47","26.39","5.76","3.42","1.06",".07","1.20","1.66","7.87","24.10","39.85","22.44","6632"
"Walker Buehler","Dodgers","MIA @ LAD",".48","6.11","24.59","4.71","3.22",".89",".08",".52","2.04","7.07","23.94","38.90","22.09","19374"
"Masahiro Tanaka","Yankees","MIN @ NYY",".46","6.43","26.38","5.67","3.28","1.11",".08","1.20","1.85","7.42","22.91","38.26","21.29","15764"
"Gerrit Cole","Astros","LAA @ HOU",".43","6.63","27.64","6.04","3.53","1.24",".11","1.17","2.19","6.92","21.16","36.35","19.79","13125"
"Chris Stratton","Giants","WSH @ SF",".41","6.80","28.20","6.31","4.39","1.21",".15",".56","2.20","5.84","20.00","35.09","18.67","13761"
"Mike Foltynewicz","Braves","ATL @ CIN",".40","6.42","27.46","6.00","3.86","1.18",".14",".82","2.86","6.29","18.77","33.98","17.78","10811"
"Gio Gonzalez","Nationals","WSH @ SF",".37","6.60","28.34","6.32","4.36","1.29",".15",".52","2.88","5.89","18.23","33.53","17.34","7448"
"Mike Leake","Mariners","SEA @ CWS",".49","6.17","25.93","6.29","4.08","1.17",".15",".89","1.73","5.18","17.12","30.48","15.84","10130"
"Kevin Gausman","Orioles","CLE @ BAL",".30","6.21","26.51","6.13","3.67","1.28",".07","1.10","2.30","5.73","16.57","30.12","15.45","14107"
"Sal Romano","Reds","ATL @ CIN",".33","6.11","26.44","6.13","4.00","1.38",".12",".63","2.63","4.59","14.32","27.43","13.38","13690"
"Jake Odorizzi","Twins","MIN @ NYY",".26","5.59","24.51","5.49","3.08",".97",".08","1.35","2.79","5.65","14.26","26.86","13.43","6397"
"Jarlin Garcia","Marlins","MIA @ LAD",".24","5.85","25.07","5.67","3.44","1.23",".10",".90","2.41","4.75","14.27","26.49","13.20","18282"
"Tyler Skaggs","Angels","LAA @ HOU",".29","5.48","24.36","5.87","3.61","1.27",".09",".89","2.67","5.03","12.84","25.21","12.18","10190"
"Chad Bettis","Rockies","SD @ COL",".34","5.63","24.47","6.28","3.85","1.35",".23",".86","1.86","4.55","13.13","24.97","12.20","10587"
"Matt Moore","Rangers","OAK @ TEX",".29","5.38","24.23","5.85","3.36","1.24",".09","1.16","2.76","4.89","11.69","23.62","11.14","1890"
"Trevor Cahill","Athletics","OAK @ TEX",".31","4.87","22.46","4.96","3.11",".91",".09",".85","3.49","4.65","10.56","21.98","10.29","6249"
"Bryan Mitchell","Padres","SD @ COL",".31","5.25","23.82","6.29","4.13","1.26",".22",".68","2.43","4.25","10.41","21.97","9.98","11479"
"Carson Fulmer","White Sox","SEA @ CWS",".20","5.03","23.39","5.40","3.44",".93",".10",".93","3.53","3.92","8.10","18.94","7.92","18311"
