"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Dylan Bundy","Orioles","BAL @ CWS",".48","6.07","25.42","5.66","3.50","1.06",".20",".91","2.12","6.56","20.11","34.72","18.76","12917"
"Luis Castillo","Reds","PIT @ CIN",".41","6.42","27.04","6.11","3.74","1.32",".09",".95","2.24","6.40","19.49","34.32","18.20","15689"
"Rick Porcello","Red Sox","BOS @ TB",".43","6.43","26.75","6.43","4.17","1.27",".17",".81","1.61","6.05","19.52","33.96","18.14","2717"
"Blake Snell","Rays","BOS @ TB",".32","6.00","25.31","5.61","3.45","1.17",".06",".92","2.23","6.20","18.42","32.33","17.13","13543"
"Mike Clevinger","Indians","HOU @ CLE",".35","5.99","25.97","6.00","3.71","1.37",".09",".83","2.63","5.65","16.01","29.82","15.10","12808"
"Danny Duffy","Royals","KC @ TEX",".38","5.63","24.18","5.45","3.52","1.00",".13",".81","2.45","5.57","16.19","29.17","15.16","3542"
"Charlie Morton","Astros","HOU @ CLE",".37","5.87","25.50","5.72","3.28","1.43",".09",".91","2.71","5.57","15.74","29.16","14.80","4676"
"Zach Davies","Brewers","NYM @ MIL",".39","6.18","25.82","5.88","3.78","1.18",".14",".78","1.92","4.61","16.20","28.77","14.81","13183"
"Nick Tropeano","Angels","LAA @ TOR",".36","5.74","25.05","5.55","3.17","1.40",".09",".90","2.82","5.38","14.97","28.05","14.09","12385"
"Marco Estrada","Blue Jays","LAA @ TOR",".34","6.05","25.67","5.56","2.97","1.35",".09","1.15","2.49","4.87","15.18","27.66","13.97","1118"
"Steven Matz","Mets","NYM @ MIL",".33","5.87","25.16","6.04","3.83","1.19",".12",".90","2.14","5.04","14.92","27.63","13.89","13361"
"Felix Hernandez","Mariners","SEA @ OAK",".30","5.45","23.28","4.94","2.85","1.25",".11",".73","2.50","4.76","14.53","26.06","13.43","4772"
"Lucas Giolito","White Sox","BAL @ CWS",".24","5.66","25.42","5.62","3.33","1.06",".08","1.15","3.41","5.22","12.57","25.38","12.01","15474"
"Josh Lucas","Athletics","SEA @ OAK",".32","5.03","20.85","4.42","2.86","1.01",".10",".46","1.78","4.07","14.41","24.07","13.12","11686"
"Ivan Nova","Pirates","PIT @ CIN",".32","5.78","24.58","6.31","3.76","1.32",".11","1.12","1.46","4.39","13.35","24.67","12.20","1994"
"Austin Bibens-Dirkx","Rangers","KC @ TEX",".31","5.96","25.79","6.87","4.46","1.30",".11","1.00","1.68","3.83","11.71","23.20","10.78","9559"
