"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Madison Bumgarner","Giants","ARI @ SFN",".37","6.58","26.66","5.65","3.61","1.12",".14",".79","1.93","6.87","22.67","39.32","21.15","5524"
"Carlos Carrasco","Indians","KCA @ CLE",".50","6.37","26.02","5.89","3.82","1.20",".06",".81","1.64","6.25","21.31","37.27","19.84","6632"
"Jacob deGrom","Mets","NYN @ ATL",".40","6.34","26.68","6.23","4.28","1.25",".13",".58","2.18","6.44","20.06","36.74","19.03","10954"
"Zack Greinke","Diamondbacks","ARI @ SFN",".39","6.54","27.12","6.16","4.25","1.23",".16",".53","2.06","5.31","18.69","34.31","17.55","1943"
"Rick Porcello","Red Sox","BOS @ TBA",".37","6.29","26.15","6.13","3.72","1.10",".12","1.18","1.84","5.53","17.69","32.33","16.48","2717"
"Dallas Keuchel","Astros","SEA @ HOU",".44","5.93","25.14","6.12","4.05","1.27",".10",".70","1.94","5.13","16.52","30.96","15.47","9434"
"Kyle Hendricks","Cubs","SLN @ CHN",".38","5.86","24.97","6.14","3.90","1.16",".10",".98","1.94","5.12","15.56","29.54","14.55","12049"
"Tyler Anderson","Rockies","SDN @ COL",".46","5.63","24.32","6.00","3.98","1.13",".17",".72","2.17","5.09","15.27","29.29","14.43","12880"
"Marco Estrada","Blue Jays","TOR @ MIN",".34","5.94","25.41","5.74","3.50","1.11",".14",".99","2.56","5.12","15.23","29.29","14.33","1118"
"Adalberto Mejia","Twins","TOR @ MIN",".37","5.88","24.69","5.69","3.70","1.11",".08",".80","2.06","4.68","15.60","29.09","14.46","13188"
"Reynaldo Lopez","White Sox","CHA @ DET",".39","5.89","25.10","5.36","3.51",".94",".16",".75","2.72","4.64","15.27","29.13","14.28","16400"
"Jordan Montgomery","Yankees","BAL @ NYA",".38","5.21","21.95","5.16","3.11",".84",".06","1.16","1.66","5.47","16.17","28.36","15.00","16511"
"Kendall Graveman","Athletics","OAK @ PHI",".45","6.05","25.67","6.26","4.15","1.17",".17",".77","2.08","4.48","14.98","29.00","14.03","15514"
"R.A. Dickey","Braves","NYN @ ATL",".34","6.20","26.35","6.20","4.29","1.19",".15",".57","2.34","4.32","14.75","28.95","13.78","1245"
"Alex Cobb","Rays","BOS @ TBA",".37","6.13","25.83","6.14","4.20","1.14",".11",".69","2.05","4.00","14.45","28.01","13.38","6562"
"Adam Conley","Marlins","MIL @ MIA",".33","5.75","24.70","5.58","3.61","1.09",".12",".75","2.62","4.58","14.16","27.65","13.28","14457"
"Zach Davies","Brewers","MIL @ MIA",".40","6.16","26.37","6.61","4.73","1.21",".19",".49","2.10","3.77","13.42","27.22","12.61","13183"
"Cole Hamels","Rangers","TEX @ ANA",".35","5.76","25.12","6.07","3.96","1.10",".07",".94","2.46","4.46","13.00","26.41","12.29","4972"
"Michael Wacha","Cardinals","SLN @ CHN",".30","5.24","23.11","5.40","3.34","1.01",".10",".95","2.59","4.95","13.05","25.66","12.37","14078"
"Myles Jaye","Tigers","CHA @ DET",".31","5.49","23.40","5.51","3.70",".95",".25",".60","2.18","3.89","12.81","24.78","11.83","11769"
"Parker Bridwell","Angels","TEX @ ANA",".33","5.26","22.45","5.06","3.11",".88",".08",".99","2.24","4.25","13.04","24.50","12.04","11502"
"Sal Romano","Reds","PIT @ CIN",".33","5.57","24.42","5.98","3.94","1.09",".11",".84","2.49","4.18","11.99","24.87","11.33","13690"
"Ben Lively","Phillies","OAK @ PHI",".26","5.50","24.09","5.76","3.22","1.11",".07","1.37","2.45","4.53","11.84","24.16","11.10","14932"
"Ivan Nova","Pirates","PIT @ CIN",".33","5.30","22.99","5.98","3.88","1.08",".12",".90","1.82","3.71","11.19","22.54","10.38","1994"
"Jason Hammel","Royals","KCA @ CLE",".23","5.34","23.81","6.14","3.66","1.25",".08","1.16","2.33","3.82","9.51","21.13","9.00","4538"
"Jeremy Hellickson","Orioles","BAL @ NYA",".23","4.81","21.53","5.85","3.39",".96",".06","1.43","1.84","3.36","7.82","17.40","7.31","4371"
"Jordan Lyles","Rockies","SDN @ COL",".13","3.96","19.36","5.84","3.79","1.13",".16",".76","2.26","2.49","2.79","10.80","3.06","7593"
"Erasmo Ramirez","Mariners","BOS @ TBA",".00",".51","2.18",".51",".34",".09",".01",".07",".19",".34",".96","1.73",".86","10314"
