"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ ATL",".55","7.24","28.99","5.51","3.33","1.33",".16",".69","2.27","8.84","29.51","48.04","27.87","3137"
"Noah Syndergaard","Mets","PHI @ NYM",".44","6.85","26.99","4.81","3.11",".96",".10",".63","2.06","8.69","29.21","46.70","27.09","11762"
"Luis Severino","Yankees","TB @ NYY",".53","7.03","28.17","5.59","3.78","1.00",".12",".68","2.10","7.74","26.76","43.98","25.02","15890"
"Corey Kluber","Indians","CLE @ LAA",".45","6.97","28.24","5.75","3.51","1.11",".09","1.05","2.06","8.10","26.10","43.08","24.52","2429"
"Jon Gray","Rockies","COL @ SD",".48","6.66","27.29","5.46","3.62","1.00",".13",".70","2.40","7.44","24.44","41.05","22.89","14916"
"Aaron Nola","Phillies","PHI @ NYM",".32","6.81","28.09","5.68","3.58","1.13",".10",".87","2.50","7.71","24.03","40.67","22.63","16149"
"Sean Manaea","Athletics","TEX @ OAK",".44","6.72","27.51","5.60","3.63","1.08",".08",".80","2.31","6.77","22.85","38.63","21.27","15873"
"Aaron Sanchez","Blue Jays","CWS @ TOR",".52","6.23","26.06","5.71","3.76","1.11",".15",".69","2.25","6.42","20.92","36.18","19.57","11490"
"Carlos Martinez","Cardinals","STL @ MIL",".41","6.09","26.34","5.76","3.85","1.12",".12",".68","2.98","6.93","19.87","35.81","18.93","11682"
"Dallas Keuchel","Astros","BAL @ HOU",".40","6.45","26.77","6.35","4.03","1.28",".12",".91","1.58","6.05","19.85","34.29","18.38","9434"
"Jake Odorizzi","Twins","MIN @ PIT",".40","6.22","26.12","5.56","3.53","1.13",".16",".74","2.48","6.05","19.42","34.02","18.13","6397"
"Alex Wood","Dodgers","LAD @ ARI",".47","6.14","25.82","5.86","3.92","1.26",".20",".49","2.15","5.88","19.38","34.00","18.10","13781"
"Johnny Cueto","Giants","SEA @ SF",".41","6.89","28.52","6.62","4.65","1.30",".16",".51","1.93","5.21","19.30","34.08","17.94","6893"
"Dylan Bundy","Orioles","BAL @ HOU",".33","6.02","25.82","5.98","3.62","1.26",".12",".98","2.36","6.33","18.00","32.40","16.94","12917"
"Patrick Corbin","Diamondbacks","LAD @ ARI",".28","6.13","26.41","6.27","3.66","1.51",".15",".96","2.26","6.20","17.43","31.72","16.38","9323"
"Clayton Richard","Padres","COL @ SD",".29","6.49","27.52","6.30","4.09","1.26",".10",".84","2.37","5.48","17.41","31.65","16.25","3551"
"Mike Foltynewicz","Braves","WSH @ ATL",".25","6.48","27.67","6.29","4.00","1.29",".15",".85","2.59","5.48","16.83","31.06","15.76","10811"
"Tyler Skaggs","Angels","CLE @ LAA",".30","5.81","24.50","5.02","3.23",".97",".07",".74","2.59","5.38","17.21","30.24","15.92","10190"
"Blake Snell","Rays","TB @ NYY",".23","5.79","25.32","5.37","3.32","1.00",".07",".98","3.13","6.10","16.38","30.35","15.52","13543"
"Felix Hernandez","Mariners","SEA @ SF",".36","6.27","26.56","6.01","4.03","1.30",".15",".53","2.35","4.77","16.51","30.13","15.34","4772"
"Jhoulys Chacin","Brewers","STL @ MIL",".30","5.95","25.92","5.95","3.82","1.13",".15",".85","2.75","5.40","15.47","29.20","14.59","2608"
"Ivan Nova","Pirates","MIN @ PIT",".31","5.99","24.92","5.68","3.46","1.21",".14",".87","1.80","4.78","16.30","28.61","14.87","1994"
"Doug Fister","Rangers","TEX @ OAK",".31","6.27","26.85","5.94","3.68","1.23",".10",".93","2.71","4.91","15.47","28.87","14.47","9425"
"Carson Fulmer","White Sox","CWS @ TOR",".19","5.04","23.47","5.36","2.96","1.13",".12","1.14","3.53","4.61","9.52","21.06","9.32","18311"
