"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Robbie Ray","Diamondbacks","SDN @ ARI",".52","6.75","27.49","5.24","3.30","1.06",".16",".73","2.69","8.30","26.31","45.22","24.97","11486"
"Jacob deGrom","Mets","CIN @ NYN",".44","6.93","27.85","5.61","3.72","1.07",".10",".72","2.21","7.36","24.96","42.93","23.45","10954"
"Stephen Strasburg","Nationals","PHI @ WAS",".51","6.40","25.76","5.42","3.76",".97",".10",".58","1.84","7.33","24.54","41.77","22.91","10131"
"Trevor Bauer","Indians","BAL @ CLE",".48","6.66","27.68","6.05","3.67","1.23",".06","1.10","2.23","7.41","22.75","40.01","21.53","12703"
"Rich Hill","Dodgers","COL @ LAN",".46","6.17","25.03","4.80","3.04",".97",".05",".74","2.34","6.97","22.95","39.12","21.37","4806"
"J.A. Happ","Blue Jays","DET @ TOR",".44","6.74","27.50","6.12","3.78","1.33",".16",".85","1.88","6.46","21.76","38.34","20.39","7410"
"Madison Bumgarner","Giants","SFN @ CHA",".47","6.17","25.69","6.03","3.87","1.06",".11","1.00","1.89","7.12","21.33","37.86","20.11","5524"
"Dallas Keuchel","Astros","HOU @ OAK",".49","6.24","25.66","5.63","3.61","1.23",".10",".69","1.98","5.95","20.28","35.92","18.93","9434"
"Michael Wacha","Cardinals","PIT @ SLN",".41","6.14","25.56","5.62","3.82","1.11",".11",".59","2.29","5.50","18.38","33.50","17.19","14078"
"Rick Porcello","Red Sox","TBA @ BOS",".43","6.26","26.37","6.61","4.01","1.52",".21",".86","1.70","5.61","17.57","32.67","16.49","2717"
"Jordan Montgomery","Yankees","NYA @ TEX",".43","5.46","22.82","4.85","3.09",".91",".12",".73","2.26","5.78","18.07","31.66","16.85","16511"
"Jason Vargas","Royals","MIN @ KCA",".39","6.07","25.03","5.51","3.51","1.10",".19",".70","2.02","4.92","17.39","31.47","16.05","8044"
"Kyle Hendricks","Cubs","MIL @ CHN",".42","5.85","24.58","5.64","3.60","1.10",".11",".83","2.04","5.32","17.09","31.25","15.92","12049"
"Anibal Sanchez","Tigers","DET @ TOR",".30","5.79","24.34","5.60","3.21","1.21",".07","1.10","1.95","4.81","15.12","28.11","13.93","3284"
"Sal Romano","Reds","CIN @ NYN",".32","6.11","25.84","5.83","4.07","1.12",".11",".53","2.46","3.84","13.96","27.44","13.00","13690"
"R.A. Dickey","Braves","MIA @ ATL",".39","5.94","25.70","6.21","4.28","1.13",".12",".68","2.44","4.29","13.60","27.47","12.81","1245"
"Tyler Chatwood","Rockies","COL @ LAN",".27","5.65","25.06","5.22","3.29","1.06",".06",".81","3.56","4.74","12.87","26.65","12.33","4338"
"Ivan Nova","Pirates","PIT @ SLN",".29","5.50","23.75","6.23","4.21","1.30",".09",".63","1.70","3.80","12.05","24.04","11.17","1994"
"A.J. Griffin","Rangers","NYA @ TEX",".24","5.31","23.08","5.57","3.30",".93",".10","1.24","2.20","4.32","11.72","23.31","10.91","11132"
"Bartolo Colon","Twins","MIN @ KCA",".33","6.01","25.23","6.92","4.72","1.32",".14",".74","1.12","2.67","11.16","22.83","10.06","375"
"Ben Lively","Phillies","PHI @ WAS",".23","5.71","24.92","6.47","4.22","1.26",".09",".91","2.07","3.61","10.60","22.80","9.91","14932"
"Zach Davies","Brewers","MIL @ CHN",".27","5.44","24.50","6.09","3.94","1.22",".11",".82","2.79","3.96","10.09","22.63","9.70","13183"
"Kendall Graveman","Athletics","HOU @ OAK",".25","5.79","25.08","6.51","4.29","1.35",".08",".79","2.01","3.04","10.01","21.88","9.24","15514"
"Alex Cobb","Rays","TBA @ BOS",".28","5.46","24.38","6.62","4.27","1.54",".11",".71","2.12","3.41","9.23","21.15","8.76","6562"
"Parker Bridwell","Angels","ANA @ SEA",".31","5.16","22.55","5.50","3.41","1.01",".05","1.03","2.20","3.35","9.99","20.65","9.23","11502"
"Odrisamer Despaigne","Marlins","MIA @ ATL",".28","4.98","22.72","5.70","3.92","1.10",".12",".57","2.79","3.41","8.63","19.80","8.33","16017"
"Carson Fulmer","White Sox","SFN @ CHA",".24","5.02","22.86","5.15","3.28",".99",".08",".80","3.25","3.47","8.63","19.77","8.26","18311"
"Jeremy Hellickson","Orioles","BAL @ CLE",".24","5.08","22.57","5.99","3.67","1.18",".08","1.06","2.02","3.37","8.75","19.27","8.19","4371"
"Luis Perdomo","Padres","SDN @ ARI",".20","4.97","22.50","5.89","3.77","1.32",".21",".59","2.36","3.26","8.19","18.78","7.79","14682"
"Erasmo Ramirez","Mariners","TBA @ BOS",".00",".56","2.53",".67",".43",".15",".01",".08",".24",".36",".71","1.59",".65","10314"
"Jose Urena","Marlins","MIA @ ATL",".00",".46","2.09",".52",".35",".10",".01",".06",".25",".35",".61","1.38",".57","11589"
"Trevor Williams","Pirates","PIT @ SLN",".00",".35","1.55",".38",".26",".07",".01",".04",".16",".25",".57","1.14",".52","16977"
