"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Drew Pomeranz","Red Sox","OAK @ BOS",".45","6.17","25.72","5.41","3.00","1.23",".06","1.11","2.31","7.66","22.46","39.25","21.16","11426"
"Masahiro Tanaka","Yankees","BAL @ NYA",".44","6.20","25.32","6.02","3.58","1.02",".07","1.35","1.27","6.46","20.43","35.53","18.92","15764"
"Zack Godley","Diamondbacks","COL @ ARI",".45","6.23","26.40","5.70","3.60","1.26",".16",".68","2.72","6.25","19.33","35.64","18.34","14862"
"Luke Weaver","Cardinals","CIN @ SLN",".44","6.23","25.73","5.48","3.55","1.06",".10",".77","2.21","5.88","19.73","35.18","18.38","16918"
"Jose Berrios","Twins","TOR @ MIN",".38","5.61","23.50","5.10","3.13",".99",".06",".91","2.16","5.49","17.16","30.64","15.93","14168"
"Tanner Roark","Nationals","ATL @ WAS",".39","6.27","27.09","6.63","4.58","1.28",".09",".68","2.46","4.99","15.36","30.50","14.65","8753"
"Felix Hernandez","Mariners","SEA @ TEX",".42","5.72","24.97","5.97","3.90","1.12",".12",".83","2.57","5.46","15.38","30.00","14.66","4772"
"Brad Peacock","Astros","HOU @ ANA",".36","5.53","23.98","5.22","3.24",".93",".05","1.00","2.75","5.32","15.14","28.76","14.27","5401"
"Chad Bell","Tigers","CHA @ DET",".34","5.44","23.22","5.41","3.55",".98",".22",".65","2.22","4.79","14.67","27.44","13.69","10297"
"Mike Foltynewicz","Braves","ATL @ WAS",".34","5.93","25.86","6.35","4.10","1.25",".09",".91","2.45","4.80","13.76","27.80","13.09","10811"
"James Shields","White Sox","CHA @ DET",".35","5.95","25.49","6.15","3.92","1.15",".20",".88","2.20","4.40","13.88","27.34","12.99","7059"
"Jen-Ho Tseng","","NYN @ CHN",".46","5.88","24.91","5.93","4.05","1.10",".16",".61","2.09","3.60","13.58","26.52","12.53","sa724018"
"Jose Urena","Marlins","MIA @ PHI",".43","5.66","24.56","5.89","3.67","1.09",".14",".99","2.44","4.35","13.16","26.37","12.39","11589"
"Ricky Nolasco","Angels","HOU @ ANA",".35","6.04","25.67","6.44","4.16","1.23",".07",".98","1.86","3.91","13.10","25.98","12.11","3830"
"Wade Miley","Orioles","BAL @ NYA",".28","5.47","24.62","5.97","3.82","1.07",".07","1.02","2.89","4.78","11.71","25.02","11.30","8779"
"Amir Garrett","Reds","CIN @ SLN",".26","5.19","23.29","5.45","3.59","1.06",".08",".72","2.93","4.48","11.56","24.05","11.07","14375"
"Josh Tomlin","Indians","KCA @ CLE",".35","5.33","22.35","6.07","3.75","1.19",".06","1.07",".92","3.45","11.99","22.35","10.82","9388"
"Jakob Junis","Royals","KCA @ CLE",".29","5.12","22.53","5.50","3.26","1.10",".07","1.07","2.28","4.07","11.03","22.32","10.33","13619"
"Chad Bettis","Rockies","COL @ ARI",".26","5.25","23.43","5.89","3.54","1.27",".19",".89","2.46","3.62","9.41","20.85","8.90","10587"
"Daniel Gossett","Athletics","OAK @ BOS",".27","5.29","23.84","6.28","3.97","1.43",".10",".78","2.42","3.49","8.91","20.62","8.52","16164"
"Seth Lugo","Mets","NYN @ CHN",".23","5.04","22.77","5.72","3.44","1.10",".10","1.08","2.57","3.76","8.83","19.86","8.41","12447"
"Jake Thompson","Phillies","MIA @ PHI",".24","4.90","22.08","5.63","3.45",".97",".08","1.13","2.40","3.47","8.26","18.59","7.82","14371"
"Brett Anderson","Blue Jays","TOR @ MIN",".25","4.71","20.94","5.62","3.88","1.12",".16",".46","1.92","2.65","7.88","17.08","7.37","8223"
"Andrew Cashner","Rangers","SEA @ TEX",".26","5.37","24.31","6.55","4.34","1.23",".10",".88","2.40","2.66","6.87","17.87","6.52","8782"
