"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","KC @ CLE",".57","6.95","27.28","5.67","3.53","1.25",".08",".81","1.22","8.16","28.15","44.97","26.07","2429"
"Luis Severino","Yankees","NYY @ OAK",".47","6.31","25.98","5.49","3.41","1.25",".07",".75","2.03","7.11","22.59","37.92","20.99","15890"
"Michael Kopech","White Sox","DET @ CWS",".44","6.06","25.18","5.13","3.35","1.10",".11",".57","2.38","7.01","21.88","36.97","20.41","17282"
"Nick Pivetta","Phillies","PHI @ MIA",".46","6.23","25.92","5.93","4.24","1.03",".19",".47","1.90","6.24","20.47","35.28","19.04","15454"
"Mike Foltynewicz","Braves","BOS @ ATL",".41","6.43","26.94","5.92","3.87","1.31",".09",".65","2.31","6.33","20.12","35.14","18.80","10811"
"Hyun-Jin Ryu","Dodgers","NYM @ LAD",".42","5.96","24.64","5.47","3.58","1.11",".09",".70","1.76","5.80","19.18","32.53","17.64","14444"
"Mike Leake","Mariners","BAL @ SEA",".46","6.55","27.11","6.89","4.59","1.37",".11",".82","1.17","5.19","18.14","31.76","16.72","10130"
"Framber Valdez","Astros","MIN @ HOU",".42","5.80","24.75","5.25","3.31","1.15",".11",".68","2.67","5.86","17.81","31.63","16.68","17295"
"Jameson Taillon","Pirates","CIN @ PIT",".47","6.53","27.42","6.79","4.89","1.20",".15",".55","1.77","5.01","17.46","31.54","16.25","11674"
"Tyler Glasnow","Rays","TB @ TOR",".36","5.54","24.05","5.31","3.15","1.22",".14",".80","2.66","6.47","17.47","31.24","16.53","14374"
"Tanner Roark","Nationals","STL @ WSH",".34","6.33","26.62","6.36","4.06","1.18",".06","1.06","1.80","5.64","17.55","31.18","16.26","8753"
"Antonio Senzatela","Rockies","SF @ COL",".43","6.07","25.48","6.11","3.94","1.35",".22",".59","1.75","4.82","16.49","29.39","15.17","15488"
"Mike Fiers","Athletics","NYY @ OAK",".26","5.91","25.01","5.69","3.39","1.19",".07","1.04","2.11","5.13","15.35","27.67","14.10","7754"
"Jose Quintana","Cubs","CHC @ MIL",".37","5.83","24.87","5.93","3.72","1.21",".10",".90","2.01","4.78","14.86","27.20","13.71","11423"
"Zack Wheeler","Mets","NYM @ LAD",".26","5.43","23.68","5.28","3.22","1.06",".07",".94","2.62","5.35","14.42","26.63","13.52","10310"
"Jhoulys Chacin","Brewers","CHC @ MIL",".31","5.41","23.33","5.16","3.12","1.13",".11",".80","2.44","4.98","14.56","26.40","13.55","2608"
"Miles Mikolas","Cardinals","STL @ WSH",".39","6.20","26.13","6.68","4.61","1.19",".15",".73","1.50","4.04","14.43","26.70","13.21","9803"
"Jordan Zimmermann","Tigers","DET @ CWS",".27","5.58","23.52","5.96","3.62","1.15",".19","1.00","1.33","5.02","14.87","26.29","13.62","4505"
"Sandy Alcantara","Marlins","PHI @ MIA",".25","5.72","24.82","5.67","3.71","1.14",".15",".67","2.61","4.71","13.78","26.15","12.83","18684"
"Aaron Sanchez","Blue Jays","TB @ TOR",".32","5.67","25.48","6.10","4.17","1.26",".26",".40","3.16","4.97","12.89","26.27","12.40","11490"
"Hector Velazquez","Red Sox","BOS @ ATL",".32","5.65","24.31","6.19","4.10","1.28",".10",".71","1.80","4.17","13.00","24.51","12.00","19341"
"Jake Odorizzi","Twins","MIN @ HOU",".28","5.76","25.28","5.85","3.57","1.20",".13",".95","2.75","4.43","12.31","24.34","11.52","6397"
"Andrew Suarez","Giants","SF @ COL",".26","5.39","23.78","6.20","3.81","1.23",".20",".96","1.96","4.53","11.84","23.22","11.09","18300"
"Bartolo Colon","Rangers","LAA @ TEX",".37","5.92","25.47","7.06","4.52","1.34",".17","1.03","1.28","3.20","10.70","21.36","9.71","375"
"Andrew Cashner","Orioles","BAL @ SEA",".28","5.77","25.56","6.58","4.30","1.35",".13",".80","2.36","3.48","9.88","21.17","9.21","8782"
"Jaime Barria","Angels","LAA @ TEX",".28","5.08","22.74","5.67","3.42","1.08",".13","1.05","2.38","4.03","10.02","20.45","9.44","18356"
"Homer Bailey","Reds","CIN @ PIT",".28","5.95","26.14","7.39","4.98","1.45",".17",".79","1.63","3.22","9.58","20.69","8.91","8362"
"Brad Keller","Royals","KC @ CLE",".20","5.46","24.36","6.33","4.14","1.31",".08",".81","2.26","3.49","9.15","19.74","8.53","15734"
