"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Miles Mikolas","Cardinals","STL @ SD",".48","6.63","26.73","6.06","4.09","1.06",".19",".72","1.38","6.17","21.87","36.52","20.14","9803"
"Zack Greinke","Diamondbacks","WSH @ ARI",".40","6.36","25.79","5.56","3.26","1.20",".18",".94","1.61","6.67","21.73","36.08","19.98","1943"
"Walker Buehler","Dodgers","CIN @ LAD",".41","6.12","25.85","5.01","3.21","1.00",".07",".73","3.02","6.92","20.89","36.26","19.62","19374"
"Garrett Richards","Angels","MIN @ LAA",".38","5.70","23.44","4.33","2.75",".93",".07",".59","2.50","6.58","20.95","34.66","19.42","9784"
"Caleb Smith","Marlins","ATL @ MIA",".37","6.20","25.91","5.49","3.62","1.13",".12",".62","2.43","6.34","20.00","34.70","18.62","14875"
"Vince Velasquez","Phillies","SF @ PHI",".39","5.98","25.15","5.47","3.25","1.16",".12",".93","2.28","6.35","19.04","33.07","17.73","11189"
"Mike Foltynewicz","Braves","ATL @ MIA",".36","6.31","26.81","6.17","4.21","1.16",".14",".67","2.31","5.74","17.87","32.24","16.74","10811"
"Eduardo Rodriguez","Red Sox","BOS @ NYY",".36","6.13","26.72","6.00","3.43","1.18",".10","1.28","2.88","6.68","17.50","32.16","16.66","13164"
"J.A. Happ","Blue Jays","SEA @ TOR",".38","6.38","27.22","6.21","3.72","1.37",".08","1.05","2.45","5.83","17.37","31.48","16.30","7410"
"Tanner Roark","Nationals","WSH @ ARI",".35","6.36","27.41","5.97","3.60","1.29",".27",".81","2.99","5.79","16.94","31.36","16.02","8753"
"Jose Berrios","Twins","MIN @ LAA",".32","6.18","26.01","5.48","3.43","1.04",".08",".93","2.55","5.42","17.10","30.48","15.85","14168"
"Tyler Mahle","Reds","CIN @ LAD",".31","5.93","25.00","5.68","3.23","1.19",".10","1.16","2.01","5.85","17.24","30.29","15.97","16358"
"Ian Kennedy","Royals","KC @ BAL",".34","5.64","24.36","5.84","3.19","1.03",".06","1.56","2.02","5.67","15.08","27.42","14.05","6986"
"Jordan Lyles","Padres","STL @ SD",".27","5.87","25.23","5.64","3.60","1.13",".11",".81","2.58","4.96","14.75","27.45","13.72","7593"
"Mike Leake","Mariners","SEA @ TOR",".37","6.29","26.90","6.50","3.69","1.57",".10","1.13","2.10","3.85","12.81","24.53","11.78","10130"
"German Marquez","Rockies","MIL @ COL",".33","5.56","24.25","6.55","4.21","1.34",".13",".87","1.63","4.51","12.66","24.37","11.79","15038"
"CC Sabathia","Yankees","BOS @ NYY",".33","5.43","23.21","5.78","3.60","1.10",".08","1.00","1.68","3.87","12.20","22.64","11.12","404"
"Jhoulys Chacin","Brewers","MIL @ COL",".32","5.25","23.60","6.17","3.96","1.24",".20",".77","2.32","4.01","10.17","21.29","9.65","2608"
"Ty Blach","Giants","SF @ PHI",".28","5.41","23.53","6.12","3.85","1.31",".14",".82","1.78","3.22","9.89","19.88","9.02","14361"
"Chris Tillman","Orioles","KC @ BAL",".31","5.15","22.55","5.55","3.30","1.06",".05","1.14","2.06","3.23","9.37","18.79","8.56","5279"
