"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","CLE @ MIN",".51","6.75","27.77","5.26","3.11","1.21",".11",".83","2.71","9.15","27.98","46.38","26.46","2429"
"Gio Gonzalez","Nationals","WSH @ NYM",".40","6.84","28.41","5.57","3.50","1.22",".09",".76","2.88","7.20","23.22","39.84","21.95","7448"
"Alex Wood","Dodgers","LAD @ SD",".46","6.57","26.35","5.37","3.64","1.05",".10",".58","1.77","6.63","23.79","39.11","21.91","13781"
"Zack Wheeler","Mets","WSH @ NYM",".36","6.48","26.76","5.24","3.45","1.01",".08",".70","2.70","7.00","22.50","38.39","21.00","10310"
"Masahiro Tanaka","Yankees","MIA @ NYY",".56","6.82","27.62","6.14","4.04","1.21",".10",".79","1.55","6.16","22.54","37.74","20.87","15764"
"Mike Foltynewicz","Braves","PHI @ ATL",".37","6.63","27.78","6.10","3.78","1.30",".18",".83","2.38","6.49","20.48","35.89","19.20","10811"
"Trevor Williams","Pirates","COL @ PIT",".40","6.59","27.33","5.81","4.07","1.21",".11",".42","2.40","5.75","20.40","35.58","18.98","16977"
"Danny Duffy","Royals","KC @ TOR",".35","6.09","25.55","5.33","2.95","1.30",".11",".97","2.45","6.22","19.05","33.13","17.72","3542"
"Danny Duffy","Royals","",".35","6.05","25.51","5.40","2.99","1.32",".11",".98","2.46","6.15","18.67","32.70","17.39","3542"
"Lance McCullers Jr.","Astros","HOU @ SEA",".43","5.65","24.32","5.05","3.45",".96",".10",".54","2.90","6.01","18.31","32.45","17.28","14120"
"Johnny Cueto","Giants","SF @ ARI",".40","6.33","26.97","6.19","3.82","1.42",".24",".71","2.42","5.72","17.87","32.42","16.81","6893"
"Nick Pivetta","Phillies","PHI @ ATL",".37","6.08","25.85","5.88","3.77","1.26",".18",".67","2.32","5.79","17.99","32.20","16.82","15454"
"Trevor Cahill","Athletics","CWS @ OAK",".39","5.66","24.06","5.13","3.40",".99",".13",".61","2.51","5.72","17.83","31.26","16.66","6249"
"Joe Biagini","Blue Jays","KC @ TOR",".38","6.17","25.80","5.70","3.62","1.24",".11",".73","2.16","5.22","17.68","31.20","16.32","13194"
"Patrick Corbin","Diamondbacks","SF @ ARI",".34","6.25","26.85","6.42","4.14","1.43",".16",".70","2.27","5.61","17.10","31.46","16.06","9323"
"David Price","Red Sox","BOS @ LAA",".38","6.35","26.78","6.20","3.81","1.19",".10","1.09","2.11","5.43","17.38","31.16","16.18","3184"
"Bryan Mitchell","Padres","LAD @ SD",".27","5.98","25.15","5.24","3.52","1.06",".10",".56","2.57","5.39","17.58","31.05","16.28","11479"
"Joe Biagini","Blue Jays","",".38","6.16","25.78","5.73","3.63","1.24",".10",".75","2.15","5.21","17.58","31.06","16.21","13194"
"Yonny Chirinos","Rays","TEX @ TB",".40","6.15","25.62","5.78","3.68","1.11",".11",".88","1.90","5.13","17.58","30.75","16.15","16401"
"Shohei Ohtani","Angels","BOS @ LAA",".35","6.13","25.77","6.02","3.82","1.16",".08",".95","1.97","5.26","16.97","30.30","15.68","19755"
"Jaime Garcia","Blue Jays","KC @ TOR",".44","6.03","25.42","5.60","3.44","1.35",".09",".72","2.27","4.90","16.85","30.02","15.57","8137"
"Francisco Liriano","Tigers","BAL @ DET",".34","5.81","25.53","5.69","3.76","1.02",".16",".74","3.04","5.73","16.08","30.26","15.29","3201"
"Chad Bettis","Rockies","COL @ PIT",".35","6.10","25.60","5.61","3.75","1.22",".16",".49","2.27","4.71","16.70","29.77","15.36","10587"
"Junior Guerra","Brewers","CIN @ MIL",".36","5.37","22.81","4.35","2.88",".80",".12",".55","2.89","5.12","16.58","28.82","15.46","5702"
"Tyler Chatwood","Cubs","STL @ CHC",".32","5.54","24.45","4.90","3.10","1.02",".13",".64","3.53","5.30","15.02","28.33","14.26","4338"
"Sal Romano","Reds","CIN @ MIL",".29","5.89","25.80","5.83","3.73","1.26",".15",".69","2.98","5.08","14.68","28.23","13.90","13690"
"Adam Wainwright","Cardinals","STL @ CHC",".36","5.96","25.60","5.70","3.49","1.25",".15",".81","2.58","4.61","14.86","27.67","13.81","2233"
"Jake Odorizzi","Twins","CLE @ MIN",".23","5.81","25.31","5.50","3.21","1.22",".11",".96","2.99","5.16","14.45","27.41","13.56","6397"
"Matt Moore","Rangers","TEX @ TB",".31","5.70","25.02","5.78","3.63","1.13",".15",".88","2.77","5.10","14.28","27.32","13.50","1890"
"Ariel Miranda","Mariners","HOU @ SEA",".26","5.80","25.41","5.69","3.30","1.17",".07","1.15","2.92","4.93","13.56","26.25","12.72","17526"
"Miguel Gonzalez","White Sox","CWS @ OAK",".30","6.17","26.69","6.27","3.58","1.59",".12",".98","2.45","4.17","13.16","25.52","12.25","7024"
"Andrew Cashner","Orioles","BAL @ DET",".37","6.00","26.33","6.32","4.11","1.33",".21",".67","2.66","3.85","12.35","24.90","11.60","8782"
"Eric Skoglund","Royals","KC @ TOR",".25","5.27","23.40","5.62","3.06","1.42",".09","1.05","2.50","4.18","11.04","22.02","10.35","16155"
"Jarlin Garcia","Marlins","MIA @ NYY",".18","5.21","23.58","5.78","3.38","1.09",".08","1.23","2.75","3.88","9.01","19.65","8.55","18282"
