bos;103s;Sale, Chris;2.570000;1.980000;2.640000;12.770000;161.340027;0.880000;0.236000;0.545000;
was;1310;Scherzer, Max;2.230000;2.840000;3.080000;12.330000;153.340027;0.850000;0.240000;0.550000;
cle;108v;Kluber, Corey;2.650000;2.430000;2.400000;12.410000;132.679993;0.910000;0.246000;0.573000;
min;1396;Santana, Ervin;3.270000;4.780000;4.800000;7.080000;151.340027;1.110000;0.291000;0.676000;
chc;100x;Arrieta, Jake;3.830000;4.100000;4.040000;8.660000;134.000000;1.210000;0.305000;0.711000;
kan;1531;Vargas, Jason;3.400000;4.300000;4.860000;6.590000;129.679993;1.270000;0.312000;0.731000;
stl;116r;Wacha, Michael;3.700000;3.420000;3.750000;8.870000;116.679993;1.300000;0.308000;0.716000;
atl;1995;Dickey, R.A.;4.030000;5.000000;4.980000;6.250000;134.000000;1.360000;0.333000;0.773000;
sea;137w;Miranda, Ariel;4.650000;5.370000;5.180000;7.450000;131.679993;1.160000;0.315000;0.750000;
col;133b;Marquez, German;3.880000;3.720000;4.250000;8.500000;109.000000;1.280000;0.310000;0.723000;
ari;130o;Godley, Zack;2.940000;3.180000;3.270000;9.000000;101.000000;1.020000;0.262000;0.598000;
sfo;109t;Moore, Matt;5.880000;4.690000;5.060000;7.760000;128.679993;1.590000;0.362000;0.861000;
pit;137t;Kuhl, Chad;4.530000;3.810000;4.540000;7.490000;115.339996;1.420000;0.327000;0.770000;
los;133t;Maeda, Kenta;3.790000;3.850000;4.060000;8.430000;95.000000;1.170000;0.296000;0.690000;
bal;1261;Hellickson, Jeremy;4.450000;5.120000;5.230000;5.530000;125.339996;1.230000;0.328000;0.782000;
hou;112n;Keuchel, Dallas;2.870000;3.660000;3.300000;7.800000;87.679993;1.110000;0.273000;0.625000;
sdg;134z;Perdomo, Luis;4.810000;4.190000;4.000000;7.100000;110.339996;1.560000;0.350000;0.813000;
chw;1314;Holland, Derek;5.260000;6.130000;5.510000;6.860000;118.000000;1.580000;0.371000;0.876000;
tor;1032;Happ, James;3.770000;4.340000;4.010000;8.440000;90.679993;1.310000;0.310000;0.726000;
tex;100y;Cashner, Andrew;3.360000;4.400000;5.190000;4.630000;107.000000;1.350000;0.306000;0.694000;
mil;1654;Garza, Matt;4.340000;4.560000;4.830000;6.210000;91.339996;1.310000;0.320000;0.753000;
det;129y;Boyd, Matt;5.640000;4.390000;5.120000;6.940000;83.000000;1.690000;0.363000;0.859000;
ana;132j;Bridwell, Parker;3.180000;4.770000;4.860000;5.920000;62.339996;1.160000;0.301000;0.700000;
oak;126b;Graveman, Kendall;4.970000;4.550000;4.580000;5.630000;54.339996;1.420000;0.339000;0.795000;
phi;137n;Eflin, Zach;5.670000;5.820000;5.170000;4.670000;54.000000;1.390000;0.363000;0.867000;
cin;132v;Romano, Sal;5.350000;4.890000;5.190000;7.490000;33.680004;1.660000;0.364000;0.863000;
fla;103j;Worley, Vance;4.860000;4.430000;4.800000;5.130000;33.339996;1.290000;0.331000;0.771000;
was;127z;Cole, A.J.;5.630000;6.760000;5.620000;6.750000;16.000000;1.560000;0.377000;0.888000;
sfo;135n;Stratton, Chris;5.400000;5.970000;6.530000;3.860000;11.679999;1.710000;0.373000;0.872000;
