was;28.22;phi;4.59163e-41;4.48434e-22;
cle;21.67;min;1.4013e-45;-4.48434e-22;
hou;21.1;oak;1.4013e-45;-4.48434e-22;
stl;19.77;pit;1.4013e-45;-4.48434e-22;
sfo;19.01;ari;1.4013e-45;-4.48434e-22;
nyy;18.27;chw;1.4013e-45;-4.48434e-22;
det;18.05;kan;4.59163e-41;4.48434e-22;
sea;17.51;sdg;4.59163e-41;4.48434e-22;
nym;15.08;chc;4.59163e-41;4.48434e-22;
col;14.01;ana;4.59163e-41;4.48434e-22;
mil;13.86;cin;4.59163e-41;4.48434e-22;
los;13.88;tex;4.59163e-41;4.48434e-22;
tor;13.53;bal;4.59163e-41;4.48434e-22;
bos;11.74;fla;1.4013e-45;-4.48434e-22;
