was;29.61;fla;1.4013e-45;-1.19787e-05;
cle;25.22;bal;1.4013e-45;-1.19787e-05;
phi;24.52;nym;1.4013e-45;-1.19787e-05;
ari;21.79;sdg;4.59163e-41;1.19787e-05;
stl;19.23;mil;1.4013e-45;-1.19787e-05;
hou;18.66;oak;4.59163e-41;1.19787e-05;
atl;16.95;col;1.4013e-45;-1.19787e-05;
chc;16.73;pit;4.59163e-41;1.19787e-05;
kan;16.57;chw;4.59163e-41;1.19787e-05;
min;15.88;det;1.4013e-45;-1.19787e-05;
nyy;15.04;tor;1.4013e-45;-1.19787e-05;
los;14.6;sea;4.59163e-41;1.19787e-05;
cin;14.04;sfo;1.4013e-45;-1.19787e-05;
tex;10.21;ana;1.4013e-45;-1.19787e-05;
