was;27.88;atl;1.4013e-45;-8.62031e-05;
cle;23.06;min;1.4013e-45;-8.62031e-05;
tam;22.42;bal;1.4013e-45;-8.62031e-05;
ari;21.95;phi;1.4013e-45;-8.62031e-05;
mil;18.97;sdg;1.4013e-45;-8.62031e-05;
sfo;18.31;hou;1.4013e-45;-8.62031e-05;
ana;16.67;det;1.4013e-45;-8.62031e-05;
fla;16.54;stl;1.4013e-45;-8.62031e-05;
nym;16.22;cin;1.4013e-45;-8.62031e-05;
los;16.19;oak;4.59163e-41;8.62031e-05;
nyy;15.23;chw;4.59163e-41;8.62031e-05;
pit;14.13;col;4.59163e-41;8.62031e-05;
chc;13.51;kan;4.59163e-41;8.62031e-05;
tor;13.04;bos;1.4013e-45;-8.62031e-05;
sea;11.58;tex;4.59163e-41;8.62031e-05;
