mil;23.99;col;4.59163e-41;-2.32009e+15;
tam;23.97;chw;4.59163e-41;-2.32009e+15;
sea;23.52;tor;4.59163e-41;-2.32009e+15;
min;21.96;kan;4.59163e-41;-2.32009e+15;
cle;21.72;ana;4.59163e-41;-2.32009e+15;
chc;19.99;sdg;4.59163e-41;-2.32009e+15;
tex;17.11;bal;4.59163e-41;-2.32009e+15;
bos;16.64;nyy;4.59163e-41;-2.32009e+15;
oak;16.4;det;4.59163e-41;-2.32009e+15;
was;16.2;cin;4.59163e-41;-2.32009e+15;
atl;15.98;nym;4.59163e-41;2.32009e+15;
los;15.88;hou;4.59163e-41;-2.32009e+15;
ari;15.73;sfo;4.59163e-41;-2.32009e+15;
phi;15.42;fla;4.59163e-41;-2.32009e+15;
pit;13.79;stl;4.59163e-41;-2.32009e+15;
