tam;24.38;bal;1.4013e-45;1.39303e-37;
sea;22.82;nyy;1.4013e-45;1.39303e-37;
pit;22.36;fla;1.4013e-45;1.39303e-37;
cle;22.06;tor;4.59163e-41;-1.39303e-37;
los;21.81;col;4.59163e-41;-1.39303e-37;
ari;21.83;atl;1.4013e-45;1.39303e-37;
phi;21.55;nym;4.59163e-41;-1.39303e-37;
ana;18.68;chw;4.59163e-41;-1.39303e-37;
mil;17.97;sfo;1.4013e-45;1.39303e-37;
cin;17.25;sdg;1.4013e-45;1.39303e-37;
hou;17.14;bos;4.59163e-41;-1.39303e-37;
oak;14.57;tex;1.4013e-45;1.39303e-37;
det;14.52;stl;1.4013e-45;1.39303e-37;
chc;13.77;was;4.59163e-41;-1.39303e-37;
min;13.06;kan;1.4013e-45;1.39303e-37;
