hou;23.57;los;4.59163e-41;2.32009e+15;
nym;23.36;atl;4.59163e-41;-2.32009e+15;
ari;20;sfo;4.59163e-41;-2.32009e+15;
pit;19.85;stl;4.59163e-41;-2.32009e+15;
tam;19.45;chw;4.59163e-41;-2.32009e+15;
cle;18.7;ana;4.59163e-41;-2.32009e+15;
nyy;18.33;bos;4.59163e-41;2.32009e+15;
chc;18.14;sdg;4.59163e-41;-2.32009e+15;
min;17.96;kan;4.59163e-41;-2.32009e+15;
mil;16.82;col;4.59163e-41;-2.32009e+15;
was;15.63;cin;4.59163e-41;-2.32009e+15;
sea;14.79;tor;4.59163e-41;-2.32009e+15;
det;14.21;oak;4.59163e-41;2.32009e+15;
tex;8.54;bal;4.59163e-41;-2.32009e+15;
