was;33.28;tam;4.59163e-41;-2.32009e+15;
cle;26.81;mil;4.59163e-41;-2.32009e+15;
chc;24.38;phi;4.59163e-41;-2.32009e+15;
sfo;22.82;ari;4.59163e-41;-2.32009e+15;
ana;18.88;kan;4.59163e-41;-2.32009e+15;
atl;18.85;sdg;4.59163e-41;2.32009e+15;
stl;18.85;fla;4.59163e-41;-2.32009e+15;
los;18.26;pit;4.59163e-41;2.32009e+15;
cin;17.95;col;4.59163e-41;-2.32009e+15;
min;16.42;chw;4.59163e-41;-2.32009e+15;
sea;16.39;hou;4.59163e-41;2.32009e+15;
tor;16.27;nyy;4.59163e-41;-2.32009e+15;
nym;15.55;bal;4.59163e-41;-2.32009e+15;
oak;15.32;tex;4.59163e-41;2.32009e+15;
bos;13.64;det;4.59163e-41;-2.32009e+15;
