tam;22.36;bal;1.4013e-45;2.01693e-38;
ari;21.11;atl;1.4013e-45;2.01693e-38;
ana;20.37;chw;4.59163e-41;-2.01693e-38;
cle;19.85;tor;4.59163e-41;-2.01693e-38;
cin;17.38;sdg;1.4013e-45;2.01693e-38;
mil;17.03;sfo;1.4013e-45;2.01693e-38;
sea;16.66;nyy;1.4013e-45;2.01693e-38;
los;16.33;col;4.59163e-41;-2.01693e-38;
stl;15.64;det;4.59163e-41;-2.01693e-38;
pit;15.28;fla;1.4013e-45;2.01693e-38;
oak;15.21;tex;1.4013e-45;2.01693e-38;
bos;13.53;hou;1.4013e-45;2.01693e-38;
kan;12.77;min;4.59163e-41;-2.01693e-38;
chc;12.41;was;4.59163e-41;-2.01693e-38;
