mil;24.14;cin;1.4013e-45;2.88294e+35;
nym;22.61;sfo;1.4013e-45;2.88294e+35;
was;21.36;phi;1.4013e-45;2.88294e+35;
col;21.22;sdg;1.4013e-45;2.88294e+35;
tam;20.42;kan;1.4013e-45;2.88294e+35;
los;19.26;stl;1.4013e-45;2.88294e+35;
cle;18.56;bos;4.59163e-41;-2.88294e+35;
nyy;17.98;fla;4.59163e-41;-2.88294e+35;
chw;17.77;min;1.4013e-45;2.88294e+35;
hou;16.97;sea;4.59163e-41;-2.88294e+35;
tex;15.16;oak;4.59163e-41;-2.88294e+35;
ari;14.74;ana;1.4013e-45;2.88294e+35;
chc;12.69;det;4.59163e-41;-2.88294e+35;
atl;12.52;pit;4.59163e-41;-2.88294e+35;
bal;10.48;tor;4.59163e-41;-2.88294e+35;
