hou;26.7;col;1.4013e-45;-1.46616e-12;
cle;23.33;cin;4.59163e-41;1.46616e-12;
atl;18.68;fla;1.4013e-45;-1.46616e-12;
los;18.3;sfo;1.4013e-45;-1.46616e-12;
ari;17.88;tex;4.59163e-41;1.46616e-12;
bos;17.28;phi;4.59163e-41;1.46616e-12;
sdg;16.24;ana;1.4013e-45;-1.46616e-12;
det;15.98;chw;1.4013e-45;-1.46616e-12;
pit;15.31;min;4.59163e-41;1.46616e-12;
was;14.7;stl;4.59163e-41;1.46616e-12;
tor;13.15;kan;4.59163e-41;1.46616e-12;
chc;13.02;mil;1.4013e-45;-1.46616e-12;
bal;11.74;nym;1.4013e-45;-1.46616e-12;
