nym;27.24;fla;1.4013e-45;9.70439e-38;
atl;22.01;sfo;4.59163e-41;-9.70439e-38;
cle;18.04;tam;4.59163e-41;-9.70439e-38;
cin;17.2;los;1.4013e-45;9.70439e-38;
pit;16.39;stl;4.59163e-41;-9.70439e-38;
chc;15.81;mil;1.4013e-45;9.70439e-38;
sea;15.46;sdg;1.4013e-45;9.70439e-38;
hou;14.89;det;4.59163e-41;-9.70439e-38;
ari;14.89;col;4.59163e-41;-9.70439e-38;
kan;14.49;chw;1.4013e-45;9.70439e-38;
oak;14.33;bal;4.59163e-41;-9.70439e-38;
nyy;11.82;min;4.59163e-41;-9.70439e-38;
bos;11.86;tor;1.4013e-45;9.70439e-38;
ana;11.69;tex;1.4013e-45;9.70439e-38;
