hou;20.9;kan;4.59163e-41;-2.32009e+15;
was;20.15;phi;4.59163e-41;-2.32009e+15;
los;19.91;nym;4.59163e-41;2.32009e+15;
ari;19.9;pit;4.59163e-41;2.32009e+15;
chc;19.79;cin;4.59163e-41;2.32009e+15;
oak;18.39;chw;4.59163e-41;2.32009e+15;
atl;18.17;bal;4.59163e-41;-2.32009e+15;
sfo;17.79;sdg;4.59163e-41;-2.32009e+15;
col;16.72;fla;4.59163e-41;-2.32009e+15;
stl;16.5;mil;4.59163e-41;2.32009e+15;
ana;15.03;tor;4.59163e-41;-2.32009e+15;
tex;14.71;min;4.59163e-41;2.32009e+15;
nyy;14.66;tam;4.59163e-41;2.32009e+15;
bos;12.42;sea;4.59163e-41;-2.32009e+15;
