tam;24.38;kan;1.4013e-45;-3.14722e-15;
mil;20.07;cin;1.4013e-45;-3.14722e-15;
min;19.79;chw;4.59163e-41;3.14722e-15;
ari;19.6;ana;1.4013e-45;-3.14722e-15;
nyy;18.95;fla;4.59163e-41;3.14722e-15;
nym;17.9;sfo;1.4013e-45;-3.14722e-15;
bal;17.28;tor;4.59163e-41;3.14722e-15;
chc;17.32;det;4.59163e-41;3.14722e-15;
col;16.33;sdg;1.4013e-45;-3.14722e-15;
los;15.99;stl;1.4013e-45;-3.14722e-15;
oak;15.71;tex;1.4013e-45;-3.14722e-15;
atl;14.85;pit;4.59163e-41;3.14722e-15;
bos;12.96;cle;1.4013e-45;-3.14722e-15;
