hou;23.02;col;1.4013e-45;-6.00821e-34;
pit;18.76;min;4.59163e-41;6.00821e-34;
atl;17.69;fla;1.4013e-45;-6.00821e-34;
cle;17.31;cin;4.59163e-41;6.00821e-34;
ana;17.1;sdg;4.59163e-41;6.00821e-34;
los;16.43;sfo;1.4013e-45;-6.00821e-34;
tor;15.97;kan;4.59163e-41;6.00821e-34;
chw;14.83;det;4.59163e-41;6.00821e-34;
bal;14.53;nym;1.4013e-45;-6.00821e-34;
chc;13.97;mil;1.4013e-45;-6.00821e-34;
stl;13.16;was;1.4013e-45;-6.00821e-34;
sea;11.73;oak;4.59163e-41;6.00821e-34;
nyy;11.51;tam;1.4013e-45;-6.00821e-34;
