Jean Segura;6282;0.431;0.763;0.33;0.156;11.2; 0.521; 0.9; 0.384; 0.188;12.8
Steve Selsky;2700;0.9;1.445;0.598;0.4;29.8; 0.366; 0.652; 0.282; 0.098;8
Marcus Semien;6299;0.514;0.813;0.343;0.257;9.5; 0.407; 0.707; 0.305; 0.176;9
Pedro Severino;2611;0.8;1.229;0.485;0.6;7.7; 0.565; 1.01; 0.433; 0.217;6.6
Richie Shaffer;2592;0.429;0.782;0.331;0.143;8.3; 0.441; 0.738; 0.316; 0.206;6.2
Travis Shaw;2567;0.364;0.599;0.257;0.177;10.3; 0.437; 0.762; 0.324; 0.18;9.1
J.B. Shuck;7717;0.419;0.802;0.351;0.096;6.6; 0.28; 0.505; 0.222; 0.093;5.7
Andrelton Simmons;6277;0.406;0.745;0.323;0.114;7.6; 0.354; 0.673; 0.295; 0.076;7.7
Kevan Smith;2642;0.1;0.2;0.088;0;1.6; 0.167; 0.333; 0.146; 0;0
Mallex Smith;2633;0.12;0.299;0.15;0.04;4.4; 0.453; 0.819; 0.353; 0.158;11.1
Seth Smith;7600;0.233;0.476;0.219;0.066;9.2; 0.431; 0.782; 0.34; 0.175;9.4
Justin Smoak;3200;0.337;0.621;0.275;0.128;10.5; 0.413; 0.738; 0.322; 0.192;7.8
Jake Smolinski;2504;0.457;0.796;0.344;0.181;9.2; 0.281; 0.557; 0.25; 0.065;5
Brandon Snyder;3205;1.462;2;0.813;0.924;9.2; 0.333; 0.48; 0.201; 0.212;1.5
Donovan Solano;5224;0.375;0.625;0.265;0.125;2.1; 0.5; 0.767; 0.322; 0.286;12.5
Yangervis Solarte;2480;0.448;0.772;0.33;0.177;9.6; 0.472; 0.819; 0.35; 0.181;10.7
Jorge Soler;7755;0.467;0.812;0.351;0.2;7.9; 0.421; 0.749; 0.325; 0.197;9.8
Geovany Soto;2228;0.607;0.952;0.4;0.286;7.6; 0.42; 0.729; 0.316; 0.18;9
Steven Souza Jr.;2477;0.383;0.653;0.282;0.15;9.9; 0.419; 0.735; 0.318; 0.167;8.5
Denard Span;7609;0.283;0.566;0.255;0.066;8; 0.428; 0.781; 0.338; 0.139;10.2
Cory Spangenberg;4261;0.6;1.074;0.457;0.267;9.6; 0.242; 0.448; 0.196; 0.06;7.9
George Springer;2481;0.56;0.945;0.4;0.286;12.2; 0.42; 0.769; 0.336; 0.164;11.4
Jacob Stallings;2706;-1;-1;-1;-1;0; 0.467; 0.867; 0.376; 0.067;7.2
Giancarlo Stanton;7672;0.568;0.947;0.391;0.295;12.7; 0.468; 0.779; 0.331; 0.237;10.5
Max Stassi;2382;0;0;0;0;0; 0.1; 0.2; 0.088; 0;1.5
Chris Stewart;2239;0.368;0.778;0.35;0.052;6.6; 0.266; 0.563; 0.252; 0.076;6
Trevor Story;2647;0.59;0.975;0.409;0.31;12; 0.559; 0.883; 0.369; 0.291;13.9
Drew Stubbs;7661;0.275;0.591;0.272;0.059;7.3; 0.448; 0.801; 0.35; 0.207;11.1
Eugenio Suarez;2424;0.528;0.882;0.374;0.252;10.4; 0.377; 0.683; 0.299; 0.137;9.1
Jesus Sucre;2375;1.8;2.8;1.097;0.8;23.6; 0.4; 0.835; 0.376; 0.05;7.2
Andrew Susac;2509;4;5;2.015;3;0; 0.25; 0.528; 0.243; 0.062;11.6
Ichiro Suzuki;7354;0.424;0.859;0.38;0.085;10.4; 0.366; 0.7; 0.306; 0.086;9.2
Kurt Suzuki;2254;0.45;0.745;0.315;0.175;7.1; 0.381; 0.685; 0.298; 0.131;7.9
Dansby Swanson;2731;0.647;1.015;0.419;0.353;13.8; 0.411; 0.771; 0.321; 0.107;8.8
Blake Swihart;2564;0.8;1.657;0.699;0;0; 0.316; 0.629; 0.281; 0.105;7.6
Matt Szczur;2405;0.394;0.671;0.278;0.169;8.2; 0.404; 0.737; 0.322; 0.123;8.8
Raimel Tapia;2648;0.25;0.5;0.22;0;6.2; 0.267; 0.57; 0.255; 0;9.9
Chris Taylor;2508;0.385;0.644;0.272;0.154;11; 0.343; 0.606; 0.254; 0.143;5.3
Michael Taylor;2478;0.444;0.755;0.324;0.185;11.7; 0.336; 0.596; 0.259; 0.122;8.9
Mark Teixeira;5115;0.336;0.685;0.307;0.109;9.3; 0.372; 0.64; 0.278; 0.177;7.8
Ruben Tejada;6235;0.4;0.742;0.314;0.133;7.3; 0.111; 0.265; 0.131; 0.028;4.6
Tomas Telis;2516;0;0;0;0;0; 0.636; 1; 0.423; 0.272;32.2
Josh Thole;2313;0.281;0.563;0.257;0.125;4.7; 0.198; 0.44; 0.205; 0.024;4
Trayce Thompson;2410;0.422;0.708;0.304;0.203;7.5; 0.442; 0.749; 0.323; 0.215;10.4
Charlie Tilson;2681;-1;-1;-1;-1;0; 0.5; 1; 0.439; 0;3
Andrew Toles;2714;0.462;0.692;0.29;0.231;0; 0.511; 0.893; 0.375; 0.185;7.8
Yasmany Tomas;2547;0.69;1.112;0.46;0.326;14.4; 0.449; 0.724; 0.306; 0.207;8.8
Kelby Tomlinson;2593;0.361;0.728;0.32;0.055;6.6; 0.265; 0.64; 0.302; 0;6.6
Ronald Torreyes;2621;0.209;0.495;0.235;0.023;5; 0.434; 0.745; 0.317; 0.151;6.2
Devon Travis;2550;0.36;0.617;0.263;0.1;7.7; 0.484; 0.838; 0.36; 0.171;10.3
Mike Trout;7702;0.55;0.987;0.416;0.224;13; 0.55; 0.992; 0.419; 0.238;14.3
Mark Trumbo;3208;0.385;0.608;0.257;0.212;9.3; 0.584; 0.932; 0.391; 0.3;12.4
Preston Tucker;2566;0.316;0.421;0.171;0.211;0; 0.33; 0.57; 0.249; 0.156;6
Troy Tulowitzki;6187;0.431;0.767;0.329;0.165;8.5; 0.446; 0.759; 0.326; 0.195;9.8
Justin Turner;4227;0.337;0.64;0.283;0.128;8.8; 0.563; 0.919; 0.385; 0.258;12.2
Trea Turner;2602;0.413;0.751;0.325;0.096;12.8; 0.607; 0.985; 0.413; 0.259;16.1
Melvin Upton Jr.;6157;0.533;0.874;0.367;0.258;13.8; 0.36; 0.634; 0.274; 0.134;7.9
Justin Upton;7589;0.441;0.754;0.321;0.205;10.6; 0.474; 0.783; 0.333; 0.225;10.5
Juan Uribe;6109;0.24;0.472;0.204;0.053;5.4; 0.374; 0.645; 0.28; 0.159;7
Giovanny Urshela;2577;-1;-1;-1;-1;0; -1; -1; -1; -1;0
Chase Utley;5116;0.264;0.47;0.208;0.11;3.6; 0.425; 0.768; 0.334; 0.152;9.6
Pat Valaika;2741;0.429;0.714;0.303;0.143;18.7; 0.5; 0.75; 0.314; 0.25;0
Luis Valbuena;4215;0.4;0.741;0.324;0.133;7.9; 0.479; 0.841; 0.359; 0.221;9.8
Danny Valencia;5196;0.535;0.924;0.395;0.217;11.8; 0.412; 0.742; 0.321; 0.137;8.3
Scott Van Slyke;7747;0.405;0.739;0.317;0.162;7.5; 0.262; 0.529; 0.238; 0.047;3.8
Kennys Vargas;2442;0.8;1.262;0.514;0.422;14.1; 0.374; 0.654; 0.286; 0.206;9
Christian Vazquez;2398;0.429;0.804;0.35;0.143;6.8; 0.277; 0.527; 0.231; 0.065;5.8
Will Venable;7629;0;0;0;0;0; 0.125; 0.243; 0.115; 0.062;5.1
Christian Villanueva;2403;-1;-1;-1;-1;0; -1; -1; -1; -1;0
Jonathan Villar;6294;0.545;0.93;0.393;0.236;15.7; 0.422; 0.786; 0.341; 0.146;11.1
Daniel Vogelbach;2641;0;0;0;0;0; 0.091; 0.258; 0.131; 0;1
Stephen Vogt;2362;0.304;0.549;0.242;0.108;5.4; 0.43; 0.748; 0.319; 0.166;8.9
Joey Votto;3172;0.465;0.861;0.371;0.151;11.5; 0.584; 1.033; 0.429; 0.254;12.9
Kyle Waldrop;2689;0;0;0;0;0; 0.333; 0.649; 0.287; 0.055;4.1
Neil Walker;5189;0.61;1.001;0.42;0.28;8.9; 0.433; 0.766; 0.329; 0.167;10.4
Brett Wallace;5188;0.306;0.687;0.317;0.028;5.6; 0.32; 0.615; 0.273; 0.149;7.9
Colin Walsh;2659;0;0.444;0.309;0;0; 0.135; 0.402; 0.209; 0.027;3.8
Zach Walters;6300;0;0;0;0;0; 0; 0; 0; 0;0
Jemile Weeks;4250;0.214;0.414;0.189;0.071;4.5; 0.194; 0.4; 0.183; 0.055;4
Rickie Weeks Jr.;4155;0.642;1.01;0.419;0.358;15.8; 0.336; 0.639; 0.285; 0.124;9
Joey Wendle;2666;0.333;0.745;0.34;0;0; 0.296; 0.572; 0.251; 0.049;8
Jayson Werth;2165;0.62;1.031;0.432;0.298;10.5; 0.356; 0.668; 0.296; 0.136;9.9
Tyler White;2692;0.489;0.798;0.334;0.239;6.5; 0.317; 0.591; 0.262; 0.118;7.8
Matt Wieters;2296;0.343;0.645;0.283;0.114;6; 0.431; 0.733; 0.315; 0.183;9.6
Andy Wilkins;2519;0;0;0;0;0; 0.35; 0.611; 0.27; 0.2;3
Mason Williams;2578;0.375;0.625;0.265;0.125;9.2; 0.316; 0.666; 0.298; 0;6.3
Mac Williamson;2625;0.424;0.722;0.313;0.212;8.6; 0.391; 0.731; 0.323; 0.152;5.8
Bobby Wilson;2280;0.429;0.739;0.318;0.143;6.9; 0.331; 0.589; 0.255; 0.11;6.6
Tony Wolters;2646;0.3;0.579;0.258;0.075;4.1; 0.418; 0.757; 0.325; 0.151;9.2
Kolten Wong;4262;0.333;0.653;0.292;0.091;4.5; 0.36; 0.689; 0.302; 0.121;7.6
Danny Worth;4234;0.28;0.511;0.223;0.08;5.2; 0.143; 0.286; 0.125; 0;0
David Wright;5139;0.389;0.714;0.317;0.195;8.1; 0.455; 0.814; 0.354; 0.217;11.4
Christian Yelich;7793;0.387;0.716;0.312;0.1;7.9; 0.516; 0.908; 0.386; 0.215;12.2
Chris Young;7544;0.589;0.999;0.422;0.26;10.4; 0.446; 0.766; 0.33; 0.2;9.2
Ryan Zimmerman;5149;0.4;0.683;0.292;0.2;8.6; 0.363; 0.632; 0.273; 0.141;8.7
Ben Zobrist;6185;0.455;0.856;0.367;0.154;9.2; 0.442; 0.823; 0.357; 0.181;11.4
Mike Zunino;2377;0.45;0.835;0.368;0.25;6.6; 0.476; 0.769; 0.327; 0.266;10.6
