Tyler Holt;2503;0.265;0.615;0.292;0.061;8; 0.308; 0.625; 0.28; 0.062;7.6
Destin Hood;2735;0;0;0;0;0; 0.476; 0.762; 0.322; 0.19;10.1
Eric Hosmer;3215;0.381;0.656;0.28;0.148;9.3; 0.459; 0.813; 0.348; 0.176;10.5
Ryan Howard;3140;0.212;0.355;0.153;0.091;13.5; 0.48; 0.749; 0.313; 0.275;8.9
Jared Hoying;2701;0.167;0.333;0.146;0;0; 0.275; 0.554; 0.249; 0.05;6.2
Nick Hundley;2283;0.556;0.923;0.384;0.223;11.2; 0.379; 0.674; 0.293; 0.158;7.7
Cedric Hunter;7704;0;0;0;0;0; 0.182; 0.325; 0.147; 0.091;3.3
Chris Iannetta;2238;0.376;0.74;0.331;0.128;6.1; 0.298; 0.557; 0.248; 0.113;6.9
Jose Iglesias;6249;0.396;0.704;0.305;0.142;7.7; 0.312; 0.618; 0.274; 0.057;6.5
Ender Inciarte;7771;0.384;0.749;0.33;0.065;9.7; 0.38; 0.726; 0.315; 0.099;9.6
Omar Infante;6136;0.31;0.604;0.263;0.069;6.1; 0.324; 0.598; 0.26; 0.086;6.5
Hernan Iribarren;4201;0.4;0.8;0.351;0;0; 0.45; 0.75; 0.315; 0.15;7.9
Austin Jackson;7645;0.182;0.411;0.193;0.023;5.8; 0.394; 0.741; 0.322; 0.109;7.7
Paul Janish;6211;0.294;0.644;0.299;0.059;4; 0.143; 0.343; 0.163; 0;3
Travis Jankowski;2599;0.179;0.398;0.187;0.024;5.4; 0.359; 0.727; 0.326; 0.084;10.2
John Jaso;2291;0.05;0.258;0.152;0;3; 0.433; 0.795; 0.346; 0.152;8.4
Jon Jay;7683;0.374;0.752;0.335;0.066;9.7; 0.394; 0.713; 0.31; 0.112;8.5
Desmond Jennings;7679;0.299;0.549;0.243;0.105;10.4; 0.376; 0.672; 0.295; 0.173;6.1
Kyle Jensen;2428;0.867;1.2;0.49;0.534;14.3; 0.063; 0.273; 0.157; 0;3
Chris Johnson;5191;0.333;0.618;0.27;0.121;6.8; 0.326; 0.606; 0.264; 0.097;5.9
Kelly Johnson;7505;0.434;0.707;0.302;0.189;12; 0.382; 0.695; 0.301; 0.135;6.8
Adam Jones;7552;0.313;0.58;0.254;0.095;7.1; 0.475; 0.798; 0.338; 0.195;11.2
JaCoby Jones;2734;0.176;0.294;0.125;0.058;4.1; 0.545; 0.909; 0.386; 0.181;19.2
Caleb Joseph;2485;0.083;0.191;0.09;0;3; 0.24; 0.494; 0.224; 0.032;2.9
Tommy Joseph;2361;0.562;0.912;0.383;0.281;11.6; 0.482; 0.774; 0.325; 0.234;10.6
Matt Joyce;7613;0.382;0.763;0.343;0.147;8.6; 0.477; 0.884; 0.381; 0.233;10.8
Aaron Judge;2728;0.067;0.289;0.164;0;5.4; 0.406; 0.679; 0.291; 0.203;8.1
Ryan Kalish;7670;1;2;0.8;0;0; 0.167; 0.452; 0.224; 0;9.2
Jung Ho Kang;2546;0.403;0.757;0.336;0.194;10.8; 0.542; 0.896; 0.378; 0.275;12.4
Munenori Kawasaki;6262;0;0.333;0.23;0;0; 0.529; 1.029; 0.449; 0.117;7.6
Carson Kelly;2738;1;1.667;0.707;0.333;0; 0; 0.091; 0.066; 0;3
Don Kelly;6194;0;0;0;0;0; 0.32; 0.534; 0.224; 0.16;7.3
Ty Kelly;2540;0.474;0.974;0.429;0.106;10.4; 0.282; 0.559; 0.251; 0.103;7.8
Matt Kemp;7550;0.612;0.954;0.387;0.306;13; 0.468; 0.761; 0.319; 0.21;10.5
Tony Kemp;2697;0.19;0.44;0.211;0.047;6.1; 0.354; 0.66; 0.289; 0.122;6.3
Howie Kendrick;4182;0.292;0.626;0.285;0.058;7.4; 0.399; 0.722; 0.312; 0.135;9
Max Kepler;2443;0.322;0.595;0.262;0.119;7.9; 0.468; 0.792; 0.335; 0.22;11.4
Kevin Kiermaier;2473;0.452;0.816;0.353;0.19;7.2; 0.397; 0.718; 0.313; 0.156;10.8
Hyun Soo Kim;2634;0;0.217;0.151;0;1; 0.446; 0.839; 0.367; 0.125;8.5
Ian Kinsler;6164;0.525;0.893;0.38;0.216;10.5; 0.469; 0.809; 0.348; 0.188;12.5
Jason Kipnis;4253;0.464;0.79;0.336;0.182;10.8; 0.471; 0.822; 0.353; 0.199;11
Patrick Kivlehan;2684;0.5;0.722;0.301;0.375;7.2; 0.231; 0.564; 0.27; 0;10.4
Erik Kratz;2326;0.385;0.607;0.257;0.193;5.5; 0.051; 0.102; 0.045; 0;1
Tommy La Stella;2489;0.421;0.856;0.381;0.105;1.5; 0.403; 0.748; 0.326; 0.139;8.3
Tyler Ladendorf;2537;0;0.037;0.026;0;2.2; 0.182; 0.364; 0.16; 0;0
Juan Lagares;7777;0.342;0.65;0.282;0.082;6; 0.42; 0.715; 0.306; 0.203;9.2
Junior Lake;6293;0.526;0.826;0.347;0.263;7.1; 0.188; 0.451; 0.221; 0.063;6.1
Blake Lalli;2365;0.5;1;0.439;0;0; 0.182; 0.273; 0.113; 0.091;0
Ryan LaMarre;2413;0;0;0;0;0; 0; 0.333; 0.23; 0;0
Jake Lamb;2514;0.345;0.625;0.276;0.181;10.2; 0.552; 0.898; 0.374; 0.281;11.6
Brett Lawrie;5201;0.493;0.802;0.337;0.209;10.3; 0.394; 0.704; 0.305; 0.155;8.1
Dae-Ho Lee;2691;0.446;0.775;0.334;0.185;8.2; 0.407; 0.699; 0.3; 0.163;8.1
DJ LeMahieu;4247;0.517;0.931;0.397;0.186;11.8; 0.486; 0.903; 0.39; 0.132;11.3
Sandy Leon;2363;0.612;1.062;0.445;0.239;12.2; 0.427; 0.764; 0.329; 0.141;8.7
Adam Lind;7564;0.36;0.638;0.275;0.12;3.2; 0.442; 0.729; 0.308; 0.203;8.7
Francisco Lindor;6265;0.416;0.748;0.318;0.124;11.2; 0.445; 0.816; 0.351; 0.139;10.6
Jose Lobaton;2306;0.267;0.443;0.2;0.2;8.9; 0.393; 0.737; 0.319; 0.131;6.1
James Loney;3161;0.269;0.487;0.216;0.096;7.3; 0.419; 0.742; 0.317; 0.137;7.4
Evan Longoria;5160;0.447;0.747;0.308;0.199;10.2; 0.543; 0.866; 0.362; 0.263;11
Rafael Lopez;2527;0;0;0;0;0; 0; 0; 0; 0;0
David Lough;7673;0.5;0.75;0.311;0.25;0; 0.302; 0.648; 0.291; 0.064;6.7
Jed Lowrie;4202;0.333;0.667;0.295;0.035;7.5; 0.319; 0.627; 0.278; 0.067;6.8
Jonathan Lucroy;2325;0.483;0.796;0.333;0.25;11.9; 0.505; 0.874; 0.371; 0.195;10.1
Dixon Machado;2572;0.2;0.629;0.323;0;4.6; 0; 0.167; 0.115; 0;0
Manny Machado;6266;0.526;0.919;0.388;0.197;11; 0.535; 0.862; 0.359; 0.252;11.9
Mikie Mahtook;2552;0.409;0.678;0.289;0.151;6.1; 0.227; 0.438; 0.197; 0.067;4.6
Luke Maile;2609;0.455;0.697;0.293;0.213;4.5; 0.326; 0.581; 0.248; 0.105;7
Martin Maldonado;2351;0.339;0.677;0.3;0.102;9.7; 0.356; 0.685; 0.292; 0.168;6.6
Trey Mancini;2745;1.4;1.8;0.729;1;18; 0.25; 0.65; 0.32; 0;0
Manuel Margot;2677;0.462;0.769;0.326;0.154;16.5; 0.375; 0.583; 0.242; 0.167;6.2
Jake Marisnick;7792;0.413;0.701;0.302;0.184;6.7; 0.281; 0.519; 0.229; 0.084;5.5
Nick Markakis;7536;0.309;0.613;0.273;0.066;7.8; 0.435; 0.8; 0.341; 0.155;10
Deven Marrero;2582;0.091;0.258;0.131;0;0; 0; 0.5; 0.345; 0;0
Jefry Marte;2586;0.468;0.798;0.343;0.215;9; 0.486; 0.787; 0.332; 0.235;10
Ketel Marte;2591;0.287;0.525;0.227;0.07;7.9; 0.34; 0.651; 0.285; 0.061;6.8
Starling Marte;7736;0.393;0.73;0.32;0.101;12.6; 0.47; 0.837; 0.358; 0.155;11.9
Leonys Martin;7722;0.386;0.684;0.296;0.125;7.1; 0.374; 0.684; 0.299; 0.134;9.7
Russell Martin;2231;0.367;0.7;0.312;0.147;8.5; 0.408; 0.743; 0.325; 0.174;9.6
J.D. Martinez;7716;0.512;0.861;0.364;0.206;10.8; 0.543; 0.925; 0.39; 0.236;11.4
Jose Martinez;2656;0.583;1.083;0.47;0.083;9.2; 0.25; 0.75; 0.377; 0;3
Michael Martinez;4241;0.278;0.548;0.242;0.028;3.8; 0.323; 0.588; 0.257; 0.092;7.1
Victor Martinez;2175;0.456;0.812;0.352;0.161;9.6; 0.483; 0.832; 0.35; 0.196;9.6
Darin Mastroianni;7720;0;0.222;0.153;0;5.1; 0; 0; 0; 0;0
Jeff Mathis;2226;0.486;0.845;0.362;0.162;7.4; 0.27; 0.498; 0.219; 0.068;5.7
Joe Mauer;2189;0.319;0.61;0.272;0.095;8.8; 0.41; 0.793; 0.343; 0.138;9.7
Bruce Maxwell;2719;0.25;0.45;0.194;0.05;2.3; 0.444; 0.815; 0.352; 0.138;8.3
Cameron Maybin;7534;0.418;0.802;0.353;0.122;10.5; 0.418; 0.801; 0.351; 0.095;11.4
Nomar Mazara;2685;0.27;0.548;0.245;0.036;6.7; 0.459; 0.791; 0.338; 0.185;9.1
Matt McBride;3230;0.385;0.654;0.278;0.116;5; 0.118; 0.284; 0.136; 0;4.6
Brian McCann;2222;0.345;0.662;0.295;0.127;6.7; 0.43; 0.77; 0.334; 0.181;10
James McCann;2522;0.525;0.848;0.357;0.267;8.7; 0.268; 0.511; 0.227; 0.067;5.9
Andrew McCutchen;7639;0.413;0.741;0.315;0.184;12.2; 0.434; 0.772; 0.332; 0.172;9.8
Casey McGehee;5179;0.333;0.7;0.316;0.037;5.7; 0.2; 0.412; 0.183; 0;3.2
Jordy Mercer;6276;0.451;0.829;0.357;0.176;10.8; 0.355; 0.669; 0.29; 0.103;7.5
Whit Merrifield;2699;0.494;0.891;0.379;0.143;13.8; 0.359; 0.657; 0.286; 0.098;7.6
Devin Mesoraco;2350;0.154;0.507;0.266;0;3; 0.162; 0.32; 0.143; 0.027;3.8
Will Middlebrooks;5215;0.3;0.762;0.362;0;5; 0; 0.056; 0.038; 0;2
Brad Miller;6292;0.373;0.682;0.3;0.146;7.8; 0.509; 0.812; 0.342; 0.262;11.1
Yadier Molina;2209;0.42;0.776;0.339;0.116;7.8; 0.429; 0.79; 0.343; 0.121;8.6
Yoan Moncada;2736;0.25;0.5;0.22;0;0; 0.267; 0.517; 0.231; 0.067;6.2
Raul Mondesi;2631;0.195;0.434;0.205;0.049;6.3; 0.319; 0.546; 0.235; 0.117;6.6
Miguel Montero;2241;0.189;0.439;0.207;0;5.3; 0.387; 0.727; 0.314; 0.166;8.5
Adam Moore;2315;-1;-1;-1;-1;0; 0; 0; 0; 0;0
Kendrys Morales;3145;0.56;0.93;0.392;0.23;10.4; 0.423; 0.73; 0.314; 0.192;9.7
Colin Moran;2698;-1;-1;-1;-1;0; 0.174; 0.374; 0.176; 0.044;4.2
Mitch Moreland;3203;0.479;0.799;0.341;0.202;10.6; 0.407; 0.7; 0.299; 0.186;7.9
Justin Morneau;3125;0.528;0.798;0.327;0.25;12.6; 0.407; 0.717; 0.308; 0.15;7.6
Logan Morrison;3197;0.387;0.739;0.328;0.129;7.7; 0.419; 0.731; 0.316; 0.185;9.4
Mike Morse;6168;0;0;0;0;0; 0; 0; 0; 0;0
Brandon Moss;7590;0.375;0.664;0.29;0.143;8.7; 0.525; 0.828; 0.343; 0.302;11
Taylor Motter;2683;0.565;1.03;0.442;0.217;14.1; 0.193; 0.408; 0.192; 0.07;2.1
Mike Moustakas;5204;0.524;0.842;0.356;0.238;12; 0.494; 0.791; 0.335; 0.265;9.1
Steven Moya;2426;0.8;1.467;0.615;0.2;0; 0.483; 0.749; 0.312; 0.247;8.8
Max Muncy;2562;0.2;0.4;0.176;0;0; 0.259; 0.572; 0.265; 0.074;5.6
Daniel Murphy;5176;0.548;0.924;0.383;0.219;12.1; 0.614; 1.01; 0.419; 0.26;13.3
John Ryan Murphy;2385;0.231;0.481;0.219;0.039;4.4; 0.214; 0.381; 0.168; 0.089;3.8
Tom Murphy;2620;0.385;0.651;0.285;0.231;7.8; 0.774; 1.157; 0.475; 0.451;17.2
Wil Myers;7742;0.465;0.814;0.349;0.204;10.5; 0.46; 0.791; 0.339; 0.202;12.6
Mike Napoli;2232;0.451;0.817;0.352;0.189;9.5; 0.471; 0.792; 0.338; 0.242;11.6
Tyler Naquin;2644;0.406;0.775;0.341;0.156;4.5; 0.526; 0.898; 0.378; 0.225;9.5
Omar Narvaez;2712;0.524;0.947;0.4;0.191;9.3; 0.288; 0.617; 0.276; 0.038;6.6
Daniel Nava;7687;0.5;1.167;0.523;0;0; 0.289; 0.579; 0.26; 0.07;6.6
Dioner Navarro;2203;0.389;0.659;0.28;0.167;7.4; 0.294; 0.557; 0.248; 0.093;6.3
Brett Nicholas;2694;0.75;1.25;0.53;0.25;0; 0.5; 0.824; 0.351; 0.281;9.7
Kirk Nieuwenhuis;7744;0.27;0.526;0.242;0.135;6.9; 0.399; 0.732; 0.321; 0.181;8.9
Brandon Nimmo;2662;0.286;0.661;0.306;0;0; 0.333; 0.667; 0.298; 0.06;6.4
Nick Noonan;4271;0;0;0;0;0; 0.176; 0.387; 0.175; 0;2.6
Derek Norris;2358;0.339;0.628;0.275;0.136;9.3; 0.323; 0.565; 0.242; 0.145;6.7
Eduardo Nunez;6241;0.456;0.75;0.317;0.191;12.2; 0.424; 0.76; 0.326; 0.129;11.3
Renato Nunez;2664;0.167;0.333;0.146;0;2; 0; 0; 0; 0;0
Peter O'Brien;2617;0.545;0.719;0.275;0.409;13.7; 0.31; 0.491; 0.2; 0.167;4
Shawn O'Malley;2529;0.347;0.635;0.278;0.102;7.6; 0.295; 0.602; 0.274; 0.081;7.4
Rougned Odor;2486;0.455;0.763;0.324;0.186;7.8; 0.519; 0.811; 0.34; 0.247;12.3
Hector Olivera;2608;0.25;0.5;0.22;0;6; 0.267; 0.502; 0.217; 0.067;6
Matt Olson;2743;0;0;0;0;0; 0.167; 0.527; 0.278; 0.056;5.6
Paulo Orlando;2536;0.486;0.817;0.346;0.179;11.1; 0.369; 0.697; 0.304; 0.069;7.4
Rafael Ortega;7767;0.2;0.4;0.176;0;1.5; 0.303; 0.595; 0.266; 0.067;6.9
David Ortiz;3048;0.485;0.867;0.372;0.172;10.3; 0.665; 1.072; 0.435; 0.35;14.3
Chris Owings;6298;0.481;0.826;0.348;0.175;9.2; 0.395; 0.7; 0.298; 0.128;9.5
Marcell Ozuna;7780;0.595;0.923;0.384;0.306;11; 0.413; 0.732; 0.315; 0.154;9.5
Jordan Pacheco;2352;0.231;0.385;0.163;0.077;0; 0.237; 0.395; 0.167; 0.079;2.6
Angel Pagan;7545;0.426;0.717;0.302;0.16;8.5; 0.414; 0.766; 0.334; 0.132;10.4
Joe Panik;2496;0.301;0.595;0.267;0.075;10.9; 0.411; 0.734; 0.313; 0.166;9.4
Jimmy Paredes;5208;0.175;0.402;0.187;0;3.1; 0.432; 0.694; 0.295; 0.195;7.8
Byungho Park;2660;0.377;0.656;0.287;0.207;7.2; 0.42; 0.693; 0.296; 0.222;8.9
Jarrett Parker;2512;0.216;0.37;0.164;0.108;3.8; 0.467; 0.895; 0.392; 0.178;9.9
Chris Parmelee;3221;4;5;2.015;3;0; 1; 1.429; 0.591; 0.571;29.9
Gerardo Parra;7650;0.361;0.634;0.273;0.103;9; 0.413; 0.684; 0.289; 0.162;8.6
Jordan Patterson;2742;0.5;1.167;0.523;0;0; 0.5; 0.938; 0.407; 0.062;11.4
Ben Paulsen;2507;0.5;0.875;0.375;0.125;0; 0.286; 0.533; 0.231; 0.084;6.6
Steven Pearce;3171;0.622;1.032;0.428;0.305;11.1; 0.434; 0.792; 0.345; 0.159;9
Joc Pederson;2523;0.219;0.469;0.222;0.094;8.6; 0.547; 0.918; 0.386; 0.278;10.8
Dustin Pedroia;6186;0.415;0.812;0.36;0.11;9.7; 0.456; 0.827; 0.358; 0.136;11.3
Brayan Pena;2219;0.5;1;0.439;0;3; 0.182; 0.348; 0.161; 0.091;3
Francisco Pena;2432;0.333;0.708;0.318;0;4.3; 0.24; 0.394; 0.172; 0.12;7.3
Ramiro Pena;6226;0.273;0.577;0.24;0;8.4; 0.477; 0.815; 0.349; 0.169;7.3
Hunter Pence;7577;0.496;0.821;0.35;0.24;11.7; 0.432; 0.802; 0.348; 0.13;9
Cliff Pennington;6217;0.095;0.19;0.084;0;9.4; 0.338; 0.624; 0.275; 0.113;6
David Peralta;2491;0.421;0.717;0.306;0.21;10.8; 0.436; 0.731; 0.309; 0.173;8.5
Jhonny Peralta;5124;0.312;0.541;0.235;0.13;5.2; 0.443; 0.778; 0.334; 0.155;9.8
Jose Peraza;2596;0.442;0.793;0.34;0.134;17.1; 0.402; 0.754; 0.328; 0.074;9.3
Carlos Perez;2538;0.28;0.525;0.233;0.08;5.5; 0.335; 0.578; 0.249; 0.124;6.7
Hernan Perez;6279;0.486;0.787;0.329;0.208;11.8; 0.396; 0.699; 0.302; 0.127;10.5
Roberto Perez;2505;0.4;0.683;0.295;0.16;7.2; 0.243; 0.528; 0.247; 0.088;5.8
Salvador Perez;2346;0.473;0.763;0.32;0.226;10; 0.423; 0.71; 0.303; 0.176;7.9
Jace Peterson;2483;0.255;0.571;0.261;0;8.7; 0.385; 0.74; 0.326; 0.131;8.8
Gregorio Petit;6212;0.317;0.617;0.271;0.095;4.6; 0.362; 0.66; 0.287; 0.107;6.8
Tommy Pham;2532;0.429;0.734;0.313;0.223;10.6; 0.448; 0.784; 0.341; 0.208;9.5
Josh Phegley;2379;0.333;0.658;0.295;0.083;9; 0.405; 0.709; 0.304; 0.143;4.4
Brandon Phillips;6137;0.372;0.654;0.275;0.116;10; 0.43; 0.761; 0.327; 0.128;9
A.J. Pierzynski;2084;0.108;0.216;0.095;0;6.2; 0.338; 0.604; 0.259; 0.1;5.9
Kevin Pillar;7799;0.407;0.709;0.305;0.124;6.6; 0.365; 0.668; 0.291; 0.104;8.4
Manny Pina;2345;0.2;0.555;0.275;0;4.6; 0.5; 0.84; 0.358; 0.217;8.2
Chad Pinder;2730;0.5;0.81;0.343;0.214;4.7; 0.217; 0.448; 0.202; 0.043;4.3
Jose Pirela;2533;0.333;0.556;0.236;0.111;6.1; 0.167; 0.328; 0.147; 0.034;1.3
Stephen Piscotty;2589;0.552;0.952;0.406;0.255;11; 0.426; 0.748; 0.324; 0.161;10.6
Kevin Plawecki;2558;0.361;0.651;0.284;0.111;6.1; 0.229; 0.53; 0.245; 0.052;5.4
Trevor Plouffe;6239;0.467;0.781;0.33;0.227;9.9; 0.406; 0.705; 0.304; 0.14;9.1
Gregory Polanco;2456;0.469;0.781;0.329;0.224;12.3; 0.462; 0.786; 0.332; 0.201;11.2
Jorge Polanco;2440;0.515;0.857;0.356;0.206;10.7; 0.39; 0.718; 0.314; 0.119;8.7
A.J. Pollock;7746;0.125;0.425;0.226;0;11.8; 0.455; 0.788; 0.34; 0.182;11.8
Buster Posey;2314;0.49;0.899;0.381;0.178;10.7; 0.411; 0.752; 0.324; 0.134;10.3
Martin Prado;4181;0.568;1.068;0.452;0.144;9.5; 0.377; 0.695; 0.303; 0.103;9.5
Alex Presley;7698;0.259;0.582;0.271;0.037;6.5; 0.298; 0.55; 0.24; 0.107;6.6
Jurickson Profar;6271;0.211;0.461;0.212;0.014;6.4; 0.383; 0.728; 0.322; 0.129;8.5
Yasiel Puig;7781;0.471;0.784;0.333;0.21;10.1; 0.386; 0.715; 0.314; 0.121;8.8
Albert Pujols;5100;0.521;0.834;0.35;0.239;9.8; 0.437; 0.763; 0.325; 0.173;11.1
Juniel Querecuto;2746;0;0;0;0;19.2; 0.375; 0.5; 0.196; 0.25;0
Roman Quinn;2669;0.467;0.911;0.403;0.134;9.8; 0.286; 0.633; 0.293; 0.048;13.1
Ryan Raburn;4163;0.479;0.835;0.357;0.25;7.7; 0.346; 0.615; 0.268; 0.133;4.4
Alexei Ramirez;4197;0.412;0.769;0.333;0.099;7.8; 0.303; 0.549; 0.238; 0.09;6.2
Hanley Ramirez;6177;0.677;1.097;0.453;0.331;14.7; 0.453; 0.796; 0.342; 0.185;11.1
Jose Ramirez;4278;0.473;0.841;0.363;0.162;10.6; 0.457; 0.818; 0.351; 0.145;10.6
Wilson Ramos;2319;0.631;1.008;0.414;0.301;12.6; 0.459; 0.806; 0.347; 0.158;9.7
Colby Rasmus;7643;0.235;0.454;0.207;0.099;5.8; 0.389; 0.694; 0.302; 0.163;9.2
J.T. Realmuto;2427;0.355;0.617;0.269;0.14;9.5; 0.445; 0.806; 0.348; 0.123;9.1
Anthony Recker;2348;0.458;0.872;0.381;0.166;9; 0.424; 0.812; 0.353; 0.151;8.6
Josh Reddick;7657;0.155;0.366;0.173;0;5.9; 0.485; 0.871; 0.371; 0.163;9.2
A.J. Reed;2708;0.067;0.243;0.133;0;6.1; 0.29; 0.572; 0.26; 0.112;5.3
Michael Reed;2629;0.167;0.452;0.224;0;6.2; 0.188; 0.423; 0.196; 0;4.2
Rob Refsnyder;2588;0.355;0.725;0.314;0.081;8.2; 0.278; 0.575; 0.259; 0.045;6
Nolan Reimold;7644;0.298;0.565;0.254;0.115;6.4; 0.434; 0.768; 0.331; 0.171;7.2
Tony Renda;2723;0.214;0.357;0.151;0.071;0; 0.217; 0.492; 0.23; 0.021;3.6
Anthony Rendon;5216;0.419;0.817;0.355;0.143;9.2; 0.457; 0.792; 0.339; 0.189;11.1
Hunter Renfroe;2747;0.778;1.178;0.459;0.445;17.1; 0.808; 1.192; 0.497; 0.423;20.2
Ben Revere;7696;0.288;0.55;0.244;0.085;6.7; 0.302; 0.562; 0.246; 0.082;8.3
Jose Reyes;6139;0.74;1.196;0.492;0.36;17.6; 0.371; 0.664; 0.288; 0.132;9.3
Mark Reynolds;5165;0.342;0.673;0.297;0.092;9.3; 0.498; 0.865; 0.371; 0.201;10
Matt Reynolds;2630;0.63;0.951;0.394;0.334;12.5; 0.323; 0.565; 0.247; 0.129;5.8
Joey Rickard;2635;0.494;0.861;0.37;0.181;10.3; 0.322; 0.618; 0.273; 0.075;6.8
Rene Rivera;2217;0.514;0.943;0.4;0.2;7.3; 0.3; 0.556; 0.241; 0.1;5.8
T.J. Rivera;2725;0.229;0.457;0.201;0;5.9; 0.6; 0.997; 0.411; 0.214;11.5
Yadiel Rivera;2628;0.292;0.561;0.25;0.084;5.4; 0.262; 0.476; 0.206; 0.048;3.2
Anthony Rizzo;3210;0.466;0.832;0.362;0.205;13.2; 0.577; 0.97; 0.404; 0.272;12.1
Dan Robertson;2482;0.455;0.871;0.381;0.091;6.2; 0.125; 0.25; 0.11; 0;0
Clint Robinson;3227;0.3;0.653;0.294;0;9.3; 0.337; 0.634; 0.279; 0.114;7.9
Shane Robinson;7649;0.278;0.556;0.254;0.093;5.9; 0.182; 0.411; 0.193; 0.023;7.3
Alex Rodriguez;6061;0.382;0.647;0.278;0.171;7.8; 0.336; 0.573; 0.248; 0.141;7.9
Sean Rodriguez;6206;0.519;0.934;0.399;0.233;12.9; 0.507; 0.831; 0.35; 0.242;10.7
Jason Rogers;2439;0.286;0.619;0.291;0.143;9; 0; 0.267; 0.184; 0;0
Miguel Rojas;2493;0.404;0.697;0.299;0.123;6; 0.292; 0.579; 0.252; 0.058;6.7
Jimmy Rollins;6105;0.773;1.311;0.542;0.318;11.1; 0.252; 0.502; 0.227; 0.071;7.8
Stefen Romero;2465;0.364;0.671;0.284;0.091;4; 0.167; 0.333; 0.146; 0;0
Andrew Romine;6246;0.293;0.611;0.275;0.025;7.4; 0.331; 0.63; 0.281; 0.105;6.7
Austin Romine;2355;0.432;0.725;0.304;0.158;7.2; 0.314; 0.551; 0.237; 0.114;6.5
Jose Rondon;2675;0;0;0;0;0; 0.136; 0.31; 0.145; 0;2.7
Adam Rosales;3181;0.495;0.843;0.356;0.258;10.9; 0.496; 0.789; 0.326; 0.274;9.8
Alberto Rosario;2713;0;0.222;0.153;0;4.6; 0.29; 0.516; 0.222; 0.064;4.1
Eddie Rosario;2548;0.289;0.594;0.266;0.026;5.8; 0.459; 0.752; 0.315; 0.189;9.4
David Ross;2177;0.528;0.946;0.395;0.245;12.1; 0.407; 0.706; 0.291; 0.203;7.8
Ryan Rua;2518;0.441;0.795;0.337;0.157;9.2; 0.37; 0.683; 0.301; 0.131;8.5
Darin Ruf;3232;0.429;0.695;0.284;0.143;8.2; 0.291; 0.511; 0.226; 0.127;4
Justin Ruggiano;7602;0.722;1.122;0.464;0.389;12.5; 0.333; 0.667; 0.293; 0;0
Carlos Ruiz;2233;0.386;0.793;0.359;0.115;8.5; 0.328; 0.668; 0.298; 0.068;6.9
Rio Ruiz;2744;-1;-1;-1;-1;0; 0.571; 0.857; 0.35; 0.285;16
Cameron Rupp;2387;0.632;0.993;0.415;0.308;10.8; 0.408; 0.699; 0.302; 0.171;8.4
Addison Russell;2559;0.468;0.801;0.343;0.245;10.3; 0.399; 0.715; 0.306; 0.155;9.1
Josh Rutledge;6281;0.438;0.859;0.378;0.125;5.6; 0.364; 0.669; 0.293; 0.122;11.2
Brendan Ryan;6196;0;0;0;0;0; 0.111; 0.222; 0.098; 0;0
Tyler Saladino;2587;0.43;0.799;0.348;0.101;10.8; 0.402; 0.698; 0.3; 0.137;8.3
Jarrod Saltalamacchia;2251;0.274;0.528;0.239;0.113;5.1; 0.37; 0.664; 0.29; 0.196;9.2
Carlos Sanchez;2408;0.238;0.405;0.173;0.071;5; 0.402; 0.662; 0.282; 0.179;7.7
Gary Sanchez;2445;0.566;0.868;0.358;0.377;14.4; 0.689; 1.093; 0.451; 0.351;13.6
Hector Sanchez;2343;0.143;0.286;0.125;0;6.5; 0.524; 0.886; 0.379; 0.238;9.2
Pablo Sandoval;5178;-1;-1;-1;-1;0; 0; 0.143; 0.099; 0;3
Jerry Sands;3213;0.222;0.522;0.245;0;3.6; 0.324; 0.587; 0.256; 0.081;7.3
Miguel Sano;5220;0.485;0.818;0.345;0.258;11.3; 0.456; 0.771; 0.33; 0.218;10
Carlos Santana;2317;0.395;0.742;0.325;0.128;9.3; 0.541; 0.915; 0.388; 0.285;12.1
Danny Santana;2441;0.208;0.404;0.182;0.062;3.9; 0.357; 0.658; 0.287; 0.092;8.2
Domingo Santana;2431;0.532;0.937;0.401;0.22;11.2; 0.408; 0.726; 0.316; 0.177;9.3
Luis Sardinas;2474;0.492;0.835;0.352;0.19;7; 0.282; 0.552; 0.24; 0.068;6.8
Michael Saunders;7656;0.569;0.927;0.391;0.294;8.6; 0.451; 0.783; 0.335; 0.204;10
Logan Schafer;7725;0.526;1.026;0.448;0.105;6.9; 0.227; 0.502; 0.237; 0.068;5.5
Scott Schebler;2575;0.341;0.608;0.267;0.146;9.9; 0.449; 0.791; 0.339; 0.171;9.6
Ryan Schimpf;2705;0.431;0.698;0.297;0.274;5.5; 0.556; 0.907; 0.377; 0.325;12.2
Jonathan Schoop;6268;0.412;0.688;0.293;0.169;8.8; 0.467; 0.772; 0.329; 0.193;9.2
Kyle Schwarber;2580;-1;-1;-1;-1;0; 0; 0.2; 0.138; 0;7.8
Xavier Scruggs;2530;0.222;0.444;0.195;0;1.5; 0.321; 0.621; 0.28; 0.113;5.8
Corey Seager;2615;0.413;0.722;0.311;0.163;8.3; 0.557; 0.948; 0.4; 0.223;12.1
Kyle Seager;5206;0.431;0.728;0.313;0.204;10.1; 0.538; 0.932; 0.39; 0.231;11.8
Rob Segedin;2724;0.359;0.638;0.279;0.154;7.7; 0.382; 0.707; 0.305; 0.117;8.9
