3.81498,4.0532,4.41707,8.13538,49
3.49336,3.19893,3.11174,11.0853,47
3.46601,3.99313,4.37723,8.59375,43
3.42687,3.71201,3.78624,7.69186,40
3.57178,3.36221,3.71921,7.99921,37
3.88723,3.83284,3.94004,7.39758,37
4.49229,4.40035,4.32786,6.83593,37
3.52874,4.45882,4.48723,8.0736,31
5.09,4.53,3.88,8.61,31
4.66493,4.37363,3.97012,10.0541,30
2.7503,2.8403,3.09816,10.2476,61
3.70771,3.7958,4.08588,7.95176,55
3.10645,3.85012,4.20798,7.1901,49
2.52362,3.60407,3.90614,7.01718,49
3.51777,3.57994,3.65403,9.1434,44
3.52379,3.51796,3.97386,9.24801,40
5.76821,4.57801,3.93399,6.95608,34
5.85159,4.81001,5.1859,9.49782,34
3.37821,3.25003,3.46994,8.97005,33
3.08233,2.62026,3.35407,8.95563,31
4.44223,4.01672,3.82834,8.2159,61
4.37296,3.59206,3.54045,8.5348,49
4.91023,4.58013,4.20487,8.8155,49
4.48896,3.82105,3.59352,10.7601,46
3.62385,3.72718,3.59674,8.90646,40
3.25876,3.64266,3.30824,8.8585,37
3.69743,4.08994,3.75141,9.69159,37
3.60892,3.68311,3.88994,8.37374,36
3.50337,3.95817,4.78988,8.79396,36
4.56539,4.38793,4.92848,8.06237,31
3.1212,3.25121,3.47671,10.6112,61
4.37601,4.32101,4.17851,7.42058,55
3.29046,3.72302,4.78249,6.76723,49
4.13558,4.45665,4.76095,6.61217,48
3.68395,5.26515,4.89026,7.14798,40
4.46058,5.10177,4.64695,8.22404,39
4.19974,5.55794,4.93147,6.8423,37
5.18059,4.38263,3.79057,6.54157,34
3.89465,4.09312,3.83939,8.18462,24
5.27001,5.18764,5.05428,5.3132,22
3.0962,3.91309,3.99448,7.49138,58
3.69185,3.60679,3.6871,9.55647,46
2.45,4.43,4.41,7.67,46
3.63553,3.58713,3.62288,8.42478,46
4.68809,4.28667,4.58904,7.5539,43
3.32058,2.84288,3.11654,10.1859,38
3.27231,3.25401,3.31148,11.0955,37
4.31326,4.03065,3.81735,9.21712,36
4.11314,3.5253,3.09485,10.3147,34
5.16552,4.59277,4.8124,6.03311,33
2.16023,2.3927,2.68532,9.97936,56
4.81752,4.514,4.0276,7.58528,55
3.55041,3.368,3.7051,8.10064,46
3.85126,3.80186,3.89633,7.51972,46
3.66672,4.40046,4.34042,7.84525,46
2.78482,3.38034,4.19976,7.34046,40
3.46351,3.1892,3.03161,11.2508,37
4.06629,4.22817,4.08465,7.33746,34
5.53551,4.52527,3.98263,6.16064,31
4.32204,4.47186,4.77575,5.18758,31
4.22226,4.59385,4.76463,6.0391,52
3.10842,3.6215,3.70919,8.45695,49
3.44835,3.63069,3.76919,7.69234,49
5.82938,4.69314,3.76929,8.5622,49
4.38069,4.84375,4.34232,6.25307,43
2.73395,2.8401,3.07006,10.3391,42
4.54296,4.21763,4.29378,7.41845,38
3.21301,3.84845,4.11691,7.07767,37
3.94929,3.72461,3.93,7.78535,34
4.18856,4.74221,4.82601,6.78174,34
3.57762,3.108,3.37197,9.25477,54
4.61897,4.37636,4.1221,8.92469,53
4.52356,4.4127,4.2916,7.0241,49
4.76844,4.6097,4.35825,7.78266,49
3.10385,3.13277,3.28105,9.77117,46
2.39427,3.46496,3.82561,7.18521,43
3.32647,3.51843,3.65447,8.9147,40
3.45268,3.77648,3.68267,7.43587,40
4.05684,4.50199,4.49792,5.61898,37
4.08078,3.61356,3.42119,7.19959,31
3.9516,4.0925,3.83785,8.28354,61
3.04226,3.24677,3.45722,10.7677,55
3.23215,3.5784,3.29271,8.80413,52
4.29694,5.01639,4.57226,8.48444,49
3.88892,4.76316,5.2667,7.21076,42
3.48333,3.5159,4.10976,9.11281,40
4.18069,4.84944,4.93781,8.02212,37
4.78,3.97,3.97,8.54,37
4.2425,3.49493,3.48597,8.70392,35
2.5999,3.4849,4.42684,8.26965,35
3.72015,3.55277,3.60951,9.79652,67
6.10877,4.34114,4.23418,7.04348,58
5.61582,5.10997,4.42388,7.99211,46
4.19209,3.92046,3.76735,9.47304,44
2.79301,3.67507,3.75689,7.72545,38
2.9744,2.85754,3.51458,7.68569,37
4.68301,4.65326,4.4508,7.30425,34
4.88588,4.28739,3.77782,6.60434,34
3.18794,3.3444,3.37068,10.8981,31
4.74099,4.85425,4.9796,7.12219,31
3.58888,3.56199,3.55667,8.45769,64
3.53673,3.8116,3.45723,7.32273,55
2.9636,3.75745,3.96649,7.67047,49
4.59545,4.63836,4.65628,7.13978,48
3.52347,3.97377,4.34221,8.57116,46
2.66431,3.35084,4.22027,7.41436,43
5.53258,7.35464,4.36483,8.36227,37
4.05819,3.66597,3.1026,10.259,36
3.44529,3.379,3.65169,8.19804,34
4.07149,4.22104,4.42529,9.0827,34
3.27816,3.17062,3.0726,10.9328,49
4.2242,4.3447,4.29959,8.03154,49
5.22594,4.3898,4.0106,6.00753,46
3.17839,4.08847,4.30032,7.25615,43
6.675,5.735,4.76,5.59,43
3.41082,3.66543,3.73556,7.91417,40
3.50655,4.47672,4.67847,7.57652,40
2.12678,2.46619,2.72402,10.0215,37
3.596,3.93168,4.31557,7.83345,37
4.58323,4.50216,4.36539,8.07924,37
2.81701,2.78188,3.0858,10.5269,58
3.40733,2.92799,3.17624,9.76893,58
4.72598,4.41168,4.66262,8.04979,50
4.51776,4.2071,4.067,9.22492,45
3.91454,3.62623,3.51415,6.96646,43
3.38037,3.6295,3.62476,8.98554,42
8.02,6.2,5.64,7.56,42
3.69414,4.09086,4.50769,7.54307,40
3.02836,3.51792,3.64781,8.60016,35
2.29113,3.48116,3.87045,7.38032,34
6.51636,5.25392,5.22224,10.0821,47
4.36177,3.76604,3.65997,8.56348,45
4.13463,3.49235,3.54739,8.67669,41
5.258,4.38831,4.16993,8.65599,40
4.5911,3.66861,3.83937,7.7057,40
3.0075,3.2965,3.43122,10.8419,37
4.26699,5.31096,5.00967,6.91448,36
3.6359,3.69983,4.16557,7.93583,31
4.07843,4.1799,4.04809,7.78805,30
5.00932,5.71654,5.04294,5.84143,28
5.07564,4.51223,4.01707,7.60338,42
4.66598,4.58559,4.75486,7.14836,42
4.86431,4.19786,3.75236,6.87454,40
4.18,4.34,4.05,8.07,37
4.42318,4.49564,4.20804,8.00753,37
4.57006,4.85329,4.43444,7.21193,35
4.6052,4.28875,4.48039,6.9611,35
4.0156,4.72117,4.9176,7.93211,24
4.30171,3.86274,3.98881,8.47459,24
3.88428,4.27385,4.46439,7.35166,19
3.23122,3.42909,3.37537,10.7979,55
4.3433,4.53169,4.58702,7.3396,46
4.31755,4.30861,4.23128,7.36127,42
3.96062,4.14149,4.41262,7.79012,40
3.20629,4.15388,4.76854,4.50328,40
3.47875,3.50616,3.49899,8.63328,38
3.93127,4.0682,4.32679,8.98347,34
2.8595,2.88286,3.5789,7.56303,31
3.11235,4.12256,4.11285,9.26108,30
3.35851,2.90074,3.22968,10.1967,28
4.50378,5.29487,4.14772,7.26277,59
4.04008,4.21653,4.27187,8.14235,47
2.14698,2.4672,2.74098,9.83558,46
4.70608,4.36961,4.36372,6.80448,46
5.33046,4.5292,4.09853,6.61521,43
3.40671,3.32976,3.6526,8.12391,37
3.13566,3.06415,2.98086,10.9178,37
2.80211,3.59645,3.72669,7.83382,34
2.86548,3.6809,3.92599,7.74947,34
4.05893,3.65509,3.08576,10.2249,34
5.69747,5.06885,5.71622,6.59024,66
3.55184,3.8533,4.33642,7.81215,61
4.1951,4.2817,4.67608,5.25306,49
4.32708,4.50094,4.1433,6.62399,43
3.87358,3.52663,3.46413,7.22042,41
3.09229,3.54906,3.60167,8.80837,34
6.33875,5.23931,5.21049,9.22944,33
4.61115,4.35535,4.33562,7.4392,31
4.84566,4.68903,4.84958,5.96517,30
5.07639,3.88031,3.93594,7.36448,27
3.29136,3.23972,3.22642,10.1132,58
2.84522,2.82159,3.0466,10.7458,49
4.1365,5.11552,4.94375,7.32103,49
3.64655,3.77121,4.23521,7.86511,46
3.21897,2.78282,3.03302,10.0591,44
4.69196,4.27456,3.75967,8.2735,43
5.21324,4.31415,4.06071,8.74219,41
3.86436,3.64514,3.89428,7.87378,37
4.10118,4.26779,4.13129,8.16667,37
5.62932,4.60083,3.68003,8.77342,33
4.51865,4.68802,4.95781,8.68769,55
4.3608,3.63721,3.58703,8.68455,52
4.70781,3.9717,3.67942,10.9383,51
3.41834,3.69069,3.6589,9.03789,46
3.85284,4.65419,4.93143,7.83599,38
3.63281,3.65313,4.21357,9.21647,37
5.13843,5.21878,5.30013,4.07012,34
3.61348,3.953,3.86866,6.5139,32
4.94027,4.52122,4.34619,7.89381,31
3.76,4.26,4.04,8.22,30
3.64097,3.95948,4.32145,8.67056,66
3.40293,3.01392,3.29322,9.96863,60
3.81862,4.26146,4.04144,5.8025,52
3.75122,3.51608,3.61174,9.94464,50
3.96505,4.00874,4.39656,8.90523,49
4.03501,4.52317,4.82442,6.74273,49
4.32222,4.4386,4.19497,6.80697,49
4.03329,3.78492,3.7388,8.92081,46
4.35398,3.68734,3.91295,7.50318,44
4.42998,3.69022,4.10729,8.11778,40
3.54339,3.58196,3.5273,8.73863,69
4.11744,4.49391,4.71008,5.9509,52
5.21052,5.85693,4.4682,9.15899,49
4.07301,3.81782,3.17008,10.1081,41
3.52542,4.31458,4.2903,7.74362,40
3.97,3.96,3.99,7.36,39
3.06919,4.07054,4.5603,9.26095,37
2.91963,3.59038,3.93045,7.61037,34
4.40451,4.57902,4.38421,7.61038,33
2.80482,3.35144,4.31579,7.36804,31
3.14757,3.49289,3.58931,8.76433,64
2.06618,2.45023,2.78456,9.69457,58
3.15625,4.15826,4.43711,7.03983,55
2.78,5.12,4.62,7.94,55
4.89518,4.46635,4.01462,8.01318,49
3.39578,3.73324,4.27133,8.02579,46
4.05763,4.16797,4.20283,8.35664,44
4.77919,3.81902,4.04797,7.18514,43
3.70758,4.58324,4.73196,7.59198,40
2.99197,3.11301,3.03792,10.634,36
4.36529,4.39828,3.99073,7.17851,61
5.45368,4.48715,3.63781,8.95815,55
4.41568,4.73873,4.31287,6.48831,55
3.58731,3.98796,4.24101,7.1308,52
3.53808,3.74508,3.77664,6.24,46
2.82446,2.71985,2.99795,10.8476,41
5.01458,4.56495,5.12065,8.06257,41
2.82184,3.67596,3.77478,7.74578,40
4.0649,4.33693,4.64711,7.41705,40
4.30983,3.77793,3.54685,8.97857,37
4.44642,3.90255,3.75293,10.7274,58
4.08146,4.11736,3.88076,9.77475,55
4.23376,4.307,4.13102,7.89978,49
4.62111,4.29829,3.71444,8.40677,43
4.15535,3.53958,3.56932,8.69963,40
3.69918,4.24742,4.15284,8.23803,34
4.89071,4.45057,3.96091,9.88211,33
3.93117,4.98593,4.85605,7.62451,27
4.10526,3.9232,3.78153,9.16316,24
3.61398,3.87945,3.82278,6.38207,22
3.1178,3.35352,3.45048,10.9058,72
3.1525,3.19634,3.22714,10.2297,62
4.40186,4.51694,3.86627,7.60992,62
3.76978,3.47318,3.52678,10.2082,60
4.42825,4.02824,4.08396,8.53291,55
