89.0525,23.7399,137.019,47.1
82.858,22.7454,122.252,46.9
83.1545,21.1774,121.541,41.7
89.9083,24.0066,143.921,37.9
78.5764,18.6964,110.798,34.9
73.151,11.9456,100.098,34.2
90.4896,26.0205,120.612,32.2
76.6025,21.5301,98.0084,31.6
83.9659,19.6748,130.601,31.1
74.6653,13.6301,99.1365,29
74.4693,16.0409,97.661,28.7
86.2006,21.2883,130.902,28.7
80.7021,24.0836,111.136,28.2
81.7452,16.1693,117.904,27.6
78.8944,16.5968,114.716,25.7
74.1749,18.9141,102.071,25.2
83.1906,15.7981,126.855,25.2
75.9133,18.9548,106.71,25.2
86.764,24.6202,130.301,25.2
75.4867,14.2629,111.979,25.2
69.3995,5.08827,94.4839,24.9
83.8689,20.9612,120.757,22.2
70.0552,10.4593,90.0192,21.9
94.8,33.3,141,21.7
88.1727,25.1377,136.301,21.7
75.9571,12.031,105.567,43.4
82.4537,16.0877,124.956,37.7
75.3448,11.9163,100.187,31.2
82.0059,21.2877,119.207,28.4
90.1793,24.1645,144.754,27.9
80.1773,25.5202,106.389,25.7
99.7133,25.5626,171.793,25.2
76.1133,19.1108,107.448,25.2
57.2098,11.2079,50.7389,25.2
81.8882,23.6123,117.03,24.9
81.6443,19.6266,121.862,24.9
69.2985,10.8177,89.6995,24.9
90,25,137,24.9
83.1394,24.0621,111.67,22.5
80.8522,24.2167,111.498,21.7
95.9,33.9,144,21.7
72.0532,14.2729,78.4778,19
77.4695,16.8739,110.236,18.7
91,28.4,133,18.7
93.2744,24.5079,146.699,18.5
115.206,45.4039,202.325,18.4
80.3897,24.1128,114.143,16.2
80.3783,19.7103,104.217,15.7
70.1034,18.6832,84.3251,15.7
74.4335,19.0685,102.616,15.5
92.493,21.4341,140.847,72.8
83.9902,20.9698,121.202,54.4
79.5712,16.3606,109.854,36.9
75.2167,18.3636,105.592,34.7
83.9907,19.8044,130.503,34.4
79.6998,20.4854,114.749,30.7
99.8963,25.7125,172.144,28.2
88.3172,23.2473,134.796,27.9
75.1947,12.9144,102.1,27.7
80.7531,21.4545,114.095,25.4
82.8462,11.9058,108.404,24.7
85.1921,20.6406,125.306,22.2
73.8868,14.9517,105.204,18.9
84.9506,23.3905,127.703,18.7
80.045,15.3538,112.051,18.7
80.5529,19.7341,104.397,18.7
74.9436,13.7051,100.046,18.7
95.9782,30.7872,152.508,18.7
81.3761,19.9104,122.754,18.7
79.6949,14.5708,110.798,18.2
70.2522,10.3237,92.8933,18.2
94.1197,23.5619,148.162,16.2
76.2302,13.7657,110.051,16
67.1988,14.7596,74.9977,16
82.9761,22.826,122.404,15.7
72.3545,15.0132,93.6951,47.1
89.8062,20.6731,136.424,43.9
86.8511,26.885,130.695,40.9
80.8558,21.5201,114.331,35.2
77.461,13.9669,115.047,34.9
78.9845,19.8,110.623,34.4
64.4514,8.80827,75.1317,34.4
73.8509,16.1759,101.227,32.2
76.3318,13.7375,110.341,27.9
73.8648,18.2646,99.1886,27.7
76.2576,12.9246,103.788,25.7
80.0801,20.4858,115.977,25.2
92.9971,21.8145,142.119,22
75.0251,13.6364,100.142,21.7
82.9677,21.3351,119.693,21.7
77.6269,16.2729,112.176,21.7
73.9821,12.0824,102.367,21.4
75.6297,12.0992,100.848,21.2
72.4227,12.0837,95.0361,19.5
82.553,26.6682,120.341,19
90.6909,26.0672,120.953,18.7
89.2,26.5,126,18.7
74.3659,15.8341,103.212,18.7
70.3925,10.3804,93.1782,18.6
100.209,25.9077,173.178,18.5
67.7584,9.19014,87.6998,37.7
77.8771,19.2798,111.659,37.7
93.3907,24.5193,146.91,35.4
79.9062,16.3977,110.762,34.2
80.3978,22.378,115.103,30.7
84.7005,21.435,122.995,28.7
87.1889,27.0951,131.13,28.2
89.4368,20.9457,140.117,25.2
76.4427,15.3032,107.798,25.2
87.9624,22.2853,131.26,24.9
83.7593,18.7991,127.924,24.9
97.8036,23.1157,158,24.7
88.4786,23.4229,134.906,24.5
81.0763,21.6812,114.803,22.2
94.3,33.4,140,22.2
72.6212,14.3928,80.1573,22.2
74.1229,15.9462,93.3318,22.2
76.9705,19.6503,104.036,21.5
78.7008,18.4861,114.843,19.2
67.2045,14.7014,75.009,18.9
75.9489,18.2238,104.892,18.7
73.013,13.3543,100.112,18.7
72.518,12.0807,95.2378,18.7
91.6309,24.7762,142.211,15.7
74.731,16.1372,98.1302,15.5
78.7236,19.9752,108.161,53.9
82.986,21.3516,119.925,47.9
88.3344,25.0806,136.527,47.4
83.9775,18.9204,128.377,46.6
91.2558,13.5108,146.86,41.4
77.6581,14.4613,108.968,38.2
