Charlie Blackmon;1.607143;0.407000;0.500000;1.340000;4.830000;7.780000;0.299000;
Aaron Judge;1.392857;0.500000;-1.000000;1.230000;4.250000;6.990000;0.279000;
Jose Altuve;1.344828;0.240000;0.222222;1.370000;5.240000;5.240000;0.267000;
Eduardo Nunez;1.520000;0.385000;0.277778;1.120000;2.180000;7.140000;0.197000;
Didi Gregorius;1.370370;0.500000;0.333333;1.230000;4.250000;6.990000;0.272000;
Marcell Ozuna;1.370370;0.280000;-1.000000;1.430000;5.200000;7.810000;0.258000;
Andrelton Simmons;1.321429;0.357000;0.500000;1.260000;3.660000;7.320000;0.245000;
Corey Dickerson;1.480000;0.250000;0.357143;1.220000;4.040000;10.380000;0.224000;
Jordy Mercer;1.384615;0.321000;-1.000000;1.290000;4.370000;7.350000;0.216000;
Melky Cabrera;1.285714;0.393000;-1.000000;1.300000;6.200000;7.660000;0.253000;
Josh Harrison;1.346154;0.333000;-1.000000;1.290000;4.370000;7.350000;0.216000;
Starlin Castro;1.250000;0.429000;0.333333;1.230000;4.250000;6.990000;0.279000;
Eric Hosmer;1.307692;0.360000;-1.000000;1.160000;3.530000;3.680000;0.172000;
Elvis Andrus;1.360000;0.231000;0.222222;1.330000;5.000000;13.000000;0.182000;
Avisail Garcia;1.259259;0.357000;-1.000000;1.300000;6.200000;7.660000;0.275000;
Ryon Healy;1.259259;0.250000;-1.000000;1.350000;4.620000;6.080000;0.288000;
George Springer;1.259259;0.240000;0.333333;1.370000;5.240000;5.240000;0.267000;
Jose Abreu;1.214286;0.296000;-1.000000;1.300000;6.200000;7.660000;0.275000;
Trea Turner;1.259259;0.308000;0.333333;1.510000;4.730000;4.980000;0.273000;
Daniel Murphy;1.375000;0.375000;0.666667;1.510000;4.730000;4.980000;0.256000;
Dee Gordon;1.222222;0.269000;-1.000000;1.430000;5.200000;7.810000;0.221000;
DJ LeMahieu;1.178571;0.273000;0.000000;1.340000;4.830000;7.780000;0.250000;
Nomar Mazara;1.333333;0.375000;0.200000;1.330000;5.000000;13.000000;0.193000;
Joey Votto;1.185185;0.464000;0.333333;1.450000;4.540000;6.580000;0.275000;
