Charlie Blackmon;1.518519;0.345000;0.166667;1.590000;5.760000;6.750000;0.224000;
Xander Bogaerts;1.444444;0.393000;-1.000000;1.510000;3.020000;8.550000;0.260000;
Devon Travis;1.400000;0.385000;0.050000;1.400000;4.420000;7.260000;0.251000;
Neil Walker;1.360000;0.357000;0.166667;1.350000;3.720000;8.410000;0.251000;
Marcell Ozuna;1.259259;0.360000;0.333333;1.000000;3.240000;10.450000;0.207000;
Mark Trumbo;1.259259;0.190000;0.000000;1.140000;2.820000;9.440000;0.188000;
DJ LeMahieu;1.178571;0.208000;0.166667;1.590000;5.760000;6.750000;0.336000;
Brett Gardner;1.280000;0.250000;0.129032;1.110000;3.150000;10.220000;0.203000;
Giancarlo Stanton;1.185185;0.391000;0.166667;1.000000;3.240000;10.450000;0.207000;
Starlin Castro;1.230769;0.217000;0.428571;1.110000;3.150000;10.220000;0.243000;
Justin Bour;1.148148;0.318000;0.333333;1.000000;3.240000;10.450000;0.223000;
Aaron Judge;1.240000;0.381000;0.200000;1.110000;3.150000;10.220000;0.243000;
Travis Shaw;1.347826;0.346000;-1.000000;1.320000;3.830000;8.210000;0.224000;
Jose Bautista;1.148148;0.381000;0.142857;1.400000;4.420000;7.260000;0.251000;
Michael Conforto;1.240000;0.240000;-1.000000;1.350000;3.720000;8.410000;0.263000;
Ryon Healy;1.200000;0.391000;0.000000;1.370000;5.060000;9.880000;0.236000;
Jed Lowrie;1.153846;0.409000;0.250000;1.370000;5.060000;9.880000;0.262000;
Aledmys Diaz;1.250000;0.261000;0.333333;1.090000;3.280000;7.910000;0.203000;
Ian Desmond;1.153846;0.308000;0.277778;1.590000;5.760000;6.750000;0.336000;
Andrelton Simmons;1.071429;0.345000;-1.000000;1.590000;4.640000;8.020000;0.257000;
Mookie Betts;1.111111;0.241000;-1.000000;1.510000;3.020000;8.550000;0.260000;
Mark Reynolds;1.208333;0.273000;0.142857;1.590000;5.760000;6.750000;0.336000;
Domingo Santana;1.160000;0.269000;-1.000000;1.320000;3.830000;8.210000;0.239000;
Nolan Arenado;1.074074;0.192000;0.333333;1.590000;5.760000;6.750000;0.336000;
Joe Mauer;1.272727;0.409000;-1.000000;1.630000;5.790000;10.800000;0.225000;
Yasmani Grandal;1.272727;0.227000;0.333333;1.540000;4.200000;7.760000;0.290000;
Chris Taylor;1.037037;0.296000;-1.000000;1.540000;4.200000;7.760000;0.298000;
Jedd Gyorko;1.217391;0.300000;0.000000;1.090000;3.280000;7.910000;0.203000;
Didi Gregorius;1.076923;0.250000;0.250000;1.110000;3.150000;10.220000;0.203000;
Dee Gordon;1.076923;0.381000;0.181818;1.000000;3.240000;10.450000;0.223000;
Michael Brantley;1.173913;0.400000;-1.000000;1.440000;5.560000;8.240000;0.225000;
Keon Broxton;1.125000;0.125000;-1.000000;1.320000;3.830000;8.210000;0.239000;
Jason Kipnis;1.080000;0.320000;-1.000000;1.440000;5.560000;8.240000;0.225000;
Kendrys Morales;1.130435;0.444000;0.277778;1.400000;4.420000;7.260000;0.264500;
Justin Smoak;1.000000;0.318000;0.263158;1.400000;4.420000;7.260000;0.264500;
Hernan Perez;1.083333;0.217000;-1.000000;1.320000;3.830000;8.210000;0.239000;
Kevin Pillar;1.040000;0.080000;0.285714;1.400000;4.420000;7.260000;0.251000;
Cody Bellinger;0.962963;0.167000;-1.000000;1.540000;4.200000;7.760000;0.282000;
Carlos Gonzalez;1.000000;0.240000;0.421053;1.590000;5.760000;6.750000;0.224000;
Jonathan Schoop;1.000000;0.304000;0.153846;1.140000;2.820000;9.440000;0.188000;
Edwin Encarnacion;0.961538;0.348000;-1.000000;1.440000;5.560000;8.240000;0.277000;
Yadier Molina;1.086957;0.292000;0.250000;1.090000;3.280000;7.910000;0.203000;
Albert Pujols;1.142857;0.350000;-1.000000;1.590000;4.640000;8.020000;0.257000;
Cameron Maybin;0.960000;0.235000;-1.000000;1.590000;4.640000;8.020000;0.257000;
Jose Ramirez;0.960000;0.458000;-1.000000;1.440000;5.560000;8.240000;0.251000;
Matt Holliday;0.960000;0.182000;0.225806;1.110000;3.150000;10.220000;0.243000;
Corey Seager;0.923077;0.286000;-1.000000;1.540000;4.200000;7.760000;0.282000;
Francisco Lindor;0.960000;0.294000;-1.000000;1.440000;5.560000;8.240000;0.251000;
Carlos Santana;0.923077;0.333000;-1.000000;1.440000;5.560000;8.240000;0.251000;
Tommy Pham;1.095238;0.400000;-1.000000;1.090000;3.280000;7.910000;0.203000;
Mitch Moreland;0.884615;0.467000;0.500000;1.510000;3.020000;8.550000;0.161000;
Aaron Hicks;1.000000;0.353000;0.200000;1.110000;3.150000;10.220000;0.223000;
Gary Sanchez;1.047619;0.250000;0.400000;1.110000;3.150000;10.220000;0.243000;
Miguel Sano;0.956522;0.125000;-1.000000;1.630000;5.790000;10.800000;0.234000;
Jorge Polanco;1.047619;0.227000;-1.000000;1.630000;5.790000;10.800000;0.229500;
Curtis Granderson;0.846154;0.346000;0.285714;1.350000;3.720000;8.410000;0.263000;
Orlando Arcia;0.916667;0.391000;-1.000000;1.320000;3.830000;8.210000;0.239000;
J.T. Realmuto;0.916667;0.150000;-1.000000;1.000000;3.240000;10.450000;0.207000;
Brian Dozier;1.000000;0.231000;-1.000000;1.630000;5.790000;10.800000;0.234000;
Manny Machado;0.846154;0.160000;0.210526;1.140000;2.820000;9.440000;0.188000;
Christian Yelich;0.840000;0.353000;0.222222;1.000000;3.240000;10.450000;0.223000;
Max Kepler;0.875000;0.179000;-1.000000;1.630000;5.790000;10.800000;0.225000;
J.J. Hardy;0.807692;0.333000;0.300000;1.140000;2.820000;9.440000;0.188000;
Jose Reyes;0.840000;0.156000;0.400000;1.350000;3.720000;8.410000;0.251000;
Jay Bruce;0.875000;0.259000;0.090909;1.350000;3.720000;8.410000;0.263000;
Trevor Plouffe;0.833333;0.190000;0.282609;1.370000;5.060000;9.880000;0.236000;
Yasiel Puig;0.800000;0.200000;0.142857;1.540000;4.200000;7.760000;0.298000;
Jonathan Villar;0.800000;0.143000;-1.000000;1.320000;3.830000;8.210000;0.231500;
Andrew Benintendi;0.800000;0.150000;-1.000000;1.510000;3.020000;8.550000;0.161000;
Chris Davis;0.769231;0.125000;0.210526;1.140000;2.820000;9.440000;0.282000;
Hanley Ramirez;0.826087;0.190000;0.240000;1.510000;3.020000;8.550000;0.260000;
Ezequiel Carrera;0.863636;0.333000;0.375000;1.400000;4.420000;7.260000;0.278000;
Matt Carpenter;0.760000;0.227000;0.333333;1.090000;3.280000;7.910000;0.242000;
Khris Davis;0.760000;0.300000;0.000000;1.370000;5.060000;9.880000;0.236000;
Eddie Rosario;0.750000;0.286000;-1.000000;1.630000;5.790000;10.800000;0.225000;
Derek Dietrich;0.653846;0.100000;0.000000;1.000000;3.240000;10.450000;0.223000;
Adam Rosales;0.680000;0.167000;-1.000000;1.370000;5.060000;9.880000;0.236000;
Dexter Fowler;0.727273;0.300000;0.200000;1.090000;3.280000;7.910000;0.222500;
Jackie Bradley Jr.;0.727273;0.294000;-1.000000;1.510000;3.020000;8.550000;0.161000;
Matt Joyce;0.652174;0.154000;0.333333;1.370000;5.060000;9.880000;0.288000;
Eric Thames;0.681818;0.091000;-1.000000;1.320000;3.830000;8.210000;0.224000;
Luis Valbuena;0.576923;0.148000;-1.000000;1.590000;4.640000;8.020000;0.375000;
Kole Calhoun;0.576923;0.130000;-1.000000;1.590000;4.640000;8.020000;0.375000;
