Matt Kemp;1.518519;0.310000;0.363636;1.300000;4.370000;7.960000;0.270000;
Corey Dickerson;1.481481;0.276000;0.200000;1.530000;3.770000;6.280000;0.381000;
Ender Inciarte;1.444444;0.433000;0.666667;1.300000;4.370000;7.960000;0.250000;
Jean Segura;1.444444;0.360000;0.333333;1.330000;4.500000;7.350000;0.210000;
Eric Hosmer;1.370370;0.250000;0.100000;1.620000;4.380000;8.030000;0.244000;
Marcell Ozuna;1.296296;0.333000;0.217391;1.150000;4.280000;3.620000;0.277000;
Carlos Correa;1.360000;0.450000;0.750000;0.830000;1.800000;6.430000;0.125000;
Josh Harrison;1.214286;0.424000;0.600000;1.000000;2.250000;6.750000;0.235000;
Justin Bour;1.222222;0.381000;0.125000;1.150000;4.280000;3.620000;0.183000;
Michael Conforto;1.320000;0.333000;0.000000;1.140000;3.600000;6.940000;0.291000;
Adam Duvall;1.269231;0.360000;-1.000000;1.390000;3.300000;7.320000;0.305000;
Nick Markakis;1.222222;0.296000;0.235294;1.300000;4.370000;7.960000;0.250000;
Eduardo Nunez;1.230769;0.364000;-1.000000;1.320000;4.320000;7.710000;0.222000;
Neil Walker;1.230769;0.370000;0.260870;1.140000;3.600000;6.940000;0.259500;
Starlin Castro;1.230769;0.190000;0.285714;1.140000;2.920000;6.400000;0.222000;
Jose Altuve;1.142857;0.259000;0.300000;0.830000;1.800000;6.430000;0.125000;
Billy Hamilton;1.280000;0.238000;-1.000000;1.390000;3.300000;7.320000;0.283000;
Aaron Judge;1.240000;0.316000;-1.000000;1.140000;2.920000;6.400000;0.222000;
Devon Travis;1.291667;0.333000;-1.000000;1.530000;5.890000;4.910000;0.205000;
Ryan Zimmerman;1.240000;0.389000;0.000000;1.530000;5.280000;7.600000;0.237000;
Brett Gardner;1.240000;0.158000;0.428571;1.140000;2.920000;6.400000;0.243000;
Didi Gregorius;1.192308;0.263000;0.333333;1.140000;2.920000;6.400000;0.243000;
Zack Cozart;1.363636;0.346000;-1.000000;1.390000;3.300000;7.320000;0.305000;
Chris Owings;1.200000;0.333000;-1.000000;1.340000;6.270000;5.790000;0.259000;
Jedd Gyorko;1.304348;0.273000;-1.000000;1.710000;4.760000;9.000000;0.255000;
Paul Goldschmidt;1.111111;0.348000;-1.000000;1.340000;6.270000;5.790000;0.259000;
Jed Lowrie;1.153846;0.500000;0.250000;0.940000;2.930000;8.950000;0.199000;
Giancarlo Stanton;1.111111;0.417000;0.111111;1.150000;4.280000;3.620000;0.277000;
Andrelton Simmons;1.071429;0.429000;-1.000000;1.460000;4.880000;6.830000;0.248000;
Elvis Andrus;1.071429;0.240000;0.133333;0.860000;2.760000;6.610000;0.217000;
Yasmani Grandal;1.318182;0.235000;0.157895;0.930000;1.910000;6.160000;0.207000;
Domingo Santana;1.160000;0.250000;-1.000000;1.700000;6.860000;6.420000;0.345000;
