Dee Gordon;1.500000;0.333000;0.461538;1.570000;6.140000;6.690000;0.291000;
Joe Mauer;1.464286;0.360000;0.000000;1.410000;4.350000;7.010000;0.250000;
Trey Mancini;1.250000;0.357000;0.666667;1.260000;4.160000;8.200000;0.175000;
Christian Yelich;1.250000;0.100000;0.238095;1.570000;6.140000;6.690000;0.291000;
Jonathan Schoop;1.250000;0.200000;0.125000;1.260000;4.160000;8.200000;0.175000;
Nick Williams;1.206897;0.333000;-1.000000;0.920000;2.120000;10.780000;0.250000;
J.D. Martinez;1.307692;0.435000;0.333333;1.510000;4.610000;6.640000;0.270000;
Byron Buxton;1.178571;0.391000;-1.000000;1.410000;4.350000;7.010000;0.261000;
Marcell Ozuna;1.178571;0.217000;0.350000;1.570000;6.140000;6.690000;0.252000;
Brett Gardner;1.230769;0.259000;0.321429;1.130000;3.350000;7.340000;0.212000;
Cesar Hernandez;1.142857;0.316000;0.000000;0.920000;2.120000;10.780000;0.219500;
Asdrubal Cabrera;1.107143;0.556000;0.500000;1.260000;4.240000;8.050000;0.250500;
Rhys Hoskins;1.107143;0.238000;-1.000000;0.920000;2.120000;10.780000;0.189000;
Adam Jones;1.192308;0.333000;0.318182;1.260000;4.160000;8.200000;0.175000;
Brian Dozier;1.068966;0.320000;-1.000000;1.410000;4.350000;7.010000;0.261000;
Andrew Benintendi;1.148148;0.333000;0.214286;1.180000;4.030000;8.170000;0.250000;
Gary Sanchez;1.250000;0.292000;-1.000000;1.130000;3.350000;7.340000;0.225000;
Eddie Rosario;1.071429;0.417000;0.333333;1.410000;4.350000;7.010000;0.250000;
Jorge Polanco;1.034483;0.160000;-1.000000;1.410000;4.350000;7.010000;0.255500;
Manny Machado;1.071429;0.083000;0.363636;1.260000;4.160000;8.200000;0.175000;
Matt Olson;1.120000;0.250000;-1.000000;1.420000;6.620000;9.680000;0.258000;
Ryon Healy;1.272727;0.364000;-1.000000;1.420000;6.620000;9.680000;0.270000;
Eduardo Escobar;0.965517;0.217000;-1.000000;1.410000;4.350000;7.010000;0.255500;
Maikel Franco;1.000000;0.350000;0.250000;0.920000;2.120000;10.780000;0.189000;
Freddy Galvis;0.931035;0.318000;0.571429;0.920000;2.120000;10.780000;0.219500;
Mookie Betts;0.964286;0.308000;0.250000;1.180000;4.030000;8.170000;0.219000;
Tim Beckham;0.964286;0.138000;0.166667;1.260000;4.160000;8.200000;0.175000;
Jed Lowrie;1.083333;0.375000;-1.000000;1.420000;6.620000;9.680000;0.264000;
Didi Gregorius;0.928571;0.286000;0.142857;1.130000;3.350000;7.340000;0.212000;
Marcus Semien;1.040000;0.160000;-1.000000;1.420000;6.620000;9.680000;0.270000;
Domingo Santana;1.086957;0.400000;0.142857;1.550000;4.780000;8.490000;0.262000;
