Charlie Blackmon;1.666667;0.458000;0.142857;1.300000;4.460000;9.960000;0.272000;
Jose Altuve;1.428571;0.280000;0.280000;1.240000;4.240000;6.690000;0.275000;
Marcell Ozuna;1.357143;0.379000;0.333333;1.070000;3.040000;4.770000;0.236000;
Corey Dickerson;1.461538;0.192000;0.428571;1.290000;3.440000;7.250000;0.240000;
Andrelton Simmons;1.285714;0.292000;-1.000000;1.550000;4.660000;11.170000;0.191000;
Aaron Judge;1.296296;0.375000;0.333333;1.790000;5.860000;6.410000;0.365000;
Jordy Mercer;1.346154;0.308000;-1.000000;1.060000;3.480000;8.710000;0.154000;
Elvis Andrus;1.400000;0.273000;0.150000;0.880000;2.350000;12.170000;0.135000;
Josh Harrison;1.346154;0.318000;-1.000000;1.060000;3.480000;8.710000;0.154000;
Ryon Healy;1.250000;0.296000;-1.000000;1.150000;3.650000;11.050000;0.196000;
Nomar Mazara;1.416667;0.429000;-1.000000;0.880000;2.350000;12.170000;0.221000;
Avisail Garcia;1.259259;0.417000;0.227273;0.960000;3.360000;8.780000;0.181000;
Xander Bogaerts;1.259259;0.360000;0.600000;1.570000;4.480000;8.200000;0.282000;
Melky Cabrera;1.214286;0.385000;0.290323;0.960000;3.360000;8.780000;0.200500;
George Springer;1.307692;0.333000;0.181818;1.240000;4.240000;6.690000;0.275000;
DJ LeMahieu;1.214286;0.250000;0.333333;1.300000;4.460000;9.960000;0.247000;
Didi Gregorius;1.269231;0.417000;0.192308;1.790000;5.860000;6.410000;0.255000;
Jake Lamb;1.222222;0.286000;0.000000;1.220000;2.940000;8.060000;0.227000;
Jed Lowrie;1.269231;0.296000;-1.000000;1.150000;3.650000;11.050000;0.226500;
Jose Abreu;1.178571;0.273000;0.250000;0.960000;3.360000;8.780000;0.181000;
Domingo Santana;1.230769;0.360000;0.000000;1.070000;2.850000;11.300000;0.179000;
Giancarlo Stanton;1.185185;0.261000;0.000000;1.070000;3.040000;4.770000;0.236000;
Carlos Correa;1.280000;0.222000;0.200000;1.240000;4.240000;6.690000;0.275000;
Joey Votto;1.185185;0.462000;0.166667;1.390000;4.410000;8.080000;0.322000;
Dee Gordon;1.142857;0.242000;0.000000;1.070000;3.040000;4.770000;0.274000;
Evan Longoria;1.142857;0.276000;-1.000000;1.290000;3.440000;7.250000;0.246000;
Zack Cozart;1.291667;0.346000;0.000000;1.390000;4.410000;8.080000;0.237000;
Tim Beckham;1.148148;0.400000;-1.000000;1.290000;3.440000;7.250000;0.246000;
Starlin Castro;1.148148;0.348000;0.391304;1.790000;5.860000;6.410000;0.365000;
Neil Walker;1.250000;0.300000;0.375000;1.230000;3.210000;5.660000;0.220500;
Tim Anderson;1.250000;0.261000;0.375000;0.960000;3.360000;8.780000;0.181000;
Jose Bautista;1.111111;0.136000;0.666667;1.000000;1.690000;10.310000;0.192000;
Michael Brantley;1.200000;0.125000;0.500000;1.410000;5.300000;9.170000;0.235000;
Paul Goldschmidt;1.071429;0.412000;0.250000;1.220000;2.940000;8.060000;0.242000;
Yolmer Sanchez;1.071429;0.278000;0.125000;0.960000;3.360000;8.780000;0.200500;
Adam Frazier;1.111111;0.261000;-1.000000;1.060000;3.480000;8.710000;0.231000;
Brett Gardner;1.153846;0.259000;0.324324;1.790000;5.860000;6.410000;0.255000;
Kyle Seager;1.071429;0.429000;0.307692;1.220000;5.330000;9.590000;0.333000;
Joe Mauer;1.260870;0.200000;-1.000000;1.610000;4.870000;5.850000;0.291000;
Justin Smoak;1.115385;0.391000;-1.000000;1.000000;1.690000;10.310000;0.193000;
Orlando Arcia;1.115385;0.350000;-1.000000;1.070000;2.850000;11.300000;0.179000;
Andrew McCutchen;1.115385;0.440000;-1.000000;1.060000;3.480000;8.710000;0.154000;
Matt Holliday;1.074074;0.381000;0.363636;1.790000;5.860000;6.410000;0.365000;
Hernan Perez;1.074074;0.300000;0.333333;1.070000;2.850000;11.300000;0.179000;
Brian Dozier;1.074074;0.250000;-1.000000;1.610000;4.870000;5.850000;0.296000;
David Peralta;1.037037;0.278000;-1.000000;1.220000;2.940000;8.060000;0.227000;
Ben Gamel;1.076923;0.261000;-1.000000;1.220000;5.330000;9.590000;0.333000;
Adam Duvall;1.120000;0.353000;0.333333;1.390000;4.410000;8.080000;0.237000;
Chris Taylor;1.000000;0.167000;-1.000000;1.240000;4.590000;7.530000;0.250000;
Chris Owings;1.037037;0.261000;0.000000;1.220000;2.940000;8.060000;0.242000;
Max Kepler;1.076923;0.125000;-1.000000;1.610000;4.870000;5.850000;0.291000;
Nolan Arenado;1.000000;0.280000;0.181818;1.300000;4.460000;9.960000;0.247000;
Leury Garcia;1.038462;0.313000;0.000000;0.960000;3.360000;8.780000;0.200500;
Danny Valencia;1.080000;0.222000;0.428571;1.220000;5.330000;9.590000;0.225000;
Jose Iglesias;1.173913;0.316000;0.250000;1.360000;4.020000;11.410000;0.219000;
J.D. Martinez;1.000000;0.348000;0.750000;1.360000;4.020000;11.410000;0.219000;
Jose Peraza;1.080000;0.250000;-1.000000;1.390000;4.410000;8.080000;0.237000;
Miguel Sano;1.080000;0.261000;-1.000000;1.610000;4.870000;5.850000;0.296000;
Justin Upton;0.964286;0.320000;0.333333;1.360000;4.020000;11.410000;0.219000;
Ian Desmond;1.038462;0.304000;0.277778;1.300000;4.460000;9.960000;0.247000;
Anthony Rizzo;0.962963;0.417000;0.333333;1.160000;3.560000;5.890000;0.238000;
Jose Ramirez;1.040000;0.316000;0.333333;1.410000;5.300000;9.170000;0.249000;
Tommy Joseph;0.928571;0.333000;-1.000000;1.560000;4.820000;7.710000;0.289000;
Jason Kipnis;1.000000;0.158000;0.288462;1.410000;5.300000;9.170000;0.235000;
Aaron Hicks;1.086957;0.292000;0.263158;1.790000;5.860000;6.410000;0.310000;
Gary Sanchez;1.086957;0.333000;0.272727;1.790000;5.860000;6.410000;0.365000;
Mark Reynolds;1.000000;0.409000;0.333333;1.300000;4.460000;9.960000;0.247000;
Kendrys Morales;1.000000;0.200000;0.000000;1.000000;1.690000;10.310000;0.193000;
Lucas Duda;0.925926;0.136000;-1.000000;1.230000;3.210000;5.660000;0.212000;
Josh Reddick;1.041667;0.333000;0.428571;1.240000;4.240000;6.690000;0.242000;
