2445;Sanchez, Gary;R;1118.16;0.88;0.992;1.04;1.12718;1.02; 
2328;Castillo, Welington;L;1084.68;0.799;1.038;1.096;1.04498;1.05; 
2522;McCann, James;R;1059.35;0.765;0.822;0.778;1.28875;1.22; 
2411;Barnhart, Tucker;R;1051.82;0.73;0.847;0.708;1.24182;1; 
2309;Avila, Alex;R;1009.63;0.865;0.867;0.821;1.16451;0.91; 
2209;Molina, Yadier;R;959.584;0.755;0.938;0.946;1.02301;0.99; 
2344;Chirinos, Robinson;L;906.072;0.878;0.983;1.117;0.921742;0.96; 
2377;Zunino, Mike;R;904.794;0.792;0.828;1.213;1.09275;1.05; 
2238;Iannetta, Chris;L;882.196;0.815;0.85;1.137;1.03788;1.08; 
2387;Rupp, Cameron;R;838.769;0.769;0.809;0.821;1.0368;0.98; 
2325;Lucroy, Jonathan;R;829.76;0.68;0.867;0.8;0.957047;1.22; 
2314;Posey, Buster;L;797.869;0.86;0.68;-1;1.17334;1; 
2319;Ramos, Wilson;L;748.642;0.682;0.768;0.783;0.974794;1; 
2357;d'Arnaud, Travis;R;713.724;0.672;0.518;0.45;1.37785;1; 
2364;Gomes, Yan;L;666.989;0.671;0.618;0.579;1.07927;1.02; 
2565;Hedges, Austin;L;641.912;0.656;0.591;0.529;1.08615;1; 
2719;Maxwell, Bruce;R;632.74;0.62;0.519;0.824;1.21915;0.92; 
2296;Wieters, Matt;L;613.754;0.657;0.573;0.833;1.07112;1.02; 
2345;Pina, Manny;R;553.567;0.77;0.685;0.533;0.808128;0.99; 
2351;Maldonado, Martin;R;535.817;0.667;0.497;0.596;1.0781;0.95; 
2571;Barnes, Austin;L;-976.749;0.924;-1;0.944;0.976749;1.08; 
2222;McCann, Brian;R;-994.342;0.73;-1;0.962;0.994342;0.94; 
2254;Suzuki, Kurt;R;-1000;0.888;-1;-1;1;0.98; 
2712;Narvaez, Omar;R;-1011.78;0.675;-1;0.5;1.01178;0.97; 
2485;Joseph, Caleb;L;-1044.98;0.749;-1;-1;1.04498;1.05; 
2239;Stewart, Chris;L;-1054.39;0.461;-1;0.347;1.05439;1.02; 
2241;Montero, Miguel;R;-1124.54;0.692;-1;0.481;1.12454;1.04; 
2322;Butera, Drew;R;-1135.94;0.669;-1;-1;1.13594;1; 
2304;Gimenez, Chris;L;-1293.59;0.701;-1;0.724;1.29359;1.05; 
3172;Votto, Joey;R;1280.63;1.035;1.121;0.865;1.1424;1.05; 
3210;Rizzo, Anthony;R;1172.66;0.919;1.007;1.26;1.16451;0.91; 
3196;Alonso, Yonder;R;1105.46;0.874;0.83;0.619;1.33188;1; 
3217;Goldschmidt, Paul;L;1064.86;1.02;1.026;1.242;1.03788;1.08; 
2670;Bell, Josh;L;1063.88;0.834;1.009;0.826;1.05439;1.02; 
2317;Santana, Carlos;L;1029.62;0.818;0.954;1.34;1.07927;1.02; 
2484;Cron, C.J.;R;971.371;0.736;0.901;0.799;1.0781;0.95; 
5168;Headley, Chase;R;952.465;0.765;0.845;0.798;1.12718;1.02; 
3215;Hosmer, Eric;R;927.519;0.881;0.902;1.027;1.02829;1.01; 
2407;Abreu, Jose;R;919.064;0.884;0.942;0.825;0.975652;1.05; 
5149;Zimmerman, Ryan;L;898.674;0.914;0.839;0.36;1.07112;1.02; 
5132;Encarnacion, Edwin;L;896.873;0.851;0.831;0.757;1.07927;1.02; 
3200;Smoak, Justin;R;894.601;0.94;0.829;0.936;1.07913;1.04; 
3194;Freeman, Freddie;R;888;1.022;0.888;0.678;1;0.97; 
5125;Cabrera, Miguel;R;880.217;0.745;0.683;0.536;1.28875;1.22; 
5196;Valencia, Danny;R;874.198;0.743;0.8;0.833;1.09275;1.05; 
2716;Gurriel, Yulieski;R;849.97;0.795;0.841;0.606;1.01067;0.96; 
2189;Mauer, Joe;L;799.022;0.783;0.864;1.125;0.924794;0.97; 
5165;Reynolds, Mark;R;791.478;0.878;0.827;0.829;0.957047;1.22; 
3177;Davis, Chris;L;757.636;0.769;0.742;0.961;1.02107;1; 
7709;Thames, Eric;R;740.824;0.861;0.678;0.374;1.09266;1.13; 
5100;Pujols, Albert;R;734.189;0.651;0.681;0.645;1.0781;0.95; 
2574;Gallo, Joey;L;732.747;0.89;1.129;-1;0.649023;0.94; 
6177;Ramirez, Hanley;L;705.754;0.762;0.685;0.569;1.0303;1.04; 
7742;Myers, Wil;L;699.478;0.762;0.644;0.412;1.08615;1; 
2715;Healy, Ryon;R;687.587;0.758;0.766;0.868;0.897634;0.95; 
5203;Carpenter, Matt;R;684.027;0.816;0.765;0.653;0.894153;1.13; 
3145;Morales, Kendrys;R;674.458;0.741;0.625;0.719;1.07913;1.04; 
2361;Joseph, Tommy;R;583.717;0.723;0.563;1;1.0368;0.98; 
2232;Napoli, Mike;L;558.576;0.715;0.606;0.342;0.921742;0.96; 
2824;Smith, Dominic;R;0;-1;-1;-1;1.20876;1.05; 
2743;Olson, Matt;R;0;-1;-1;-1;1.21915;0.92; 
2415;Aguilar, Jesus;R;-808.128;0.841;-1;-1;0.808128;0.99; 
6275;Dozier, Brian;L;1297.47;0.818;1.003;0.47;1.29359;1.05; 
5234;Flores, Wilmer;R;1073.34;0.797;0.779;0.711;1.37785;1; 
4170;Cano, Robinson;R;1020.22;0.786;0.766;0.833;1.33188;1; 
6164;Kinsler, Ian;R;960.12;0.725;0.745;0.686;1.28875;1.22; 
4262;Wong, Kolten;R;907.565;0.857;1.015;1.09;0.894153;1.13; 
4274;Hernandez, Cesar;R;905.124;0.786;0.873;1.148;1.0368;0.98; 
2775;Happ, Ian;R;901.567;0.832;0.902;0.768;0.99952;1.02; 
4252;Altuve, Jose;R;878.268;0.98;0.869;0.724;1.01067;0.96; 
2621;Torreyes, Ronald;R;865.672;0.704;0.768;1.339;1.12718;1.02; 
2593;Tomlinson, Kelby;L;853.016;0.646;0.727;0.786;1.17334;1; 
6241;Nunez, Eduardo;L;847.936;0.794;0.823;0.976;1.0303;1.04; 
6268;Schoop, Jonathan;L;844.341;0.883;0.808;0.778;1.04498;1.05; 
4275;Gennett, Scooter;R;822.531;0.869;0.72;0.833;1.1424;1.05; 
4248;Harrison, Josh;L;784.466;0.779;0.744;0.606;1.05439;1.02; 
4244;Forsythe, Logan;L;755.027;0.7;0.773;0.895;0.976749;1.08; 
4278;Ramirez, Jose;L;730.665;0.882;0.677;0.898;1.07927;1.02; 
4202;Lowrie, Jed;R;730.674;0.784;0.814;0.783;0.897634;0.95; 
2699;Merrifield, Whit;R;696.331;0.772;0.613;0.655;1.13594;1; 
5189;Walker, Neil;R;637.613;0.805;0.789;0.789;0.808128;0.99; 
6240;Barney, Darwin;R;583.811;0.562;0.541;0.588;1.07913;1.04; 
2748;Asuaje, Carlos;L;562.02;0.722;0.669;0.646;0.840089;0.96; 
2486;Odor, Rougned;L;454.965;0.669;0.701;-1;0.649023;0.94; 
2598;Cowart, Kaleb;R;0;-1;-1;-1;1.0781;0.95; 
2819;Albies, Ozzie;R;0;-1;-1;-1;1;0.98; 
5176;Murphy, Dan;L;0;-1;-1;-1;1.05583;0.92; 
2408;Sanchez, Carlos;R;0;-1;-1;-1;0.975652;1.05; 
4247;LeMahieu, D.J.;R;0;-1;-1;-1;0.957047;1.22; 
2605;Drury, Brandon;L;-1037.88;0.758;-1;0.325;1.03788;1.08; 
2424;Suarez, Eugenio;R;1461.62;0.878;1.177;1.349;1.24182;1; 
2440;Polanco, Jorge;L;1378.96;0.689;1.066;1.145;1.29359;1.05; 
2324;Donaldson, Josh;R;1273.38;0.907;1.18;0.783;1.07913;1.04; 
6266;Machado, Manny;L;1108.72;0.811;1.061;0.95;1.04498;1.05; 
2720;Bregman, Alex;R;1047.05;0.846;1.036;0.897;1.01067;0.96; 
2554;Bryant, Kris;R;1043.5;0.937;1.044;0.983;0.99952;1.02; 
5206;Seager, Kyle;R;989.584;0.768;0.743;0.794;1.33188;1; 
2514;Lamb, Jake;L;970.613;0.883;0.78;0.41;1.24438;1.11; 
5217;Castellanos, Nick;R;956.254;0.752;0.742;1.036;1.28875;1.22; 
5219;Arenado, Nolan;R;930.25;0.949;0.972;0.795;0.957047;1.22; 
4215;Valbuena, Luis;R;916.12;0.711;0.855;0.808;1.07148;0.92; 
6200;Cabrera, Asdrubal;R;892.844;0.723;0.648;0.849;1.37785;1; 
5006;Beltre, Adrian;L;892.246;0.94;0.968;1.139;0.921742;0.96; 
5204;Moustakas, Mike;R;862.737;0.86;0.839;-1;1.02829;1.01; 
4230;Frazier, Todd;R;819.458;0.746;0.727;0.606;1.12718;1.02; 
2813;Devers, Rafael;L;791.817;0.898;0.898;0.387;0.881756;1.04; 
2790;Chapman, Matt;R;790.815;0.807;0.881;0.86;0.897634;0.95; 
2567;Shaw, Travis;R;770.326;0.897;0.705;0.762;1.09266;1.13; 
5216;Rendon, Anthony;L;770.139;0.943;0.719;0.888;1.07112;1.02; 
4227;Turner, Justin;L;764.794;0.952;0.783;0.385;0.976749;1.08; 
5187;Freese, David;L;705.387;0.741;0.669;0.649;1.05439;1.02; 
6137;Phillips, Brandon;R;697;0.758;0.697;0.745;1;0.98; 
5160;Longoria, Evan;L;673.583;0.757;0.691;0.755;0.974794;1; 
2525;Franco, Maikel;R;660.44;0.669;0.637;0.723;1.0368;0.98; 
4261;Spangenberg, Cory;L;646.029;0.742;0.769;0.533;0.840089;0.96; 
2587;Saladino, Tyler;R;426.36;0.522;0.437;0.445;0.975652;1.05; 
2577;Urshela, Giovanny;L;0;-1;-1;-1;1.07927;1.02; 
2467;Garcia, Greg;R;-894.153;0.707;-1;0.845;0.894153;1.13; 
6274;Cozart, Zack;R;1111.43;0.957;0.895;0.571;1.24182;1; 
6270;Beckham, Tim;L;1107.67;0.813;1.06;0.748;1.04498;1.05; 
2596;Peraza, Jose;R;959.928;0.627;0.773;0.481;1.24182;1; 
2782;DeJong, Paul;R;927.871;0.893;0.907;0.708;1.02301;0.99; 
6265;Lindor, Francisco;L;907.666;0.803;0.841;1.221;1.07927;1.02; 
2513;Baez, Javier;R;902.566;0.801;0.903;0.708;0.99952;1.02; 
2731;Swanson, Dansby;R;876;0.642;0.876;1.016;1;0.98; 
6285;Gregorius, Didi;R;867.068;0.821;0.78;0.637;1.11163;1.03; 
2569;Difo, Wilmer;L;857.971;0.731;0.801;0.771;1.07112;1.02; 
6249;Iglesias, Jose;R;831.245;0.653;0.645;1.067;1.28875;1.22; 
6253;Crawford, Brandon;L;805.293;0.688;0.79;1.376;1.01936;0.96; 
6222;Andrus, Elvis;L;795.463;0.808;0.863;0.801;0.921742;0.96; 
6257;Escobar, Eduardo;L;790.382;0.715;0.611;0.558;1.29359;1.05; 
6296;Goins, Ryan;R;763.561;0.614;0.679;0.87;1.12454;1.04; 
6277;Simmons, Andrelton;R;755.751;0.787;0.701;0.586;1.0781;0.95; 
6295;Bogaerts, Xander;L;735.633;0.745;0.714;0.883;1.0303;1.04; 
6276;Mercer, Jordy;L;718.039;0.739;0.681;1.208;1.05439;1.02; 
2704;Anderson, Tim;R;716.128;0.642;0.734;0.478;0.975652;1.05; 
2615;Seager, Corey;L;684.435;0.895;0.831;0.818;0.823628;1.11; 
6282;Segura, Jean;R;680.781;0.764;0.623;0.392;1.09275;1.05; 
6299;Semien, Marcus;R;680.406;0.743;0.758;1.026;0.897634;0.95; 
6283;Hechavarria, Adeiny;L;679.432;0.635;0.697;0.985;0.974794;1; 
6273;Gonzalez, Marwin;R;674.114;0.909;0.667;0.411;1.01067;0.96; 
2647;Story, Trevor;R;671.847;0.736;0.702;0.907;0.957047;1.22; 
6261;Galvis, Freddy;R;661.476;0.705;0.638;0.527;1.0368;0.98; 
6220;Escobar, Alcides;R;656.573;0.57;0.578;-1;1.13594;1; 
2658;Arcia, Orlando;R;617.409;0.731;0.764;0.385;0.808128;0.99; 
2817;Rosario, Amed;R;0;-1;-1;-1;1.37785;1; 
3181;Rosales, Adam;L;-1037.88;0.635;-1;0.891;1.03788;1.08; 
7589;Upton, Justin;R;1394.43;0.913;1.082;0.921;1.28875;1.22; 
7532;Cruz, Nelson;R;1371.4;0.93;1.255;0.599;1.09275;1.05; 
2579;Buxton, Byron;L;1307.82;0.715;1.011;1.146;1.29359;1.05; 
7635;Fowler, Dexter;R;1181.58;0.847;1.155;0.775;1.02301;0.99; 
7613;Joyce, Matt;R;1156.98;0.779;0.949;0.676;1.21915;0.92; 
7711;Blackmon, Charlie;R;1136.29;1.022;1.184;1.088;0.959705;1.19; 
7702;Trout, Mike;R;1107.21;1.098;1.027;0.498;1.0781;0.95; 
4182;Kendrick, Howie;L;1050.77;0.91;0.981;0.923;1.07112;1.02; 
7577;Pence, Hunter;L;1019.63;0.685;0.869;0.465;1.17334;1; 
7690;Cain, Lorenzo;R;997.355;0.786;0.878;0.536;1.13594;1; 
2491;Peralta, David;L;979.324;0.814;0.787;0.759;1.24438;1.11; 
7760;Garcia, Avisail;R;968.822;0.857;0.993;1.067;0.975652;1.05; 
7752;Calhoun, Kole;R;964.336;0.72;0.9;0.902;1.07148;0.92; 
2552;Mahtook, Mikie;R;957.542;0.782;0.743;0.34;1.28875;1.22; 
7716;Martinez, J.D.;L;933.052;0.981;0.899;1.064;1.03788;1.08; 
