2445;Sanchez, Gary;R;1055.73;0.876;1.041;0.652;1.01415;1.02; 
2639;Contreras, Willson;R;925.409;0.791;0.914;1.228;1.01248;1.02; 
2345;Pina, Manny;R;884.456;0.79;0.832;0.591;1.06305;1.02; 
2427;Realmuto, J.T.;R;866.533;0.823;0.873;1.02;0.992593;0.96; 
2314;Posey, Buster;R;841.553;0.909;0.803;0.498;1.04801;0.96; 
2318;Castro, Jason;R;835.735;0.69;0.643;0.77;1.29974;0.97; 
2377;Zunino, Mike;R;835;0.755;0.835;0.35;1;0.96; 
2642;Smith, Kevan;L;769;0.686;0.769;0.916;1;1.22; 
2309;Avila, Alex;R;763.414;0.977;0.811;0.614;0.941324;1.15; 
2312;Flowers, Tyler;R;741.642;0.854;0.731;0.402;1.01456;1.02; 
2209;Molina, Yadier;L;693.711;0.707;0.75;0.551;0.924948;0.94; 
2328;Castillo, Welington;R;668.869;0.725;0.59;0.466;1.13368;1.05; 
2351;Maldonado, Martin;R;651.889;0.728;0.754;0.69;0.864575;1.11; 
2231;Martin, Russell;R;641.316;0.776;0.812;0.991;0.789798;1.04; 
2325;Lucroy, Jonathan;R;637.533;0.664;0.652;0.516;0.977812;1.11; 
2357;d'Arnaud, Travis;R;613.357;0.741;0.705;0.455;0.87001;0.94; 
2222;McCann, Brian;L;593.193;0.772;0.625;0.298;0.949108;1.04; 
2565;Hedges, Austin;R;583.755;0.689;0.659;1.173;0.88582;0.98; 
2364;Gomes, Yan;R;580.65;0.706;0.655;1.19;0.886488;1.08; 
2398;Vazquez, Christian;R;424.458;0.676;0.477;0.471;0.889849;0.9; 
2226;Mathis, Jeff;R;0;-1;-1;-1;1.45684;1.08; 
2296;Wieters, Matt;L;0;-1;-1;-1;0.873611;1.02; 
2719;Maxwell, Bruce;R;0;-1;-1;-1;1.08786;0.98; 
2755;Knapp, Andrew;R;-942.387;0.755;-1;0.739;0.942387;0.98; 
2373;Gattis, Evan;L;-971.965;0.815;-1;1.583;0.971965;1.04; 
2571;Barnes, Austin;L;-1046.95;0.921;-1;-1;1.04695;0.95; 
3217;Goldschmidt, Paul;R;1528.23;1.013;1.049;0.925;1.45684;1.08; 
3172;Votto, Joey;L;1127.82;1.053;1.189;1.132;0.948542;1.11; 
3223;Adams, Matt;R;1098.47;0.88;0.912;0.638;1.20446;0.92; 
2745;Mancini, Trey;R;1070.19;0.908;0.944;0.802;1.13368;1.05; 
3210;Rizzo, Anthony;R;1028.86;0.91;1.054;1.25;0.976149;0.91; 
2407;Abreu, Jose;L;985;0.865;0.985;0.986;1;1.22; 
2574;Gallo, Joey;R;948.695;0.814;0.807;-1;1.17558;1.04; 
5132;Encarnacion, Edwin;R;941.451;0.856;1.062;0.836;0.886488;1.08; 
3197;Morrison, Logan;L;894.258;0.95;1.096;1.473;0.815929;0.99; 
2716;Gurriel, Yulieski;L;887.404;0.798;0.913;1.455;0.971965;1.04; 
7694;Duda, Lucas;R;885.038;0.897;0.784;0.712;1.12888;0.98; 
7709;Thames, Eric;R;848.491;0.941;0.826;1.583;1.02723;1.03; 
2769;Bellinger, Cody;L;817.65;0.948;1.065;0.462;0.767747;0.97; 
3196;Alonso, Yonder;R;814.807;0.935;0.749;0.873;1.08786;0.98; 
3211;Belt, Brandon;R;811.528;0.804;0.81;0.846;1.00189;0.93; 
5203;Carpenter, Matt;L;805.242;0.818;0.947;0.679;0.850309;0.98; 
2232;Napoli, Mike;R;799.85;0.709;0.818;1.019;0.977812;1.11; 
2492;Bour, Justin;R;782.174;0.909;0.776;0.929;1.00796;0.93; 
3203;Moreland, Mitch;R;769.595;0.8;0.751;0.56;1.02476;0.99; 
6177;Ramirez, Hanley;R;767.05;0.798;0.862;1.019;0.889849;0.9; 
5196;Valencia, Danny;R;767;0.768;0.767;0.914;1;0.96; 
7742;Myers, Wil;R;744.974;0.804;0.841;0.526;0.88582;0.98; 
2361;Joseph, Tommy;R;743.543;0.778;0.789;1.049;0.942387;0.98; 
3200;Smoak, Justin;R;722.665;0.939;0.915;0.783;0.789798;1.04; 
2317;Santana, Carlos;R;692.347;0.739;0.781;1.271;0.886488;1.08; 
5165;Reynolds, Mark;L;663.738;0.879;0.736;0.395;0.901818;1.22; 
2442;Vargas, Kennys;R;623.483;0.707;0.638;0.859;0.977246;1.05; 
5125;Cabrera, Miguel;R;621.44;0.805;0.807;0.683;0.770062;1.08; 
3145;Morales, Kendrys;R;604.985;0.767;0.766;0.715;0.789798;1.04; 
5149;Zimmerman, Ryan;L;601.918;0.985;0.689;0.583;0.873611;1.02; 
5100;Pujols, Albert;R;542.953;0.668;0.628;0.891;0.864575;1.11; 
2175;Martinez, Victor;R;433.545;0.701;0.563;0.726;0.770062;1.08; 
3225;Moore, Tyler;R;-992.593;0.862;-1;-1;0.992593;0.96; 
2415;Aguilar, Jesus;R;-1063.05;0.924;-1;1.269;1.06305;1.02; 
2605;Drury, Brandon;R;1229.57;0.8;0.844;0.776;1.45684;1.08; 
6268;Schoop, Jonathan;R;1031.65;0.885;0.91;0.935;1.13368;1.05; 
4252;Altuve, Jose;L;1007.93;0.95;1.037;1.184;0.971965;1.04; 
2486;Odor, Rougned;R;1000.42;0.68;0.851;1.651;1.17558;1.04; 
4202;Lowrie, Jed;R;933.308;0.821;0.807;0.586;1.15652;0.96; 
4244;Forsythe, Logan;L;918.173;0.722;0.877;1.279;1.04695;0.95; 
2496;Panik, Joe;R;913.72;0.753;0.912;0.81;1.00189;0.93; 
2782;DeJong, Paul;L;816.729;0.821;0.883;0.988;0.924948;0.94; 
6247;Gordon, Dee;R;787.214;0.709;0.781;1.038;1.00796;0.93; 
4170;Cano, Robinson;R;782;0.824;0.782;0.584;1;0.98; 
6200;Cabrera, Asdrubal;R;775.179;0.751;0.891;0.707;0.87001;0.94; 
6137;Phillips, Brandon;R;753.816;0.75;0.743;0.443;1.01456;1.02; 
6275;Dozier, Brian;R;752.48;0.757;0.77;0.584;0.977246;1.05; 
2513;Baez, Javier;R;738.1;0.757;0.729;0.882;1.01248;1.02; 
2621;Torreyes, Ronald;R;729.171;0.682;0.719;0.364;1.01415;1.02; 
6186;Pedroia, Dustin;R;719.888;0.771;0.809;0.975;0.889849;0.9; 
4248;Harrison, Josh;L;675.158;0.78;0.67;0.205;1.0077;1.02; 
4253;Kipnis, Jason;R;599.867;0.687;0.705;0.66;0.850874;1.15; 
6164;Kinsler, Ian;R;577.546;0.72;0.75;0.4;0.770062;1.08; 
6239;Plouffe, Trevor;L;0;-1;-1;-1;1.01632;0.9; 
2540;Kelly, Ty;R;0;-1;-1;-1;0.942387;0.98; 
2544;Featherston, Taylor;L;0;-1;-1;-1;1.01632;0.9; 
6296;Goins, Ryan;R;0;-1;-1;-1;0.979715;1.04; 
2748;Asuaje, Carlos;R;0;-1;-1;-1;1.21511;0.97; 
6243;Espinosa, Danny;R;0;-1;-1;-1;0.864575;1.11; 
6294;Villar, Jonathan;R;0;-1;-1;-1;1.06305;1.02; 
