2377;Zunino, Mike;R;1248.22;0.798;1.092;0.558;1.14306;0.95; 
2445;Sanchez, Gary;R;1213.27;0.903;1.049;0.673;1.1566;0.96; 
2314;Posey, Buster;R;973.618;0.944;0.893;0.762;1.09028;1; 
2346;Perez, Salvador;L;956.934;0.846;0.991;0.652;0.965625;1; 
2309;Avila, Alex;R;933.892;1.017;0.998;0.973;0.935764;0.98; 
2427;Realmuto, J.T.;R;902;0.801;0.82;0.839;1.1;0.99; 
2345;Pina, Manny;R;878.779;0.816;0.835;1.371;1.05243;0.99; 
2639;Contreras, Willson;R;823.333;0.751;0.76;0.925;1.08333;1; 
2222;McCann, Brian;R;808.993;0.801;0.833;0.516;0.97118;0.94; 
2357;d'Arnaud, Travis;R;746;0.761;0.746;0.905;1;0.91; 
2351;Maldonado, Martin;L;711.45;0.731;0.744;0.474;0.95625;0.95; 
2646;Wolters, Tony;R;677.372;0.728;0.664;0.516;1.02014;1.11; 
2231;Martin, Russell;L;635.802;0.75;0.67;0.483;0.948958;1.04; 
2328;Castillo, Welington;R;628.667;0.743;0.615;0.385;1.02222;1.05; 
2359;Grandal, Yasmani;R;602.622;0.773;0.674;0.707;0.894097;1; 
2565;Hedges, Austin;R;526.841;0.667;0.633;0.333;0.832292;1; 
2364;Gomes, Yan;R;494.617;0.658;0.503;0.343;0.983333;1; 
2296;Wieters, Matt;R;431.493;0.688;0.578;0.667;0.746528;0.94; 
2398;Vazquez, Christian;R;416.084;0.7;0.483;0.619;0.861458;1.04; 
2226;Mathis, Jeff;R;0;-1;-1;-1;1.10625;1.08; 
2379;Phegley, Josh;R;0;-1;-1;-1;0.933333;0.91; 
2319;Ramos, Wilson;R;0;-1;-1;-1;1.22743;1.05; 
2712;Narvaez, Omar;R;0;-1;-1;-1;0.959028;0.96; 
2612;Diaz, Elias;R;0;-1;-1;-1;0.947222;1; 
2411;Barnhart, Tucker;R;-900.347;0.728;-1;0.923;0.900347;1; 
2344;Chirinos, Robinson;L;-1015.28;0.946;-1;1.357;1.01528;1; 
2755;Knapp, Andrew;R;-1114.24;0.755;-1;1.005;1.11424;0.91; 
2304;Gimenez, Chris;L;-1148.26;0.743;-1;1;1.14826;1; 
2372;Herrmann, Chris;R;-1193.75;0.702;-1;1.02;1.19375;1.11; 
2375;Sucre, Jesus;R;-1227.43;0.667;-1;-1;1.22743;1.05; 
