lad;116s;Wood, Alex;3.280000;2.570000;3.330000;9.850000;24.680002;1.090000;-999.000000;-999.000000;
kan;116p;Karns, Nathan;4.970000;5.170000;4.000000;8.070000;29.000000;1.210000;-999.000000;-999.000000;
laa;1188;Nolasco, Ricky;4.680000;5.710000;4.780000;7.440000;32.680004;1.380000;-999.000000;-999.000000;
bal;116k;Gausman, Kevin;7.550000;6.300000;6.060000;5.810000;31.000000;1.940000;-999.000000;-999.000000;
nym;121n;deGrom, Jacob;3.680000;3.190000;3.220000;12.030000;36.680004;1.360000;-999.000000;-999.000000;
sdg;1120;Cahill, Trevor;3.600000;2.740000;2.990000;11.100000;30.000000;1.170000;-999.000000;-999.000000;
stl;115z;Martinez, Carlos;3.750000;3.610000;3.540000;10.750000;36.000000;1.310000;-999.000000;-999.000000;
nyy;121w;Tanaka, Masahiro;4.460000;4.490000;4.400000;6.440000;36.339996;1.270000;-999.000000;-999.000000;
oak;126b;Graveman, Kendall;3.950000;4.750000;4.910000;6.260000;27.340002;1.210000;-999.000000;-999.000000;
tor;123u;Stroman, Marcus;3.890000;3.770000;3.570000;6.860000;39.339996;1.350000;-999.000000;-999.000000;
cle;109z;Bauer, Trevor;7.670000;5.060000;4.140000;10.330000;27.000000;1.590000;-999.000000;-999.000000;
sfo;109t;Moore, Matt;6.750000;5.540000;4.980000;7.560000;33.339996;1.560000;-999.000000;-999.000000;
tex;123i;Martinez, Nick;4.910000;6.250000;4.920000;4.910000;18.340002;1.200000;-999.000000;-999.000000;
cin;132r;Davis, Rookie;7.360000;6.550000;6.300000;6.750000;14.679999;2.180000;-999.000000;-999.000000;
tam;131p;Snell, Blake;3.450000;5.080000;5.400000;7.760000;31.340002;1.530000;-999.000000;-999.000000;
was;1761;Gonzalez, Gio;1.640000;4.210000;4.550000;7.980000;38.339996;1.250000;-999.000000;-999.000000;
pit;139j;Williams, Trevor;5.400000;5.450000;6.100000;7.710000;11.679999;1.630000;-999.000000;-999.000000;
mia;129j;Conley, Adam;6.120000;5.220000;5.400000;7.560000;25.000000;1.440000;-999.000000;-999.000000;
