oak;117v;Gray, Sonny;3.970000;4.860000;4.200000;6.750000;22.680002;1.240000;-999.000000;-999.000000;
nyy;130s;Severino, Luis;3.640000;3.670000;3.010000;10.340000;47.000000;1.130000;-999.000000;-999.000000;
col;105o;Chatwood, Tyler;5.090000;5.330000;4.180000;6.960000;53.000000;1.420000;-999.000000;-999.000000;
was;118k;Roark, Tanner;4.730000;4.360000;4.530000;7.360000;51.339996;1.340000;-999.000000;-999.000000;
stl;101u;Leake, Mike;2.030000;3.290000;3.770000;6.240000;53.339996;0.990000;-999.000000;-999.000000;
bos;103s;Sale, Chris;2.190000;1.720000;2.410000;13.020000;65.679993;0.790000;-999.000000;-999.000000;
min;136p;Berrios, Jose;0.590000;2.160000;4.350000;8.800000;15.340001;0.390000;-999.000000;-999.000000;
chc;125a;Hendricks, Kyle;3.350000;4.430000;4.190000;7.490000;45.680004;1.230000;-999.000000;-999.000000;
atl;106h;Teheran, Julio;5.470000;5.370000;5.730000;6.570000;49.339996;1.520000;-999.000000;-999.000000;
hou;1575;Morton, Charlie;4.260000;4.140000;3.600000;10.480000;50.680004;1.420000;-999.000000;-999.000000;
det;126c;Norris, Daniel;4.810000;4.140000;4.900000;8.160000;43.000000;1.720000;-999.000000;-999.000000;
kan;1050;Hammel, Jason;6.200000;5.010000;5.740000;6.860000;40.680004;1.750000;-999.000000;-999.000000;
cle;109z;Bauer, Trevor;6.650000;4.750000;3.580000;10.680000;44.680004;1.460000;-999.000000;-999.000000;
tam;1217;Ramirez, Erasmo;3.000000;3.400000;3.630000;6.900000;30.000000;0.900000;-999.000000;-999.000000;
tor;123u;Stroman, Marcus;3.000000;3.280000;3.480000;7.260000;57.000000;1.390000;-999.000000;-999.000000;
tex;101g;Perez, Martin;3.710000;3.980000;4.590000;6.350000;51.000000;1.570000;-999.000000;-999.000000;
sfo;109t;Moore, Matt;5.370000;4.730000;5.080000;7.790000;52.000000;1.520000;-999.000000;-999.000000;
pit;139j;Williams, Trevor;6.040000;5.740000;5.550000;5.680000;25.340002;1.500000;-999.000000;-999.000000;
nym;134g;Gsellman, Robert;6.750000;4.660000;4.350000;6.980000;38.680004;1.730000;-999.000000;-999.000000;
sea;141b;Gaviglio, Sam;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
laa;1188;Nolasco, Ricky;4.010000;5.480000;4.570000;7.840000;51.680004;1.280000;-999.000000;-999.000000;
mia;1675;Volquez, Edinson;4.870000;4.860000;4.780000;9.070000;40.680004;1.700000;-999.000000;-999.000000;
ari;107l;Delgado, Randall;4.050000;3.850000;3.950000;8.100000;26.680002;1.160000;-999.000000;-999.000000;
mil;1654;Garza, Matt;2.430000;3.580000;4.050000;6.670000;29.680002;1.110000;-999.000000;-999.000000;
bal;1994;Tillman, Chris;3.520000;3.140000;4.750000;7.040000;15.340001;1.500000;-999.000000;-999.000000;
cin;126f;Bonilla, Lisalverto;6.380000;6.080000;5.080000;6.870000;18.340002;1.360000;-999.000000;-999.000000;
chw;111t;Quintana, Jose;3.920000;3.960000;4.750000;8.320000;57.339996;1.260000;-999.000000;-999.000000;
lad;1477;Hill, Rich;2.770000;5.520000;4.420000;9.000000;13.000000;1.380000;-999.000000;-999.000000;
phi;1261;Hellickson, Jeremy;3.440000;5.410000;5.690000;3.620000;49.680004;1.030000;-999.000000;-999.000000;
sdg;117x;Cosart, Jarred;2.700000;3.890000;5.210000;4.730000;13.340001;1.500000;-999.000000;-999.000000;
