min;136p;Berrios, Jose;1.170000;2.870000;5.860000;4.700000;7.679999;0.390000;-999.000000;-999.000000;
kan;106n;Duffy, Danny;3.380000;3.450000;4.880000;6.220000;50.680004;1.340000;-999.000000;-999.000000;
tex;101g;Perez, Martin;3.890000;4.180000;4.890000;5.730000;44.000000;1.700000;-999.000000;-999.000000;
oak;117v;Gray, Sonny;3.780000;5.290000;4.750000;4.860000;16.680002;1.320000;-999.000000;-999.000000;
tor;123u;Stroman, Marcus;3.330000;3.460000;3.650000;7.010000;51.339996;1.380000;-999.000000;-999.000000;
chc;1506;Lester, Jon;3.450000;3.770000;3.770000;9.380000;47.000000;1.400000;-999.000000;-999.000000;
pit;134s;Glasnow, Tyler;7.980000;5.590000;5.470000;9.510000;29.340002;2.080000;-999.000000;-999.000000;
mil;132c;Davies, Zach;5.800000;5.190000;5.030000;7.590000;40.339996;1.740000;-999.000000;-999.000000;
det;1931;Zimmermann, Jordan;6.280000;6.190000;6.070000;5.120000;38.680004;1.630000;-999.000000;-999.000000;
col;133b;Marquez, German;4.880000;3.470000;4.220000;7.880000;24.000000;1.290000;-999.000000;-999.000000;
phi;140q;Pivetta, Nick;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
lad;114v;Ryu, Hyun-Jin;4.990000;5.190000;4.080000;9.680000;30.680002;1.600000;-999.000000;-999.000000;
sea;141b;Gaviglio, Sam;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
sdg;117x;Cosart, Jarred;3.240000;4.330000;5.810000;4.320000;8.340001;1.680000;-999.000000;-999.000000;
col;105o;Chatwood, Tyler;5.250000;5.400000;3.990000;6.940000;48.000000;1.350000;-999.000000;-999.000000;
min;1396;Santana, Ervin;1.500000;4.280000;4.690000;6.830000;54.000000;0.810000;-999.000000;-999.000000;
mia;1675;Volquez, Edinson;4.410000;4.660000;4.740000;9.610000;34.680004;1.670000;-999.000000;-999.000000;
nyy;140g;Montgomery, Jordan;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
bal;110u;Bundy, Dylan;2.260000;3.500000;4.640000;6.270000;51.680004;1.030000;-999.000000;-999.000000;
cin;132s;Garrett, Amir;4.250000;5.080000;4.770000;7.000000;36.000000;1.190000;-999.000000;-999.000000;
chw;139q;Covey, Dylan;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
bos;141e;Velazquez, Hector;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
was;118k;Roark, Tanner;3.880000;3.800000;4.240000;7.580000;46.339996;1.230000;-999.000000;-999.000000;
atl;106h;Teheran, Julio;4.080000;4.620000;5.570000;6.600000;46.339996;1.420000;-999.000000;-999.000000;
