"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.66","1.27",".73",".22",".01",".30",".75",".98",".01",".01",".56",".69","9.47","14.85","11.06","2434"
"Giancarlo Stanton","Yankees","NYY @ CWS","DH","4.84","1.21",".64",".22",".01",".35",".83",".81",".02",".01",".57","1.19","9.50","14.82","11.09","4949"
"Starling Marte","Pirates","PIT @ COL","CF","4.75","1.42",".96",".25",".05",".16",".72",".58",".22",".10",".30",".76","8.58","13.31","10.43","9241"
"Anthony Rizzo","Cubs","CHC @ KC","1B","4.94","1.23",".72",".25",".03",".23",".75",".64",".05",".03",".60",".62","8.65","13.44","10.18","3473"
"Mitch Haniger","Mariners","SEA @ TEX","RF","4.76","1.23",".77",".26",".03",".17",".75",".73",".06",".03",".63",".78","8.56","13.36","10.04","14274"
"Jean Segura","Mariners","SEA @ TEX","SS","4.87","1.48","1.07",".29",".04",".09",".76",".63",".17",".08",".31",".46","8.33","12.96","10.12","5933"
"David Dahl","Rockies","PIT @ COL","LF","4.63","1.31",".74",".24",".10",".23",".70",".60",".09",".05",".23","1.03","8.34","12.96","10.09","13744"
"Jose Ramirez","Indians","MIN @ CLE","3B","4.41","1.13",".61",".30",".02",".20",".69",".66",".10",".05",".57",".57","8.39","13.05","9.84","13510"
"Nolan Arenado","Rockies","PIT @ COL","3B","4.31","1.18",".66",".24",".03",".24",".70",".76",".02",".02",".41",".68","8.25","12.90","9.73","9777"
"Javier Baez","Cubs","CHC @ KC","2B","4.61","1.29",".77",".26",".05",".20",".65",".79",".08",".05",".21","1.06","8.13","12.72","9.75","12979"
"Michael Conforto","Mets","CIN @ NYM","CF","4.30","1.10",".63",".22",".02",".24",".69",".69",".02",".02",".60",".78","8.19","12.77","9.57","16376"
"Francisco Lindor","Indians","MIN @ CLE","SS","4.64","1.19",".68",".28",".02",".21",".70",".59",".08",".05",".45",".72","8.08","12.55","9.58","12916"
"Kyle Schwarber","Cubs","CHC @ KC","LF","4.49","1.01",".56",".16",".03",".26",".68",".72",".03",".02",".56","1.20","8.07","12.60","9.40","16478"
"Gleyber Torres","Yankees","NYY @ CWS","2B","4.51","1.13",".70",".20",".03",".21",".65",".71",".09",".06",".45","1.01","7.99","12.47","9.45","16997"
