"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","BOS @ LAA","CF","4.47","1.05",".57",".20",".02",".25",".76",".59",".13",".06",".85",".83","9.02","13.98","10.48","10155"
"Paul Goldschmidt","Diamondbacks","SF @ ARI","1B","4.39","1.19",".67",".30",".02",".20",".72",".68",".07",".04",".64",".72","8.69","13.52","10.18","9218"
"Freddie Freeman","Braves","NYM @ ATL","1B","4.41","1.17",".64",".29",".01",".22",".69",".67",".04",".02",".66",".70","8.48","13.20","9.93","5361"
"Aaron Judge","Yankees","TOR @ NYY","RF","4.57",".90",".48",".15",".01",".26",".74",".63",".05",".03",".94","1.34","8.50","13.22","9.72","15640"
"Giancarlo Stanton","Yankees","TOR @ NYY","LF","4.36",".89",".40",".16",".01",".32",".67",".81",".02",".01",".67","1.26","8.40","13.13","9.62","4949"
"Michael Conforto","Mets","NYM @ ATL","CF","4.80","1.16",".65",".25",".02",".23",".76",".55",".03",".02",".63",".97","8.35","12.95","9.80","16376"
"Pedro Alvarez","Orioles","BAL @ DET","DH","4.78","1.12",".61",".24",".01",".26",".72",".68",".01",".01",".47","1.03","8.11","12.65","9.51","2495"
"Yoenis Cespedes","Mets","NYM @ ATL","LF","4.70","1.19",".69",".23",".02",".25",".72",".65",".02",".01",".39",".88","8.02","12.49","9.50","13110"
"Lorenzo Cain","Brewers","MIA @ MIL","CF","4.71","1.23",".85",".23",".03",".12",".69",".43",".15",".08",".69",".66","7.97","12.31","9.49","9077"
"Trey Mancini","Orioles","BAL @ DET","LF","4.89","1.33",".86",".23",".05",".18",".71",".60",".02",".01",".38",".96","7.87","12.24","9.45","15149"
"A.J. Pollock","Diamondbacks","SF @ ARI","CF","4.30","1.14",".60",".36",".05",".13",".57",".76",".12",".05",".35",".52","7.84","12.25","9.28","9256"
"Rhys Hoskins","Phillies","PIT @ PHI","LF","4.22",".92",".44",".21",".01",".26",".61",".72",".04",".02",".63","1.07","7.93","12.38","9.16","16472"
"Domingo Santana","Brewers","MIA @ MIL","RF","4.49",".97",".57",".20",".01",".18",".64",".64",".05",".03",".83","1.22","7.91","12.32","9.13","10348"
"Manny Machado","Orioles","BAL @ DET","SS","4.67","1.24",".77",".25",".02",".20",".62",".67",".04",".03",".38",".59","7.75","12.08","9.24","11493"
"Jose Altuve","Astros","HOU @ SEA","2B","4.73","1.28",".89",".25",".02",".13",".65",".49",".15",".07",".46",".68","7.69","11.92","9.27","5417"
"George Springer","Astros","HOU @ SEA","CF","4.84","1.11",".68",".20",".01",".21",".68",".52",".06",".04",".57","1.01","7.75","12.03","9.15","12856"
