"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","MIA @ COL","CF","4.75","1.48",".87",".23",".11",".27","1.05",".84",".11",".06",".61",".69","10.94","17.03","12.91","7859"
"Nolan Arenado","Rockies","MIA @ COL","3B","4.64","1.38",".77",".32",".04",".26",".88",".97",".02",".02",".53",".67","9.93","15.55","11.62","9777"
"Aaron Judge","Yankees","NYY @ TB","RF","4.77","1.02",".49",".16",".01",".35",".77",".75",".05",".03",".77","1.61","9.26","14.43","10.68","15640"
"Trevor Story","Rockies","MIA @ COL","SS","4.43","1.22",".64",".30",".05",".23",".71",".89",".07",".03",".43","1.13","8.97","14.05","10.55","12564"
"Eddie Rosario","Twins","TEX @ MIN","LF","4.61","1.36",".80",".28",".04",".23",".75",".79",".09",".06",".29",".70","8.88","13.87","10.61","12155"
"J.D. Martinez","Red Sox","SEA @ BOS","DH","4.42","1.30",".70",".31",".02",".27",".71",".87",".01",".01",".35",".82","8.82","13.81","10.42","6184"
"George Springer","Astros","KC @ HOU","CF","4.65","1.19",".68",".23",".02",".27",".81",".68",".07",".04",".56",".82","8.87","13.80","10.40","12856"
"Mike Trout","Angels","TOR @ LAA","CF","4.45","1.10",".66",".19",".03",".23",".72",".58",".15",".06",".80",".82","8.90","13.78","10.41","10155"
"Giancarlo Stanton","Yankees","NYY @ TB","DH","4.55","1.00",".45",".16",".01",".38",".71",".85",".01",".01",".51","1.48","8.82","13.79","10.22","4949"
"Jose Ramirez","Indians","DET @ CLE","3B","4.50","1.15",".62",".31",".02",".19",".72",".72",".10",".05",".67",".58","8.79","13.69","10.25","13510"
"J.T. Realmuto","Marlins","MIA @ COL","C","4.72","1.43",".88",".33",".05",".18",".73",".75",".05",".03",".38",".78","8.67","13.52","10.36","11739"
"Joey Votto","Reds","CHC @ CIN","1B","4.45","1.05",".62",".19",".01",".23",".77",".64",".02",".01","1.03",".64","8.84","13.73","10.14","4314"
"Freddie Freeman","Braves","BAL @ ATL","1B","4.35","1.20",".64",".28",".02",".26",".69",".71",".03",".03",".60",".80","8.74","13.60","10.26","5361"
"Mookie Betts","Red Sox","SEA @ BOS","RF","4.64","1.32",".77",".35",".02",".18",".76",".63",".15",".05",".40",".43","8.66","13.45","10.32","13611"
"Brandon Belt","Giants","SD @ SF","1B","4.38","1.21",".66",".30",".04",".21",".71",".81",".02",".02",".58",".79","8.69","13.58","10.17","10264"
"Brian Anderson","Marlins","MIA @ COL","RF","4.82","1.41",".89",".34",".04",".15",".83",".58",".02",".02",".50",".85","8.47","13.16","10.10","18289"
"Rhys Hoskins","Phillies","PHI @ WSH","LF","4.67","1.09",".56",".23",".01",".28",".75",".65",".05",".03",".57","1.10","8.50","13.23","9.93","16472"
"Jose Altuve","Astros","KC @ HOU","2B","4.43","1.33",".87",".27",".03",".16",".71",".69",".12",".05",".43",".58","8.40","13.09","10.03","5417"
"Kyle Schwarber","Cubs","CHC @ CIN","LF","4.28",".95",".44",".14",".02",".35",".66",".79",".03",".02",".57","1.19","8.48","13.25","9.82","16478"
"Anthony Rizzo","Cubs","CHC @ CIN","1B","4.48","1.06",".56",".22",".01",".26",".69",".75",".03",".03",".62",".69","8.45","13.19","9.82","3473"
"Alex Bregman","Astros","KC @ HOU","3B","4.54","1.14",".63",".28",".03",".20",".78",".64",".09",".05",".55",".66","8.43","13.12","9.88","17678"
"DJ LeMahieu","Rockies","MIA @ COL","2B","4.86","1.54","1.13",".28",".04",".10",".85",".55",".07",".04",".40",".58","8.26","12.84","10.01","9874"
"Francisco Lindor","Indians","DET @ CLE","SS","4.72","1.18",".69",".28",".02",".19",".74",".61",".09",".05",".58",".76","8.36","13.00","9.84","12916"
"Carlos Correa","Astros","KC @ HOU","SS","4.33","1.10",".62",".22",".01",".24",".67",".80",".03",".02",".54",".94","8.28","12.96","9.66","14162"
"Edwin Encarnacion","Indians","DET @ CLE","DH","4.40",".93",".49",".18",".00",".26",".67",".80",".01",".00",".76",".96","8.32","13.01","9.53","2151"
"Scooter Gennett","Reds","CHC @ CIN","2B","4.36","1.18",".68",".24",".02",".24",".63",".87",".02",".01",".35",".93","8.12","12.74","9.58","10339"
"Tommy Pham","Cardinals","STL @ MIL","CF","4.67","1.07",".65",".17",".02",".22",".70",".53",".15",".08",".57","1.23","8.09","12.54","9.55","2967"
"Starlin Castro","Marlins","MIA @ COL","2B","4.93","1.51","1.02",".32",".03",".14",".77",".51",".02",".02",".33",".81","7.94","12.32","9.65","4579"
"Andrew Benintendi","Red Sox","SEA @ BOS","LF","4.53","1.24",".76",".31",".03",".14",".72",".61",".11",".06",".42",".56","8.00","12.45","9.51","17901"
"Paul Goldschmidt","Diamondbacks","ARI @ PIT","1B","4.72","1.14",".69",".24",".02",".19",".69",".59",".08",".04",".55","1.19","7.96","12.38","9.39","9218"
"Matt Carpenter","Cardinals","STL @ MIL","3B","4.77",".97",".46",".24",".02",".25",".72",".50",".02",".01",".77","1.11","8.04","12.45","9.29","8090"
"Joey Gallo","Rangers","TEX @ MIN","LF","4.18",".82",".31",".15",".02",".34",".64",".72",".04",".03",".54","1.50","8.01","12.50","9.23","14128"
"Shin-Soo Choo","Rangers","TEX @ MIN","DH","4.84","1.08",".66",".21",".01",".20",".68",".55",".05",".03",".72","1.07","7.96","12.36","9.31","3174"
"Andrew McCutchen","Giants","SD @ SF","RF","4.48","1.20",".75",".26",".04",".15",".69",".63",".05",".03",".50",".81","7.82","12.19","9.26","9847"
"Cameron Maybin","Marlins","MIA @ COL","RF","4.61","1.22",".81",".30",".04",".08",".60",".66",".14",".07",".52",".77","7.80","12.16","9.29","5223"
"Jose Martinez","Cardinals","STL @ MIL","1B","4.57","1.16",".70",".23",".01",".22",".65",".63",".03",".02",".49",".78","7.82","12.18","9.24","7996"
"Wil Myers","Padres","SD @ SF","RF","4.78","1.19",".73",".24",".03",".18",".64",".52",".11",".07",".47","1.16","7.77","12.04","9.28","10047"
"Bryce Harper","Nationals","PHI @ WSH","RF","4.49",".98",".54",".19",".01",".24",".70",".53",".05",".03",".70","1.06","7.85","12.18","9.13","11579"
"Nelson Cruz","Mariners","SEA @ BOS","DH","4.51","1.04",".58",".21",".00",".24",".61",".74",".01",".01",".57","1.05","7.81","12.20","9.09","2434"
"Lewis Brinson","Marlins","MIA @ COL","CF","4.39","1.12",".65",".23",".05",".20",".58",".78",".06",".05",".33","1.11","7.72","12.08","9.15","14352"
"Brian Dozier","Twins","TEX @ MIN","2B","4.38","1.04",".60",".22",".03",".19",".61",".70",".07",".04",".52",".73","7.74","12.09","9.07","9810"
"Khris Davis","Athletics","OAK @ CWS","DH","4.54",".93",".46",".19",".01",".26",".63",".73",".01",".01",".58","1.19","7.77","12.15","8.98","9112"
"Michael Brantley","Indians","DET @ CLE","LF","4.61","1.27",".89",".23",".01",".13",".71",".59",".08",".04",".43",".50","7.65","11.91","9.15","4106"
"Gerardo Parra","Rockies","MIA @ COL","LF","4.32","1.34",".90",".29",".04",".11",".60",".71",".07",".05",".32",".57","7.61","11.88","9.16","8553"
"Didi Gregorius","Yankees","NYY @ TB","SS","4.66","1.14",".70",".20",".02",".23",".63",".69",".04",".02",".35",".72","7.64","11.94","9.08","6012"
"Manny Machado","Orioles","BAL @ ATL","SS","4.53","1.15",".68",".23",".01",".24",".61",".64",".04",".03",".40",".58","7.63","11.89","9.06","11493"
"Eugenio Suarez","Reds","CHC @ CIN","3B","4.24",".94",".53",".17",".01",".24",".58",".73",".03",".02",".62",".97","7.66","11.97","8.88","12552"
"Eric Thames","Brewers","STL @ MIL","1B","4.53","1.03",".53",".21",".03",".26",".68",".49",".05",".04",".45","1.17","7.64","11.84","9.01","3711"
"Marcell Ozuna","Cardinals","STL @ MIL","LF","4.46","1.13",".68",".19",".02",".24",".58",".74",".02",".01",".35",".95","7.56","11.82","8.96","10324"
"Ozzie Albies","Braves","BAL @ ATL","2B","4.48","1.10",".65",".23",".05",".18",".68",".54",".13",".07",".31",".82","7.51","11.68","8.98","16556"
"Matt Olson","Athletics","OAK @ CWS","1B","4.44",".93",".49",".18",".01",".26",".61",".66",".02",".01",".57","1.16","7.59","11.83","8.80","14344"
"Eduardo Escobar","Twins","TEX @ MIN","SS","4.49","1.14",".65",".27",".04",".17",".60",".69",".03",".02",".35",".83","7.47","11.67","8.86","6153"
"Logan Morrison","Twins","TEX @ MIN","DH","4.28",".96",".53",".20",".01",".22",".61",".67",".02",".01",".63",".72","7.52","11.74","8.72","9205"
"Mitch Haniger","Mariners","SEA @ BOS","RF","4.61","1.04",".59",".26",".02",".17",".60",".62",".05",".03",".57","1.11","7.48","11.64","8.76","14274"
"Elvis Andrus","Rangers","TEX @ MIN","SS","4.73","1.22",".81",".28",".02",".11",".64",".53",".14",".08",".36",".65","7.37","11.45","8.86","8709"
"Dustin Fowler","Athletics","OAK @ CWS","CF","4.88","1.18",".76",".21",".07",".14",".55",".52",".18",".12",".27",".95","7.32","11.35","8.89","17098"
