"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.69","1.32",".78",".29",".03",".22",".75",".60",".16",".10",".41",".99","8.77","13.61","10.50","18401"
"Jose Ramirez","Indians","CLE @ MIN","3B","4.60","1.17",".63",".29",".03",".21",".68",".67",".10",".05",".52",".56","8.46","13.15","9.97","13510"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.58","1.32",".80",".29",".05",".18",".76",".62",".14",".08",".26",".61","8.36","13.00","10.06","16556"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.46","1.28",".78",".29",".03",".19",".70",".67",".05",".03",".51",".70","8.31","12.93","9.85","5361"
"Wil Myers","Padres","SF @ SD","RF","4.45","1.09",".59",".23",".02",".25",".70",".59",".11",".06",".50","1.13","8.30","12.89","9.78","10047"
"Francisco Lindor","Indians","CLE @ MIN","SS","4.82","1.22",".70",".27",".02",".24",".69",".63",".08",".05",".39",".71","8.21","12.76","9.77","12916"
"Eddie Rosario","Twins","CLE @ MIN","LF","4.48","1.35",".81",".28",".03",".22",".66",".67",".09",".06",".18",".76","8.10","12.61","9.79","12155"
"Paul Goldschmidt","Diamondbacks","TEX @ ARI","1B","4.41","1.13",".69",".25",".03",".17",".70",".59",".07",".04",".73",".85","8.20","12.74","9.60","9218"
"Mookie Betts","Red Sox","PHI @ BOS","RF","4.59","1.20",".72",".28",".03",".17",".68",".53",".14",".06",".46",".70","7.97","12.36","9.50","13611"
"A.J. Pollock","Diamondbacks","TEX @ ARI","CF","4.31","1.15",".66",".29",".06",".14",".63",".74",".12",".06",".39",".56","7.96","12.43","9.43","9256"
"Andrew McCutchen","Giants","SF @ SD","RF","4.62","1.11",".66",".25",".02",".18",".68",".60",".05",".02",".62",".96","7.89","12.27","9.25","9847"
"Mike Moustakas","Brewers","MIL @ LAD","3B","4.49","1.07",".56",".21",".00",".30",".64",".73",".01",".01",".35",".80","7.86","12.28","9.24","4892"
"J.D. Martinez","Red Sox","PHI @ BOS","DH","4.38","1.18",".68",".24",".01",".24",".61",".74",".01",".01",".33","1.18","7.75","12.12","9.20","6184"
"Rhys Hoskins","Phillies","PHI @ BOS","LF","4.64",".98",".50",".22",".01",".25",".66",".62",".04",".03",".59","1.30","7.83","12.18","9.11","16472"
"Charlie Blackmon","Rockies","COL @ STL","CF","4.74","1.22",".82",".21",".03",".15",".61",".48",".12",".06",".55",".89","7.68","11.88","9.20","7859"
"Edwin Encarnacion","Indians","CLE @ MIN","DH","4.50",".99",".54",".17",".00",".27",".64",".75",".01",".00",".46",".99","7.69","12.03","8.95","2151"
"Alex Bregman","Astros","HOU @ SEA","3B","4.62","1.11",".64",".27",".02",".18",".60",".57",".09",".06",".49",".90","7.61","11.81","9.01","17678"
"Steven Souza Jr.","Diamondbacks","TEX @ ARI","RF","4.20","1.05",".64",".22",".04",".15",".58",".69",".07",".05",".58",".85","7.60","11.87","8.91","5667"
"Michael Brantley","Indians","CLE @ MIN","LF","4.71","1.32",".89",".28",".01",".14",".66",".54",".08",".04",".28",".43","7.40","11.50","8.96","4106"
"Buster Posey","Giants","SF @ SD","C","4.52","1.23",".81",".28",".01",".13",".61",".63",".02",".02",".52",".54","7.42","11.57","8.80","9166"
"Derek Dietrich","Marlins","MIA @ ATL","LF","4.81","1.12",".68",".24",".03",".17",".66",".48",".02",".02",".62","1.03","7.46","11.55","8.79","10542"
"Joc Pederson","Dodgers","MIL @ LAD","LF","4.64",".94",".48",".22",".01",".23",".64",".49",".05",".04",".66","1.16","7.50","11.62","8.72","11899"
"Austin Slater","Giants","SF @ SD","LF","4.73","1.21",".80",".28",".02",".12",".68",".45",".08",".05",".52","1.08","7.39","11.45","8.82","16153"
"Andrew Benintendi","Red Sox","PHI @ BOS","LF","4.49","1.14",".72",".26",".04",".12",".64",".52",".11",".07",".46",".85","7.37","11.44","8.78","17901"
