"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.67","1.31",".77",".20",".01",".33",".78",".95",".01",".01",".45",".59","9.43","14.78","11.09","2434"
"Mitch Haniger","Mariners","SEA @ TEX","RF","5.00","1.43",".86",".32",".03",".22",".79",".73",".06",".04",".45",".71","9.11","14.20","10.85","14274"
"Aaron Judge","Yankees","BAL @ NYY","RF","4.61",".98",".52",".16",".01",".29",".79",".72",".05",".04",".87","1.39","9.02","14.05","10.35","15640"
"Robinson Cano","Mariners","SEA @ TEX","2B","4.79","1.38",".89",".28",".01",".19",".74",".75",".01",".01",".40",".39","8.35","13.05","9.94","3269"
"Ronald Acuna","Braves","PHI @ ATL","LF","4.62","1.17",".70",".20",".03",".24",".68",".55",".16",".11",".48","1.15","8.35","12.94","9.95","18401"
"Jean Segura","Mariners","SEA @ TEX","SS","4.90","1.53","1.15",".25",".04",".09",".74",".61",".19",".09",".22",".37","8.19","12.73","10.04","5933"
"Whit Merrifield","Royals","KC @ DET","2B","4.83","1.35",".93",".23",".07",".11",".66",".53",".20",".11",".48",".69","8.25","12.78","9.98","11281"
"Christian Yelich","Brewers","MIL @ PIT","LF","4.65","1.33",".83",".28",".03",".20",".71",".56",".09",".04",".36",".80","8.15","12.64","9.79","11477"
"Freddie Freeman","Braves","PHI @ ATL","1B","4.40","1.18",".69",".26",".02",".20",".64",".66",".05",".03",".58",".79","8.12","12.63","9.57","5361"
"Rhys Hoskins","Phillies","PHI @ ATL","LF","4.74",".94",".48",".20",".01",".24",".70",".64",".04",".03",".76",".98","8.15","12.68","9.38","16472"
"Michael Conforto","Mets","NYM @ WSH","CF","4.60","1.09",".62",".22",".01",".25",".67",".68",".03",".02",".56",".99","8.07","12.58","9.45","16376"
"Adalberto Mondesi","Royals","KC @ DET","SS","4.72","1.19",".76",".18",".10",".15",".60",".63",".24",".11",".26","1.23","7.96","12.38","9.63","13769"
"Alex Bregman","Astros","LAA @ HOU","3B","4.36","1.07",".58",".28",".03",".19",".64",".65",".07",".04",".58",".64","8.00","12.45","9.36","17678"
"Christin Stewart","Tigers","KC @ DET","OF","4.43","1.03",".56",".16",".06",".25",".72",".61",".03",".02",".56","1.00","7.99","12.44","9.36","17714"
