"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jose Ramirez","Indians","CLE @ CIN","3B","4.67","1.29",".69",".30",".03",".27",".81",".78",".10",".06",".56",".45","9.65","15.02","11.34","13510"
"Paul Goldschmidt","Diamondbacks","ARI @ TEX","1B","4.82","1.33",".77",".26",".02",".28",".86",".74",".09",".04",".53",".94","9.53","14.83","11.24","9218"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.40","1.35",".76",".31",".02",".26",".80",".71",".04",".03",".55",".66","9.23","14.36","10.90","5361"
"Francisco Lindor","Indians","CLE @ CIN","SS","4.89","1.33",".74",".29",".02",".28",".83",".64",".10",".05",".44",".55","9.22","14.31","10.95","12916"
"A.J. Pollock","Diamondbacks","ARI @ TEX","CF","4.71","1.31",".76",".30",".05",".21",".70",".78",".14",".08",".30",".64","8.81","13.75","10.53","9256"
"David Peralta","Diamondbacks","ARI @ TEX","LF","4.92","1.50",".95",".30",".04",".21",".82",".64",".06",".03",".30",".65","8.77","13.64","10.58","2136"
"Freddie Freeman","Braves","","1B","4.44","1.29",".76",".30",".02",".21",".74",".69",".05",".03",".61",".56","8.76","13.63","10.32","5361"
"Yonder Alonso","Indians","CLE @ CIN","1B","4.57","1.20",".68",".23",".00",".29",".70",".87",".01",".01",".47",".70","8.72","13.66","10.22","2530"
"Bryce Harper","Nationals","WSH @ STL","RF","4.64","1.05",".59",".20",".01",".25",".72",".67",".05",".03",".80",".92","8.59","13.37","9.95","11579"
"Ronald Acuna","Braves","","LF","4.67","1.30",".82",".25",".03",".20",".71",".56",".17",".11",".44",".92","8.47","13.12","10.15","18401"
"Michael Brantley","Indians","CLE @ CIN","LF","4.78","1.41",".90",".30",".01",".19",".82",".60",".08",".04",".32",".33","8.44","13.13","10.14","4106"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.63","1.27",".79",".25",".02",".21",".69",".55",".16",".10",".35","1.08","8.20","12.71","9.86","18401"
"Steven Souza Jr.","Diamondbacks","ARI @ TEX","RF","4.49","1.14",".66",".23",".03",".22",".65",".73",".07",".05",".44",".96","8.10","12.64","9.56","5667"
"Justin Upton","Angels","LAA @ SD","LF","4.52","1.07",".61",".22",".01",".24",".67",".64",".06",".03",".60","1.12","8.10","12.61","9.48","5222"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.51","1.27",".78",".27",".05",".17",".74",".57",".13",".07",".25",".63","7.97","12.39","9.60","16556"
"Eduardo Escobar","Diamondbacks","ARI @ TEX","SS","4.60","1.24",".71",".31",".05",".17",".65",".77",".04",".02",".31",".72","7.95","12.43","9.45","6153"
"Ozzie Albies","Braves","","2B","4.56","1.27",".80",".26",".06",".15",".76",".55",".14",".08",".29",".55","7.92","12.31","9.53","16556"
"Giancarlo Stanton","Yankees","NYM @ NYY","DH","4.42","1.04",".54",".18",".01",".31",".66",".70",".02",".01",".37","1.48","7.86","12.27","9.24","4949"
"Joey Votto","Reds","CLE @ CIN","1B","4.50","1.04",".65",".21",".01",".18",".72",".47",".02",".01",".92",".83","7.94","12.29","9.20","4314"
"Daniel Palka","White Sox","CWS @ DET","DH","4.50","1.11",".62",".20",".06",".24",".62",".74",".04",".03",".31","1.22","7.79","12.17","9.23","14897"
"Curtis Granderson","Blue Jays","TOR @ KC","LF","4.92","1.09",".64",".24",".04",".17",".68",".56",".05",".03",".68",".92","7.85","12.19","9.19","4747"
"Wil Myers","Padres","LAA @ SD","RF","4.39","1.07",".59",".23",".02",".23",".63",".57",".11",".06",".44","1.22","7.79","12.10","9.22","10047"
"Trea Turner","Nationals","WSH @ STL","SS","4.75","1.29",".96",".20",".04",".10",".68",".45",".30",".12",".27",".79","7.68","11.88","9.40","16252"
"Juan Soto","Nationals","WSH @ STL","LF","4.43","1.12",".71",".22",".03",".17",".62",".69",".05",".03",".56",".67","7.72","12.05","9.09","20123"
"Matt Carpenter","Cardinals","WSH @ STL","3B","4.59","1.10",".58",".26",".02",".24",".69",".53",".01",".01",".50","1.06","7.74","12.02","9.12","8090"
"Marcell Ozuna","Cardinals","WSH @ STL","LF","4.28","1.26",".81",".21",".02",".22",".63",".71",".02",".01",".25",".69","7.56","11.81","9.07","10324"
"Justin Smoak","Blue Jays","TOR @ KC","1B","4.69","1.11",".67",".27",".00",".17",".64",".64",".01",".01",".63",".79","7.64","11.90","8.93","9054"
"Jose Abreu","White Sox","CWS @ DET","1B","4.60","1.27",".79",".28",".03",".18",".64",".66",".01",".01",".32",".70","7.56","11.79","9.04","15676"
"Justin Turner","Dodgers","SF @ LAD","3B","4.40","1.13",".66",".25",".01",".21",".69",".53",".03",".01",".48",".65","7.56","11.75","8.94","5235"
