"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","SDN @ MIA","RF","4.56","1.15",".51",".22",".01",".42",".96",".87",".03",".02",".78",".98","10.61","16.54","12.21","4949"
"Paul Goldschmidt","Diamondbacks","SFN @ ARI","1B","4.38","1.28",".69",".28",".03",".28",".94",".88",".11",".05",".74",".71","10.45","16.31","12.14","9218"
"Anthony Rizzo","Cubs","CHN @ PHI","1B","4.59","1.14",".53",".23",".01",".37",".85",".91",".06",".04",".76",".64","10.27","16.03","11.85","3473"
"J.D. Martinez","Diamondbacks","SFN @ ARI","RF","4.29","1.24",".65",".26",".03",".30",".81","1.05",".02",".01",".46",".87","9.61","15.11","11.20","6184"
"Kyle Schwarber","Cubs","CHN @ PHI","LF","4.80","1.05",".50",".17",".01",".37",".86",".74",".05",".03",".66","1.33","9.47","14.75","10.96","16478"
"Andrew McCutchen","Pirates","PIT @ CIN","CF","4.72","1.07",".58",".19",".02",".28",".82",".72",".08",".04",".89","1.08","9.49","14.76","10.94","9847"
"Kris Bryant","Cubs","CHN @ PHI","3B","4.69","1.18",".63",".21",".02",".32",".82",".77",".07",".04",".58","1.09","9.41","14.66","11.01","15429"
"Mookie Betts","Red Sox","BAL @ BOS","RF","4.47","1.27",".72",".28",".01",".25",".76",".84",".15",".06",".44",".47","9.35","14.60","11.03","13611"
"Mike Trout","Angels","HOU @ ANA","CF","4.44","1.13",".59",".20",".02",".31",".79",".66",".14",".05",".67","1.04","9.40","14.59","11.00","10155"
"Gary Sanchez","Yankees","SEA @ NYA","C","4.44","1.13",".58",".18",".00",".37",".80",".87",".05",".03",".46",".98","9.31","14.56","10.86","11442"
"Justin Upton","Tigers","DET @ CHA","LF","4.65","1.13",".60",".20",".00",".33",".80",".78",".08",".04",".54","1.27","9.20","14.36","10.75","5222"
"Starling Marte","Pirates","PIT @ CIN","LF","4.95","1.20",".72",".24",".02",".20",".74",".59",".33",".15",".50","1.24","9.16","14.18","10.91","9241"
"Joey Votto","Reds","PIT @ CIN","1B","4.42","1.17",".69",".22",".01",".24",".79",".70",".05",".03",".88",".64","9.20","14.30","10.66","4314"
"Miguel Cabrera","Tigers","DET @ CHA","1B","4.54","1.23",".72",".20",".00",".31",".80",".81",".01",".00",".58",".90","9.13","14.26","10.68","1744"
"Aaron Judge","Yankees","SEA @ NYA","RF","4.33",".97",".48",".12",".02",".36",".76",".79",".04",".02",".69","1.31","9.01","14.07","10.39","15640"
"A.J. Pollock","Diamondbacks","SFN @ ARI","CF","4.49","1.34",".82",".31",".05",".16",".81",".71",".16",".07",".37",".50","8.87","13.82","10.59","9256"
"Josh Donaldson","Blue Jays","MIN @ TOR","3B","4.43","1.16",".58",".23",".02",".34",".78",".72",".03",".02",".45",".74","8.92","13.90","10.47","5038"
"George Springer","Astros","HOU @ ANA","CF","4.81","1.15",".67",".19",".01",".29",".77",".65",".13",".05",".51","1.09","8.84","13.74","10.42","12856"
"Eduardo Nunez","Red Sox","BAL @ BOS","2B","4.70","1.38",".90",".30",".01",".16",".75",".62",".28",".11",".24",".56","8.73","13.55","10.56","6848"
"Manny Machado","Orioles","BAL @ BOS","3B","4.63","1.28",".67",".29",".01",".31",".73",".74",".05",".03",".28",".84","8.73","13.62","10.38","11493"
"Nelson Cruz","Mariners","SEA @ NYA","DH","4.57","1.10",".59",".17",".00",".34",".73",".78",".01",".01",".54","1.15","8.77","13.70","10.24","2434"
"Freddie Freeman","Braves","COL @ ATL","1B","4.43","1.13",".63",".26",".02",".22",".76",".65",".02",".01",".78",".80","8.67","13.48","10.07","5361"
"Charlie Blackmon","Rockies","COL @ ATL","CF","4.79","1.20",".74",".22",".04",".20",".71",".53",".23",".10",".49",".87","8.59","13.29","10.26","7859"
"Yoenis Cespedes","Mets","NYN @ WAS","LF","4.54","1.22",".68",".24",".01",".29",".69",".78",".04",".02",".37",".89","8.52","13.32","10.08","13110"
"Marcell Ozuna","Marlins","SDN @ MIA","LF","4.36","1.17",".69",".22",".02",".24",".72",".84",".02",".01",".51",".77","8.53","13.36","9.98","10324"
"Edwin Encarnacion","Indians","KCA @ CLE","DH","4.30",".97",".48",".17",".01",".31",".74",".79",".01",".01",".66",".83","8.58","13.41","9.88","2151"
"Josh Bell","Pirates","PIT @ CIN","1B","4.62","1.03",".62",".16",".03",".22",".73",".73",".06",".03",".78",".84","8.53","13.31","9.87","13145"
"Khris Davis","Athletics","TEX @ OAK","LF","4.33","1.02",".51",".19",".01",".31",".67",".82",".03",".02",".48","1.00","8.41","13.16","9.78","9112"
"Adam Duvall","Reds","PIT @ CIN","LF","4.33","1.09",".55",".22",".02",".30",".67",".89",".04",".02",".29","1.04","8.36","13.12","9.81","10950"
"Steve Pearce","Blue Jays","MIN @ TOR","LF","4.54","1.17",".61",".23",".02",".30",".77",".66",".03",".02",".33",".76","8.35","13.01","9.88","9957"
"Wil Myers","Padres","SDN @ MIA","1B","4.42","1.02",".58",".21",".02",".21",".66",".68",".13",".06",".65",".93","8.34","12.98","9.73","10047"
"Brian Dozier","Twins","MIN @ TOR","2B","4.67","1.03",".49",".21",".03",".30",".68",".64",".08",".04",".46","1.06","8.28","12.88","9.72","9810"
"Curtis Granderson","Dodgers","MIL @ LAN","RF","4.32",".94",".48",".18",".02",".26",".73",".72",".05",".02",".68",".87","8.33","13.00","9.59","4747"
"Ian Kinsler","Tigers","DET @ CHA","2B","4.88","1.23",".79",".21",".02",".22",".72",".60",".13",".06",".40",".69","8.21","12.77","9.81","6195"
"Jose Altuve","Astros","HOU @ ANA","2B","4.59","1.31",".89",".24",".02",".16",".62",".61",".22",".08",".35",".50","8.14","12.64","9.84","5417"
"Chris Iannetta","Diamondbacks","SFN @ ARI","C","4.60","1.11",".62",".25",".01",".23",".82",".63",".02",".01",".58",".92","8.25","12.85","9.62","8267"
