"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","MIA @ ATL","RF","4.78",".98",".47",".18",".00",".33",".85",".73",".03",".02",".94","1.42","9.43","14.68","10.77","4949"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.43","1.12",".60",".24",".01",".26",".80",".72",".03",".01",".86",".85","9.24","14.38","10.66","5361"
"Edwin Encarnacion","Indians","CLE @ CHA","DH","4.63",".96",".49",".15",".00",".31",".80",".82",".02",".01",".87","1.04","9.12","14.25","10.41","2151"
"Joey Votto","Reds","CIN @ NYN","1B","4.50","1.09",".64",".23",".01",".21",".70",".57",".05",".03",".91",".65","8.54","13.23","9.90","4314"
"Jose Ramirez","Indians","CLE @ CHA","2B","4.74","1.16",".72",".28",".04",".12",".68",".63",".15",".08",".54",".63","8.05","12.52","9.51","13510"
"Brian Dozier","Twins","MIN @ KCA","2B","4.81","1.07",".60",".23",".03",".22",".69",".66",".10",".05",".46",".82","8.05","12.54","9.47","9810"
"Marcell Ozuna","Marlins","MIA @ ATL","LF","4.58","1.06",".65",".19",".01",".20",".66",".77",".02",".02",".65","1.13","8.01","12.53","9.31","10324"
"Francisco Lindor","Indians","CLE @ CHA","SS","4.97","1.18",".78",".23",".02",".15",".69",".57",".13",".08",".55",".86","7.91","12.28","9.38","12916"
"Rhys Hoskins","Phillies","PHI @ WAS","LF","4.45","1.06",".63",".20",".02",".22",".64",".73",".05",".03",".53",".85","7.89","12.32","9.23","16472"
"Anthony Rizzo","Cubs","CHN @ PIT","1B","4.45","1.01",".57",".23",".01",".20",".65",".67",".05",".03",".65",".67","7.88","12.29","9.16","3473"
"Matt Kemp","Braves","MIA @ ATL","LF","4.34","1.14",".68",".23",".01",".22",".64",".80",".03",".01",".34",".98","7.80","12.23","9.21","5631"
"Gary Sanchez","Yankees","NYA @ BAL","C","4.58","1.09",".63",".19",".00",".27",".61",".73",".05",".03",".35","1.13","7.80","12.19","9.23","11442"
"Trea Turner","Nationals","PHI @ WAS","SS","4.56","1.29",".90",".23",".05",".11",".65",".40",".32",".12",".25",".86","7.72","11.91","9.49","16252"
"Aaron Judge","Yankees","NYA @ BAL","RF","4.69",".96",".55",".14",".01",".25",".67",".62",".05",".02",".57","1.58","7.68","11.97","8.95","15640"
"Carlos Santana","Indians","CLE @ CHA","1B","4.53",".85",".49",".19",".02",".16",".66",".70",".04",".02",".88",".88","7.72","12.07","8.79","2396"
