"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Ryan Yarbrough","Rays","TB @ OAK","SP","26.68","5.70","3.36","1.39",".09",".86","3.07",".00",".00",".00","2.74","6.08","-14.12","28.50","15.50","16502"
"Mike Trout","Angels","LAA @ DET","CF","4.85","1.32",".63",".24",".07",".38","1.07",".83",".15",".07",".97",".73","12.00","18.62","13.91","10155"
"Justin Upton","Angels","LAA @ DET","LF","4.76","1.19",".59",".25",".01",".33",".80",".90",".05",".03",".56","1.23","9.65","15.09","11.24","5222"
"Aaron Judge","Yankees","NYY @ BAL","RF","4.86","1.12",".60",".20",".01",".31",".86",".76",".05",".04",".83","1.25","9.64","15.02","11.13","15640"
"Giancarlo Stanton","Yankees","NYY @ BAL","DH","4.64","1.08",".53",".21",".01",".34",".72",".89",".02",".01",".56","1.12","9.04","14.15","10.49","4949"
"Jose Ramirez","Indians","CLE @ MIN","3B","4.65","1.23",".66",".33",".03",".22",".71",".71",".10",".06",".49",".53","8.78","13.67","10.37","13510"
"Freddie Freeman","Braves","WSH @ ATL","1B","4.41","1.28",".73",".31",".02",".22",".72",".69",".05",".03",".62",".67","8.80","13.68","10.36","5361"
"Michael Brantley","Indians","CLE @ MIN","LF","4.75","1.38",".84",".29",".02",".23",".77",".69",".07",".04",".32",".45","8.64","13.45","10.34","4106"
"George Springer","Astros","BOS @ HOU","CF","4.67","1.19",".70",".23",".02",".24",".75",".60",".07",".04",".58",".89","8.49","13.19","10.01","12856"
"Francisco Lindor","Indians","CLE @ MIN","SS","4.87","1.23",".71",".26",".03",".24",".75",".62",".08",".05",".42",".72","8.40","13.06","9.98","12916"
"Trea Turner","Nationals","WSH @ ATL","SS","4.88","1.18",".79",".25",".04",".10",".68",".46",".30",".13",".60","1.04","8.34","12.88","9.97","16252"
"Ian Kinsler","Angels","LAA @ DET","2B","4.96","1.21",".72",".25",".03",".21",".81",".53",".09",".06",".48",".55","8.33","12.93","9.88","6195"
"Greg Bird","Yankees","NYY @ BAL","1B","4.76","1.00",".51",".22",".01",".27",".70",".77",".01",".01",".62","1.06","8.33","13.02","9.63","14131"
"Albert Pujols","Angels","LAA @ DET","1B","4.65","1.22",".75",".21",".00",".26",".66",".82",".01",".01",".36",".55","8.12","12.72","9.60","1177"
"Eddie Rosario","Twins","CLE @ MIN","LF","4.48","1.32",".76",".30",".04",".23",".69",".64",".09",".05",".15",".72","8.04","12.52","9.72","12155"
"Jose Altuve","Astros","BOS @ HOU","2B","4.45","1.31",".88",".27",".03",".14",".66",".64",".11",".05",".47",".66","8.06","12.54","9.65","5417"
"Anthony Rendon","Nationals","WSH @ ATL","3B","4.67","1.12",".65",".32",".01",".14",".63",".65",".04",".03",".81",".77","8.09","12.58","9.40","12861"
"Edwin Encarnacion","Indians","CLE @ MIN","DH","4.55","1.00",".54",".17",".00",".29",".68",".77",".01",".00",".53","1.09","8.06","12.60","9.35","2151"
"Yonder Alonso","Indians","CLE @ MIN","1B","4.45","1.11",".63",".22",".00",".27",".64",".72",".01",".01",".49",".82","8.02","12.52","9.41","2530"
"Bryce Harper","Nationals","WSH @ ATL","RF","4.77",".99",".59",".20",".01",".19",".71",".56",".06",".04",".86","1.17","8.05","12.49","9.29","11579"
"Ozzie Albies","Braves","WSH @ ATL","2B","4.53","1.23",".77",".24",".05",".17",".74",".56",".14",".08",".29",".72","7.88","12.26","9.47","16556"
"Christian Villanueva","Padres","MIA @ SD","3B","4.32",".98",".46",".19",".01",".31",".64",".74",".03",".01",".42","1.02","7.93","12.40","9.25","11738"
"Brian Dozier","Twins","CLE @ MIN","2B","4.59","1.16",".63",".25",".02",".25",".67",".62",".07",".04",".31",".83","7.84","12.21","9.34","9810"
"Hunter Renfroe","Padres","MIA @ SD","LF","4.22","1.06",".51",".24",".02",".29",".62",".73",".02",".01",".29",".99","7.79","12.18","9.18","15464"
"Miguel Sano","Twins","CLE @ MIN","3B","4.36","1.07",".54",".22",".02",".30",".64",".69",".01",".00",".34","1.41","7.76","12.12","9.15","12164"
"Justin Bour","Marlins","MIA @ SD","1B","4.53","1.02",".59",".16",".01",".25",".63",".64",".01",".00",".66",".87","7.79","12.13","9.07","9744"
"Alex Bregman","Astros","BOS @ HOU","3B","4.56","1.07",".63",".27",".02",".14",".72",".50",".10",".06",".65",".73","7.75","12.01","9.07","17678"
"Carlos Correa","Astros","BOS @ HOU","SS","4.36","1.04",".61",".23",".01",".18",".62",".71",".04",".02",".61","1.01","7.72","12.06","9.00","14162"
"Nicholas Castellanos","Tigers","LAA @ DET","RF","4.45","1.22",".68",".28",".07",".19",".66",".55",".03",".03",".32",".95","7.59","11.80","9.10","11737"
"Kris Bryant","Cubs","CHC @ NYM","3B","4.54","1.08",".63",".23",".02",".21",".63",".59",".03",".02",".56","1.07","7.65","11.89","8.99","15429"
"Nelson Cruz","Mariners","TEX @ SEA","DH","4.22","1.00",".54",".18",".00",".29",".58",".74",".01",".01",".44","1.02","7.64","11.94","8.93","2434"
"Franmil Reyes","Padres","MIA @ SD","RF","4.12",".95",".47",".15",".02",".31",".61",".68",".02",".02",".40","1.04","7.60","11.86","8.90","14566"
"J.D. Martinez","Red Sox","BOS @ HOU","DH","4.43","1.06",".55",".23",".02",".26",".59",".71",".01",".01",".35","1.41","7.56","11.81","8.90","6184"
"Anthony Rizzo","Cubs","CHC @ NYM","1B","4.44",".99",".56",".21",".01",".22",".60",".66",".03",".02",".61",".68","7.60","11.85","8.85","3473"
"Brett Gardner","Yankees","NYY @ BAL","LF","4.98","1.15",".82",".20",".02",".11",".69",".48",".11",".05",".62",".72","7.46","11.57","8.85","9927"
"Jefry Marte","Angels","LAA @ DET","1B","4.44","1.05",".59",".23",".02",".21",".59",".69",".04",".02",".41",".79","7.46","11.65","8.78","5107"
"Niko Goodrum","Tigers","LAA @ DET","1B","4.56","1.07",".59",".21",".05",".22",".61",".53",".11",".06",".33","1.29","7.43","11.53","8.87","12092"
"Manny Machado","Orioles","NYY @ BAL","SS","4.37","1.11",".67",".20",".01",".23",".56",".65",".04",".02",".34",".70","7.29","11.36","8.67","11493"
"Andrelton Simmons","Angels","LAA @ DET","SS","4.54","1.27",".88",".26",".04",".10",".59",".61",".07",".05",".37",".30","7.25","11.29","8.73","10847"
"Andrew Benintendi","Red Sox","BOS @ HOU","LF","4.75","1.08",".65",".24",".05",".15",".58",".46",".11",".06",".52","1.02","7.26","11.24","8.65","17901"
"Didi Gregorius","Yankees","NYY @ BAL","SS","4.55","1.13",".72",".22",".01",".19",".59",".67",".04",".03",".33",".52","7.20","11.25","8.57","6012"
"Matt Carpenter","Cardinals","PIT @ STL","3B","4.56",".98",".52",".26",".02",".18",".64",".43",".02",".01",".72",".88","7.28","11.26","8.47","8090"
"Logan Morrison","Twins","CLE @ MIN","DH","4.26","1.00",".54",".22",".02",".23",".59",".62",".01",".01",".40",".87","7.17","11.17","8.43","9205"
"Derek Dietrich","Marlins","MIA @ SD","LF","4.75","1.11",".66",".24",".03",".17",".64",".42",".02",".02",".55",".91","7.17","11.10","8.51","10542"
"Mark Reynolds","Nationals","WSH @ ATL","1B","4.57",".96",".59",".19",".01",".18",".54",".70",".02",".01",".63","1.40","7.17","11.21","8.33","7619"
"Khris Davis","Athletics","TB @ OAK","DH","4.27",".87",".45",".17",".01",".25",".57",".65",".01",".01",".52","1.10","7.15","11.17","8.30","9112"
"J.T. Realmuto","Marlins","MIA @ SD","C","4.64","1.18",".76",".24",".03",".15",".66",".48",".06",".04",".35",".79","7.06","10.97","8.48","11739"
"Chris Young","Angels","LAA @ DET","RF","4.32",".95",".52",".21",".03",".19",".55",".62",".05",".03",".50",".86","7.12","11.09","8.34","3882"
"J.D. Davis","Astros","BOS @ HOU","DH","4.26","1.00",".59",".21",".01",".19",".56",".71",".02",".01",".42","1.28","7.09","11.10","8.31","16219"
"Tommy Pham","Cardinals","PIT @ STL","CF","4.34","1.01",".68",".17",".02",".15",".55",".49",".12",".07",".56",".98","7.00","10.85","8.30","2967"
"Kyle Schwarber","Cubs","CHC @ NYM","LF","4.12",".87",".46",".13",".02",".26",".52",".61",".03",".01",".50","1.21","7.01","10.93","8.19","16478"
"Mitch Haniger","Mariners","TEX @ SEA","RF","4.32",".97",".53",".23",".02",".18",".57",".58",".04",".03",".47","1.12","7.00","10.91","8.21","14274"
"Starling Marte","Pirates","PIT @ STL","CF","4.49","1.13",".80",".17",".03",".13",".51",".50",".17",".08",".33",".99","6.90","10.70","8.37","9241"
"Aaron Hicks","Yankees","NYY @ BAL","CF","4.43",".93",".58",".18",".02",".15",".57",".53",".08",".06",".62",".68","6.97","10.83","8.15","5297"
"Mitch Moreland","Red Sox","BOS @ HOU","1B","4.53","1.00",".54",".25",".01",".19",".58",".59",".01",".01",".42","1.15","6.92","10.79","8.14","3086"
"Ender Inciarte","Braves","WSH @ ATL","CF","4.64","1.27",".96",".20",".04",".06",".59",".38",".17",".09",".34",".57","6.82","10.54","8.37","4922"
"Eric Hosmer","Padres","MIA @ SD","1B","4.42","1.08",".72",".20",".01",".16",".64",".47",".05",".03",".49",".73","6.90","10.71","8.19","3516"
"Jose Pirela","Padres","MIA @ SD","2B","4.53","1.14",".69",".27",".05",".12",".58",".43",".06",".04",".40",".76","6.83","10.57","8.20","5485"
"Jeimer Candelario","Tigers","LAA @ DET","3B","4.35","1.01",".54",".26",".06",".15",".54",".54",".01",".01",".49","1.04","6.84","10.64","8.07","13621"
"Gleyber Torres","Yankees","NYY @ BAL","2B","4.09","1.03",".66",".19",".01",".17",".54",".60",".08",".05",".35",".89","6.79","10.59","8.08","16997"
"Corey Dickerson","Pirates","PIT @ STL","LF","4.28","1.14",".69",".25",".03",".17",".51",".59",".03",".02",".26",".81","6.75","10.53","8.12","10762"
"Jean Segura","Mariners","TEX @ SEA","SS","4.41","1.19",".83",".23",".02",".10",".56",".47",".16",".07",".25",".72","6.70","10.40","8.17","5933"
"Javier Baez","Cubs","CHC @ NYM","2B","4.24","1.03",".63",".18",".02",".19",".49",".61",".08",".04",".18","1.05","6.59","10.29","7.93","12979"
"Nick Markakis","Braves","WSH @ ATL","RF","4.32","1.18",".82",".27",".00",".08",".55",".60",".01",".01",".42",".48","6.61","10.32","7.89","5930"
"Matt Olson","Athletics","TB @ OAK","1B","4.35",".87",".48",".19",".01",".19",".56",".58",".02",".01",".51","1.20","6.68","10.42","7.77","14344"
