"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ COL","CF","4.80","1.34",".74",".26",".06",".28",".93",".70",".14",".06",".82",".91","10.59","16.42","12.40","10155"
"Rhys Hoskins","Phillies","SF @ PHI","LF","4.57","1.05",".45",".21",".01",".38",".90",".83",".05",".04",".91","1.00","10.33","16.08","11.82","16472"
"Nolan Arenado","Rockies","LAA @ COL","3B","4.51","1.30",".68",".29",".04",".28",".79",".88",".02",".02",".51",".79","9.50","14.85","11.14","9777"
"Joey Gallo","Rangers","DET @ TEX","1B","4.22",".97",".38",".17",".02",".40",".71",".93",".03",".02",".56","1.28","9.26","14.49","10.68","14128"
"Charlie Blackmon","Rockies","LAA @ COL","CF","4.61","1.32",".85",".21",".05",".22",".83",".68",".12",".06",".46",".94","8.97","13.96","10.68","7859"
"Giancarlo Stanton","Yankees","BOS @ NYY","LF","4.30",".95",".42",".17",".00",".36",".73",".83",".02",".01",".64","1.31","8.90","13.91","10.23","4949"
"Eugenio Suarez","Reds","NYM @ CIN","3B","4.33","1.11",".59",".23",".02",".28",".72",".83",".03",".02",".59",".90","8.81","13.78","10.25","12552"
"Yoenis Cespedes","Mets","NYM @ CIN","LF","4.57","1.17",".60",".22",".02",".33",".73",".79",".01",".01",".39","1.18","8.71","13.60","10.23","13110"
"Michael Conforto","Mets","NYM @ CIN","CF","4.77","1.11",".56",".23",".02",".29",".77",".60",".03",".02",".64","1.29","8.66","13.44","10.11","16376"
"Mike Moustakas","Royals","KC @ BAL","3B","4.50","1.19",".62",".20",".01",".35",".67",".86",".00",".01",".28",".68","8.55","13.39","10.10","4892"
"Jay Bruce","Mets","NYM @ CIN","RF","4.47","1.09",".51",".25",".02",".31",".67",".81",".02",".01",".44",".98","8.56","13.39","10.01","9892"
"Trea Turner","Nationals","WSH @ SD","SS","4.75","1.22",".84",".21",".05",".12",".69",".51",".33",".14",".47",".91","8.46","13.08","10.18","16252"
